,ed200803,ed200806,ed200809,ed200812,ed200903,ed200906,ed200909,ed200912,ed201003,ed201006,ed201009,ed201012,ed201103,ed201106,ed201109,ed201112,ed201203,ed201206,ed201209,ed201212,ed201303,ed201306,ed201309,ed201312,ed201403,ed201406,ed201409,ed201412,ed200703,ed200706,ed200709,ed200712,ed200603,ed200606,ed200609,ed200612,ed200503,ed200506,ed200509,ed200512
2005-01-03 15:00:00,95.605,95.51,95.42,95.33,95.25,95.16,95.07,94.975,94.91,94.835,94.76,94.665,94.605,94.545,94.485,94.4,94.34,94.28,94.245,94.19,94.135,94.085,94.055,94.015,93.975,93.945,93.915,93.88,95.94,95.855,95.775,95.68,96.3,96.205,96.115,96.02,97.09,96.805,96.58,96.41
