Date,fncl_5.0_4.5_45d_price:qfmodel_couponSwapModel_1.0,fncl_5.5_5.0_45d_price:qfmodel_couponSwapModel_1.0,fncl_6.0_5.5_45d_price:qfmodel_couponSwapModel_1.0,fncl_6.5_6.0_45d_price:qfmodel_couponSwapModel_1.0,fncl_7.0_6.5_45d_price:qfmodel_couponSwapModel_1.0,fncl_7.5_7.0_45d_price:qfmodel_couponSwapModel_1.0,fncl_8.0_7.5_45d_price:qfmodel_couponSwapModel_1.0
2003-06-26 15:00:00,2.28324525779341,1.59882998276118,1.23293651604033,0.963913422619042,1.04325558609072,1.22854425494839,1.18337228078086
