Date,fncl_5.0_4.5_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_5.5_5.0_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_6.0_5.5_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_6.5_6.0_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_7.0_6.5_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_7.5_7.0_1n_weighted_roll:qfmodel_couponSwapModel_1.0,fncl_8.0_7.5_1n_weighted_roll:qfmodel_couponSwapModel_1.0
2003-06-26 15:00:00,0.0452981883500382,0.0976275807747645,-0.198262726010066,-0.0651277806872896,0.0515667400063246,-0.03125,-0.0100052747729397
