Date,fncl_5.0_4.5_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_5.5_5.0_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_6.0_5.5_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_6.5_6.0_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_7.0_6.5_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_7.5_7.0_45d_dv01:qfmodel_couponSwapModel_1.0,fncl_8.0_7.5_45d_dv01:qfmodel_couponSwapModel_1.0
2003-06-26 15:00:00,-1.36883055006445,-1.36883055006446,-0.538046186842563,-0.538046186842558,0.370577337715361,0.370577337715362,-0.230521530768530
