valuationDate,sectorCategory,DENOM_CURR_CDE,spread
4/24/2006,Credit_glagg_crd_1_3YRS,USD,46
4/24/2006,Credit_glagg_crd_1_3YRS,EUR,25
4/24/2006,Credit_glagg_crd_1_3YRS,GBP,32
4/24/2006,Credit_glagg _crd>5.0YRS,USD,99
4/24/2006,Credit_glagg _crd>5.0YRS,EUR,61
4/24/2006,Credit_glagg _crd>5.0YRS,GBP,91
4/24/2006,Credit_glagg_crd_exJPY_aa_3,USD,57
4/24/2006,Credit_glagg_crd_exJPY_aa_3,EUR,29
4/24/2006,Credit_glagg_crd_exJPY_aa_3,GBP,51
4/24/2006,Credit_glagg_crd_exJPY_exBBB,USD,68
4/24/2006,Credit_glagg_crd_exJPY_exBBB,EUR,38
4/24/2006,Credit_glagg_crd_exJPY_exBBB,GBP,67
4/24/2006,Credit_Global Agg (Original),USD,59
4/24/2006,Credit_Global Agg (Original),EUR,19
4/24/2006,Credit_Global Agg (Original),GBP,30
4/25/2006,Agency,USD,33
4/25/2006,Agency,EUR,21
4/25/2006,Agency,GBP,18
4/25/2006,ABS,USD,43
4/25/2006,CMBS,USD,65
4/25/2006,MBS,USD,92
4/25/2006,Credit_AAA-BBB,USD,81
4/25/2006,Credit_AAA-BBB,EUR,41
4/25/2006,Credit_AAA-BBB,GBP,71
4/25/2006,Credit_AAA-A,USD,67
4/25/2006,Credit_AAA-A,EUR,33
4/25/2006,Credit_AAA-A,GBP,66
4/25/2006,Credit_AAA-AA,USD,55
4/25/2006,Credit_AAA-AA,EUR,24
4/25/2006,Credit_AAA-AA,GBP,52
4/25/2006,Credit_US CORP 1-10,USD,78
4/25/2006,Credit_glagg_crd_1_5YRS,USD,55
4/25/2006,Credit_glagg_crd_1_5YRS,EUR,30
4/25/2006,Credit_glagg_crd_1_5YRS,GBP,41
4/25/2006,Credit_glagg_crd_1_3YRS,USD,45
4/25/2006,Credit_glagg_crd_1_3YRS,EUR,24
4/25/2006,Credit_glagg_crd_1_3YRS,GBP,31
4/25/2006,Credit_glagg _crd>5.0YRS,USD,99
4/25/2006,Credit_glagg _crd>5.0YRS,EUR,60
4/25/2006,Credit_glagg _crd>5.0YRS,GBP,90
4/25/2006,Credit_glagg_crd_exJPY_aa_3,USD,56
4/25/2006,Credit_glagg_crd_exJPY_aa_3,EUR,29
4/25/2006,Credit_glagg_crd_exJPY_aa_3,GBP,51
4/25/2006,Credit_glagg_crd_exJPY_exBBB,USD,68
4/25/2006,Credit_glagg_crd_exJPY_exBBB,EUR,37
4/25/2006,Credit_glagg_crd_exJPY_exBBB,GBP,66
4/25/2006,Credit_Global Agg (Original),USD,59
4/25/2006,Credit_Global Agg (Original),EUR,19
4/25/2006,Credit_Global Agg (Original),GBP,30
4/26/2006,Agency,USD,33
4/26/2006,Agency,EUR,22
4/26/2006,Agency,GBP,18
4/26/2006,ABS,USD,43
4/26/2006,CMBS,USD,65
4/26/2006,MBS,USD,91
4/26/2006,Credit_AAA-BBB,USD,81
4/26/2006,Credit_AAA-BBB,EUR,41
4/26/2006,Credit_AAA-BBB,GBP,71
4/26/2006,Credit_AAA-A,USD,67
4/26/2006,Credit_AAA-A,EUR,34
4/26/2006,Credit_AAA-A,GBP,66
4/26/2006,Credit_AAA-AA,USD,54
4/26/2006,Credit_AAA-AA,EUR,25
4/26/2006,Credit_AAA-AA,GBP,52
4/26/2006,Credit_US CORP 1-10,USD,79
4/26/2006,Credit_glagg_crd_1_5YRS,USD,55
4/26/2006,Credit_glagg_crd_1_5YRS,EUR,30
4/26/2006,Credit_glagg_crd_1_5YRS,GBP,41
4/26/2006,Credit_glagg_crd_1_3YRS,USD,45
4/26/2006,Credit_glagg_crd_1_3YRS,EUR,25
4/26/2006,Credit_glagg_crd_1_3YRS,GBP,32
4/26/2006,Credit_glagg _crd>5.0YRS,USD,98
4/26/2006,Credit_glagg _crd>5.0YRS,EUR,61
4/26/2006,Credit_glagg _crd>5.0YRS,GBP,90
4/26/2006,Credit_glagg_crd_exJPY_aa_3,USD,56
4/26/2006,Credit_glagg_crd_exJPY_aa_3,EUR,29
4/26/2006,Credit_glagg_crd_exJPY_aa_3,GBP,50
4/26/2006,Credit_glagg_crd_exJPY_exBBB,USD,67
4/26/2006,Credit_glagg_crd_exJPY_exBBB,EUR,37
4/26/2006,Credit_glagg_crd_exJPY_exBBB,GBP,66
4/26/2006,Credit_Global Agg (Original),USD,59
4/26/2006,Credit_Global Agg (Original),EUR,19
4/26/2006,Credit_Global Agg (Original),GBP,30
4/27/2006,Agency,USD,33
4/27/2006,Agency,EUR,22
4/27/2006,Agency,GBP,18
4/27/2006,ABS,USD,45
4/27/2006,CMBS,USD,65
4/27/2006,MBS,USD,91
4/27/2006,Credit_AAA-BBB,USD,81
4/27/2006,Credit_AAA-BBB,EUR,41
4/27/2006,Credit_AAA-BBB,GBP,71
4/27/2006,Credit_AAA-A,USD,67
4/27/2006,Credit_AAA-A,EUR,34
4/27/2006,Credit_AAA-A,GBP,66
4/27/2006,Credit_AAA-AA,USD,55
4/27/2006,Credit_AAA-AA,EUR,25
4/27/2006,Credit_AAA-AA,GBP,52
4/27/2006,Credit_US CORP 1-10,USD,78
4/27/2006,Credit_glagg_crd_1_5YRS,USD,56
4/27/2006,Credit_glagg_crd_1_5YRS,EUR,31
4/27/2006,Credit_glagg_crd_1_5YRS,GBP,42
4/27/2006,Credit_glagg_crd_1_3YRS,USD,47
4/27/2006,Credit_glagg_crd_1_3YRS,EUR,25
4/27/2006,Credit_glagg_crd_1_3YRS,GBP,33
4/27/2006,Credit_glagg _crd>5.0YRS,USD,98
4/27/2006,Credit_glagg _crd>5.0YRS,EUR,60
4/27/2006,Credit_glagg _crd>5.0YRS,GBP,89
4/27/2006,Credit_glagg_crd_exJPY_aa_3,USD,56
4/27/2006,Credit_glagg_crd_exJPY_aa_3,EUR,30
4/27/2006,Credit_glagg_crd_exJPY_aa_3,GBP,51
4/27/2006,Credit_glagg_crd_exJPY_exBBB,USD,68
4/27/2006,Credit_glagg_crd_exJPY_exBBB,EUR,38
4/27/2006,Credit_glagg_crd_exJPY_exBBB,GBP,66
4/27/2006,Credit_Global Agg (Original),USD,58
4/27/2006,Credit_Global Agg (Original),EUR,19
4/27/2006,Credit_Global Agg (Original),GBP,30
4/28/2006,Agency,USD,33
4/28/2006,Agency,EUR,22
4/28/2006,Agency,GBP,18
4/28/2006,ABS,USD,44
4/28/2006,CMBS,USD,66
4/28/2006,MBS,USD,90
4/28/2006,Credit_AAA-BBB,USD,81
4/28/2006,Credit_AAA-BBB,EUR,41
4/28/2006,Credit_AAA-BBB,GBP,71
4/28/2006,Credit_AAA-A,USD,67
4/28/2006,Credit_AAA-A,EUR,34
4/28/2006,Credit_AAA-A,GBP,66
4/28/2006,Credit_AAA-AA,USD,55
4/28/2006,Credit_AAA-AA,EUR,25
4/28/2006,Credit_AAA-AA,GBP,52
4/28/2006,Credit_US CORP 1-10,USD,79
4/28/2006,Credit_glagg_crd_1_5YRS,USD,57
4/28/2006,Credit_glagg_crd_1_5YRS,EUR,31
4/28/2006,Credit_glagg_crd_1_5YRS,GBP,42
4/28/2006,Credit_glagg_crd_1_3YRS,USD,47
4/28/2006,Credit_glagg_crd_1_3YRS,EUR,25
4/28/2006,Credit_glagg_crd_1_3YRS,GBP,34
4/28/2006,Credit_glagg _crd>5.0YRS,USD,98
4/28/2006,Credit_glagg _crd>5.0YRS,EUR,60
4/28/2006,Credit_glagg _crd>5.0YRS,GBP,89
4/28/2006,Credit_glagg_crd_exJPY_aa_3,USD,57
4/28/2006,Credit_glagg_crd_exJPY_aa_3,EUR,30
4/28/2006,Credit_glagg_crd_exJPY_aa_3,GBP,51
4/28/2006,Credit_glagg_crd_exJPY_exBBB,USD,68
4/28/2006,Credit_glagg_crd_exJPY_exBBB,EUR,38
4/28/2006,Credit_glagg_crd_exJPY_exBBB,GBP,66
4/28/2006,Credit_Global Agg (Original),USD,58
4/28/2006,Credit_Global Agg (Original),EUR,19
4/28/2006,Credit_Global Agg (Original),GBP,29
