ticker,tenor,index_series ,index_version,strike,annexDate,effDate,matDate,startDate,endDate
cdx-na-ig,2y,5,1,0.002,2005-09-20,2005-09-21,2007-12-20
cdx-na-ig,2y,6,1,0.0015,2006-03-20,2006-03-21,2008-06-20
cdx-na-ig,2y,7,1,0.0015,2006-09-20,2006-09-21,2008-12-20
cdx-na-ig-cons,2y,8,1,0.0015,2007-03-20,2007-03-21,2009-06-20
cdx-na-ig-energy,2y,8,1,0.0015,2007-03-20,2007-03-21,2009-06-20
cdx-na-ig-fin,2y,8,1,0.0015,2007-03-20,2007-03-21,2009-06-20
cdx-na-ig-hvol,2y,3,1,0.005,2004-09-20,2004-09-21,2007-03-20
cdx-na-ig-hvol,2y,3,2,0.005,2005-10-10,2004-09-21,2007-03-20
cdx-na-ig-hvol,2y,4,1,0.004,2005-03-20,2005-03-21,2007-06-20
cdx-na-ig-hvol,2y,5,1,0.004,2005-09-20,2005-09-21,2007-12-20
cdx-na-ig-hvol,2y,6,1,0.003,2006-03-20,2006-03-21,2008-06-20
cdx-na-ig-hvol,2y,7,1,0.003,2006-09-20,2006-09-21,2008-12-20
cdx-na-ig-indu,2y,8,1,0.0015,2007-03-20,2007-03-21,2009-06-20
cdx-na-ig-tmt,2y,8,1,0.0015,2007-03-20,2007-03-21,2009-06-20
cdx-na-hy,3y,6,2,0.0345,2006-10-30,2006-03-28,2009-06-20
cdx-na-hy,3y,7,1,0.0325,2006-09-27,2006-09-28,2009-12-20
cdx-na-ig,3y,3,1,0.0035,2004-09-20,2004-09-21,2008-03-20
cdx-na-ig,3y,3,2,0.0035,2005-10-10,2004-09-21,2008-03-20
cdx-na-ig,3y,4,1,0.0025,2005-03-20,2005-03-21,2008-06-20
cdx-na-ig,3y,5,1,0.003,2005-09-20,2005-09-21,2008-12-20
cdx-na-ig,3y,6,1,0.0025,2006-03-20,2006-03-21,2009-06-20
cdx-na-ig,3y,7,1,0.0025,2006-09-20,2006-09-21,2009-12-20
cdx-na-ig-cons,3y,8,1,0.002,2007-03-20,2007-03-21,2010-06-20
cdx-na-ig-energy,3y,8,1,0.002,2007-03-20,2007-03-21,2010-06-20
cdx-na-ig-fin,3y,8,1,0.002,2007-03-20,2007-03-21,2010-06-20
cdx-na-ig-hvol,3y,3,1,0.0065,2004-09-20,2004-09-21,2008-03-20
cdx-na-ig-hvol,3y,3,2,0.0065,2005-10-10,2004-09-21,2008-03-20
cdx-na-ig-hvol,3y,4,1,0.006,2005-03-20,2005-03-21,2008-06-20
cdx-na-ig-hvol,3y,5,1,0.0055,2005-09-20,2005-09-21,2008-12-20
cdx-na-ig-hvol,3y,6,1,0.005,2006-03-20,2006-03-21,2009-06-20
cdx-na-ig-hvol,3y,7,1,0.005,2006-09-20,2006-09-21,2009-12-20
cdx-na-ig-indu,3y,8,1,0.002,2007-03-20,2007-03-21,2010-06-20
cdx-na-ig-tmt,3y,8,1,0.002,2007-03-20,2007-03-21,2010-06-20
itraxx-eur,3y,3,1,0.002,2005-03-20,2005-03-21,2008-06-20
itraxx-eur,3y,4,1,0.002,2005-09-20,2005-09-20,2008-12-20
itraxx-eur,3y,5,1,0.0025,2006-03-17,2006-03-20,2009-06-20
itraxx-eur,3y,6,1,0.002,2006-09-15,2006-09-20,2009-12-20
itraxx-eur,3y,7,1,0.002,2007-03-16,2007-03-20,2010-06-20
itraxx-eur,3y,8,1,0.003,2007-09-17,2007-09-20,2010-12-20
itraxx-eur-hvol,3y,3,1,0.004,2005-03-20,2005-03-21,2008-06-20
itraxx-eur-hvol,3y,4,1,0.0045,2005-09-20,2005-09-20,2008-12-20
itraxx-eur-hvol,3y,5,1,0.004,2006-03-17,2006-03-20,2009-06-20
itraxx-eur-hvol,3y,6,1,0.0035,2006-09-15,2006-09-20,2009-12-20
itraxx-eur-hvol,3y,7,1,0.0035,2007-03-16,2007-03-20,2010-06-20
itraxx-eur-hvol,3y,8,1,0.004,2007-09-17,2007-09-20,2010-12-20
cdx-na-ig,4y,3,1,0.0045,2004-09-20,2004-09-21,2009-03-20
cdx-na-ig,4y,3,2,0.0045,2005-10-10,2004-09-21,2009-03-20
cdx-na-ig,4y,4,1,0.0035,2005-03-20,2005-03-21,2009-06-20
cdx-na-ig-hvol,4y,3,1,0.009,2004-09-20,2004-09-21,2009-03-20
cdx-na-ig-hvol,4y,3,2,0.009,2005-10-10,2004-09-21,2009-03-20
cdx-na-ig-hvol,4y,4,1,0.007,2005-03-20,2005-03-21,2009-06-20
cdx-na-hy,5y,1,1,0.0425,2005-02-08,2003-10-21,2009-03-20
cdx-na-hy,5y,1,2,0.0425,2005-12-21,2003-10-21,2009-03-20
cdx-na-hy,5y,1,3,0.0425,2006-03-03,2003-10-21,2009-03-20
cdx-na-hy,5y,1,4,0.0425,2006-10-30,2003-10-21,2009-03-20
cdx-na-hy,5y,2,1,0.043,2004-07-08,2004-03-23,2009-09-20
cdx-na-hy,5y,2,2,0.043,2005-12-21,2004-03-23,2009-09-20
cdx-na-hy,5y,2,3,0.043,2006-02-07,2004-03-23,2009-09-20
cdx-na-hy,5y,2,4,0.043,2006-03-03,2004-03-23,2009-09-20
cdx-na-hy,5y,2,5,0.043,2006-10-30,2004-03-23,2009-09-20
cdx-na-hy,5y,3,1,0.0375,2004-07-20,2004-07-09,2009-12-20
cdx-na-hy,5y,3,2,0.0375,2005-02-10,2004-07-09,2009-12-20
cdx-na-hy,5y,3,3,0.0375,2005-07-27,2004-07-09,2009-12-20
cdx-na-hy,5y,3,4,0.0375,2005-12-21,2004-07-09,2009-12-20
cdx-na-hy,5y,3,5,0.0375,2006-03-03,2004-07-09,2009-12-20
cdx-na-hy,5y,3,6,0.0375,2006-10-30,2004-07-09,2009-12-20
cdx-na-hy,5y,4,1,0.036,2005-04-08,2005-04-14,2010-06-20
cdx-na-hy,5y,4,2,0.036,2005-05-18,2005-04-14,2010-06-20
cdx-na-hy,5y,4,3,0.036,2005-10-10,2005-04-14,2010-06-20
cdx-na-hy,5y,4,4,0.036,2005-12-21,2005-04-14,2010-06-20
cdx-na-hy,5y,4,5,0.036,2006-03-03,2005-04-14,2010-06-20
cdx-na-hy,5y,4,6,0.036,2006-10-30,2005-04-14,2010-06-20
cdx-na-hy,5y,5,1,0.0395,2005-10-06,2005-10-07,2010-12-20
cdx-na-hy,5y,5,2,0.0395,2005-10-10,2005-10-07,2010-12-20
cdx-na-hy,5y,5,3,0.0395,2005-12-21,2005-10-07,2010-12-20
cdx-na-hy,5y,5,4,0.0395,2006-03-03,2005-10-07,2010-12-20
cdx-na-hy,5y,5,5,0.0395,2006-10-30,2005-10-07,2010-12-20
cdx-na-hy,5y,6,1,0.0345,2006-03-27,2006-03-28,2011-06-20
cdx-na-hy,5y,6,2,0.0345,2006-10-30,2006-03-28,2011-06-20
cdx-na-hy,5y,7,1,0.0325,2006-09-27,2006-09-28,2011-12-20
cdx-na-hy-b,5y,1,1,0.05,2005-07-13,2003-10-21,2009-03-20
cdx-na-hy-b,5y,1,2,0.05,2006-03-08,2003-10-21,2009-03-20
cdx-na-hy-b,5y,1,3,0.05,2006-10-30,2003-10-21,2009-03-20
cdx-na-hy-b,5y,2,1,0.048,2004-07-08,2004-03-23,2009-09-20
cdx-na-hy-b,5y,2,2,0.048,2006-02-07,2004-03-23,2009-09-20
cdx-na-hy-b,5y,2,3,0.048,2006-10-30,2004-03-23,2009-09-20
cdx-na-hy-b,5y,3,1,0.04,2004-07-20,2004-07-09,2009-12-20
cdx-na-hy-b,5y,3,2,0.04,2005-02-10,2004-07-09,2009-12-20
cdx-na-hy-b,5y,3,3,0.04,2005-07-27,2004-07-09,2009-12-20
cdx-na-hy-b,5y,3,4,0.04,2006-10-30,2004-07-09,2009-12-20
cdx-na-hy-b,5y,4,1,0.034,2005-04-08,2005-04-14,2010-06-20
cdx-na-hy-b,5y,5,1,0.034,2005-10-06,2005-10-07,2010-12-20
cdx-na-hy-b,5y,6,1,0.03,2006-03-27,2006-03-28,2011-06-20
cdx-na-hy-b,5y,7,1,0.03,2006-09-27,2006-09-28,2011-12-20
cdx-na-hy-bb,5y,1,1,0.029,2005-07-13,2003-10-21,2009-03-20
cdx-na-hy-bb,5y,1,2,0.029,2006-03-03,2003-10-21,2009-03-20
cdx-na-hy-bb,5y,2,1,0.029,2004-07-08,2004-03-23,2009-09-20
cdx-na-hy-bb,5y,2,2,0.029,2006-03-03,2004-03-23,2009-09-20
cdx-na-hy-bb,5y,3,1,0.0225,2004-07-20,2004-07-09,2009-12-20
cdx-na-hy-bb,5y,3,2,0.0225,2006-03-03,2004-07-09,2009-12-20
cdx-na-hy-bb,5y,4,1,0.021,2005-04-08,2005-04-14,2010-06-20
cdx-na-hy-bb,5y,4,2,0.021,2005-10-10,2005-04-14,2010-06-20
cdx-na-hy-bb,5y,4,3,0.021,2006-03-03,2005-04-14,2010-06-20
cdx-na-hy-bb,5y,5,1,0.025,2005-10-06,2005-10-07,2010-12-20
cdx-na-hy-bb,5y,5,2,0.025,2006-03-03,2005-10-07,2010-12-20
cdx-na-hy-bb,5y,6,1,0.021,2006-03-27,2006-03-28,2011-06-20
cdx-na-hy-bb,5y,7,1,0.0205,2006-09-27,2006-09-28,2011-12-20
cdx-na-hy-hb,5y,3,1,0.0625,2004-07-20,2004-07-09,2009-12-20
cdx-na-hy-hb,5y,3,2,0.0625,2005-07-27,2004-07-09,2009-12-20
cdx-na-hy-hb,5y,3,3,0.0625,2005-12-21,2004-07-09,2009-12-20
cdx-na-hy-hb,5y,3,4,0.0625,2006-10-30,2004-07-09,2009-12-20
cdx-na-hy-hb,5y,4,1,0.05,2005-04-08,2005-04-14,2010-06-20
cdx-na-hy-hb,5y,4,2,0.05,2005-05-18,2005-04-14,2010-06-20
cdx-na-hy-hb,5y,4,3,0.05,2005-10-10,2005-04-14,2010-06-20
cdx-na-hy-hb,5y,4,4,0.05,2005-12-21,2005-04-14,2010-06-20
cdx-na-hy-hb,5y,4,5,0.05,2006-10-30,2005-04-14,2010-06-20
cdx-na-hy-hb,5y,5,1,0.05,2005-10-06,2005-10-07,2010-12-20
cdx-na-hy-hb,5y,5,2,0.05,2005-10-10,2005-10-07,2010-12-20
cdx-na-hy-hb,5y,5,3,0.05,2005-12-21,2005-10-07,2010-12-20
cdx-na-hy-hb,5y,5,4,0.05,2006-03-03,2005-10-07,2010-12-20
cdx-na-hy-hb,5y,5,5,0.05,2006-10-30,2005-10-07,2010-12-20
cdx-na-hy-hb,5y,6,1,0.05,2006-03-27,2006-03-28,2011-06-20
cdx-na-hy-hb,5y,6,2,0.05,2006-10-30,2006-03-28,2011-06-20
cdx-na-hy-hb,5y,7,1,0.05,2006-09-27,2006-09-28,2011-12-20
cdx-na-ig,5y,1,1,0.006,2004-11-03,2003-10-21,2009-03-20
