,ed198803,ed198806,ed198809,ed198812,ed198903,ed198906,ed198909,ed198912,ed199003,ed199006,ed199009,ed199012,ed199103,ed199106,ed199109,ed199112,ed199203,ed199206,ed199209,ed199212,ed199303,ed199306,ed199309,ed199312,ed199403,ed199406,ed199409,ed199412,ed199503,ed199506,ed199509,ed199512,ed199603,ed199606,ed199609,ed199612,ed199703,ed199706,ed199709,ed199712,ed199803,ed199806,ed199809,ed199812,ed199903,ed199906,ed199909,ed199912,ed200003,ed200006,ed200009,ed200012,ed200103,ed200106,ed200109,ed200112,ed200203,ed200206,ed200209,ed200212,ed200303,ed200306,ed200309,ed200312,ed200403,ed200406,ed200409,ed200412,ed200503,ed200506,ed200509,ed200512,ed200603,ed200606,ed200609,ed200612,ed200703,ed200706,ed200709,ed200712,ed200803,ed200806,ed200809,ed200812,ed200903,ed200906,ed200909,ed200912,ed201003,ed201006,ed201009,ed201012,ed201103,ed201106,ed201109,ed201112,ed201203,ed201206,ed201209,ed201212,ed201303,ed201306,ed201309,ed201312,ed201403,ed201406,ed201409,ed201412,ed201503,ed201506,ed201509,ed201512,ed201603,ed201606,ed201609,ed201612,ed201703,ed201706,ed201709,ed201712,ed201803,ed201806,ed201809
2008-08-28 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.025,97.055,96.93,96.73,96.445,96.23,96.015,95.84,95.685,95.605,95.53,95.475,95.42,95.39,95.345,95.3,95.25,95.22,95.175,95.13,95.07,95.03,94.99,94.96,94.9,94.87,94.83,94.805,94.76,94.735,94.71,94.695,94.66,94.645,94.62,94.61,94.585,94.585,94.56,NA
2008-08-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1775,97.025,97.04,96.915,96.71,96.43,96.225,96.02,95.85,95.695,95.615,95.535,95.48,95.425,95.395,95.35,95.305,95.255,95.225,95.18,95.135,95.075,95.035,94.995,94.965,94.905,94.875,94.835,94.805,94.76,94.735,94.71,94.695,94.66,94.645,94.62,94.61,94.585,94.585,94.56,NA
2008-09-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.07,97.12,97,96.795,96.505,96.305,96.1,95.93,95.775,95.695,95.615,95.56,95.505,95.475,95.425,95.375,95.325,95.295,95.245,95.195,95.135,95.095,95.055,95.025,94.965,94.935,94.895,94.865,94.82,94.795,94.77,94.755,94.72,94.705,94.68,94.67,94.645,94.645,94.62,NA
2008-09-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.055,97.13,97.025,96.84,96.565,96.38,96.175,96.005,95.85,95.765,95.68,95.615,95.555,95.52,95.47,95.42,95.365,95.33,95.28,95.23,95.165,95.12,95.075,95.04,94.975,94.94,94.895,94.865,94.82,94.795,94.77,94.755,94.72,94.705,94.68,94.67,94.645,94.645,94.62,NA
2008-09-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.075,97.17,97.095,96.935,96.68,96.505,96.3,96.125,95.965,95.88,95.785,95.715,95.65,95.61,95.555,95.505,95.445,95.405,95.35,95.3,95.235,95.19,95.14,95.105,95.04,95.005,94.965,94.935,94.885,94.86,94.835,94.815,94.78,94.765,94.74,94.725,94.7,94.7,94.675,NA
2008-09-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.065,97.13,97.035,96.86,96.6,96.43,96.23,96.06,95.91,95.83,95.745,95.68,95.62,95.585,95.53,95.485,95.43,95.39,95.335,95.285,95.22,95.175,95.125,95.09,95.025,94.99,94.95,94.92,94.87,94.845,94.82,94.8,94.765,94.75,94.725,94.71,94.685,94.685,94.66,NA
2008-09-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2025,97.12,97.19,97.075,96.885,96.62,96.455,96.265,96.105,95.96,95.89,95.815,95.755,95.695,95.665,95.615,95.57,95.515,95.48,95.43,95.385,95.32,95.275,95.225,95.19,95.13,95.1,95.06,95.03,94.98,94.955,94.93,94.91,94.875,94.86,94.835,94.82,94.795,94.795,94.77,NA
2008-09-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2025,97.145,97.235,97.125,96.935,96.67,96.505,96.305,96.145,96,95.93,95.855,95.795,95.735,95.705,95.655,95.61,95.555,95.52,95.47,95.42,95.355,95.31,95.26,95.225,95.165,95.13,95.09,95.06,95.01,94.985,94.96,94.94,94.905,94.89,94.865,94.85,94.825,94.825,94.8,NA
2008-09-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1875,97.125,97.235,97.13,96.94,96.68,96.52,96.315,96.145,95.99,95.91,95.83,95.765,95.705,95.67,95.62,95.575,95.52,95.485,95.435,95.39,95.325,95.28,95.23,95.195,95.135,95.1,95.06,95.03,94.98,94.955,94.93,94.91,94.875,94.86,94.835,94.82,94.795,94.795,94.77,NA
2008-09-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.19,97.11,97.25,97.165,97,96.75,96.59,96.375,96.2,96.035,95.95,95.865,95.8,95.735,95.7,95.645,95.6,95.545,95.51,95.46,95.415,95.35,95.305,95.255,95.215,95.155,95.12,95.08,95.05,95,94.975,94.95,94.93,94.895,94.88,94.855,94.84,94.815,94.815,94.79,NA
2008-09-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.185,97.065,97.185,97.09,96.935,96.68,96.515,96.29,96.105,95.935,95.845,95.76,95.695,95.625,95.585,95.525,95.475,95.415,95.38,95.325,95.28,95.215,95.17,95.12,95.08,95.02,94.985,94.945,94.915,94.865,94.84,94.815,94.795,94.76,94.745,94.72,94.705,94.68,94.68,94.655,NA
2008-09-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1825,97.36,97.64,97.605,97.465,97.15,96.93,96.655,96.42,96.205,96.1,96.015,95.96,95.895,95.86,95.8,95.755,95.695,95.66,95.6,95.55,95.48,95.43,95.375,95.33,95.265,95.225,95.18,95.145,95.09,95.06,95.03,95.005,94.965,94.945,94.915,94.895,94.865,94.86,94.83,94.815
2008-09-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.085,97.445,97.435,97.34,97.03,96.83,96.565,96.335,96.125,96.02,95.94,95.895,95.835,95.805,95.75,95.71,95.655,95.62,95.565,95.515,95.445,95.395,95.34,95.295,95.23,95.19,95.145,95.11,95.06,95.03,95,94.975,94.935,94.915,94.885,94.865,94.835,94.83,94.8,94.785
2008-09-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.855,97.24,97.375,97.495,97.29,97.14,96.835,96.535,96.21,96.09,95.99,95.935,95.875,95.845,95.785,95.74,95.675,95.63,95.565,95.505,95.425,95.365,95.31,95.265,95.2,95.16,95.115,95.08,95.03,95,94.97,94.945,94.905,94.885,94.855,94.835,94.805,94.8,94.77,94.755
2008-09-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,97.17,97.325,97.445,97.21,97.075,96.795,96.495,96.16,96.07,95.945,95.9,95.82,95.82,95.75,95.715,95.63,95.6,95.53,95.475,95.385,95.335,95.28,95.24,95.17,95.135,95.085,95.05,94.995,94.965,94.935,94.91,94.87,94.85,94.82,94.8,94.77,94.765,94.735,94.72
2008-09-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.775,97.02,96.985,96.915,96.625,96.445,96.195,95.935,95.685,95.62,95.535,95.495,95.435,95.445,95.385,95.36,95.28,95.26,95.2,95.155,95.075,95.04,94.99,94.96,94.9,94.87,94.825,94.795,94.745,94.72,94.695,94.675,94.645,94.63,94.605,94.59,94.565,94.565,94.54,94.53
2008-09-22 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8,97.02,96.955,96.875,96.58,96.375,96.12,95.865,95.615,95.54,95.45,95.41,95.355,95.37,95.315,95.295,95.22,95.205,95.15,95.11,95.03,95,94.95,94.92,94.86,94.83,94.785,94.755,94.705,94.68,94.655,94.635,94.605,94.59,94.565,94.55,94.525,94.525,94.5,94.49
2008-09-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.61,96.915,96.85,96.775,96.48,96.295,96.04,95.79,95.56,95.485,95.4,95.365,95.315,95.335,95.285,95.27,95.195,95.18,95.13,95.095,95.015,94.99,94.945,94.92,94.86,94.83,94.785,94.755,94.705,94.68,94.655,94.635,94.605,94.59,94.565,94.55,94.525,94.525,94.5,94.49
2008-09-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,96.705,96.695,96.67,96.4,96.23,95.99,95.785,95.61,95.56,95.49,95.46,95.41,95.43,95.385,95.37,95.3,95.285,95.235,95.2,95.12,95.095,95.05,95.025,94.965,94.935,94.89,94.86,94.81,94.785,94.76,94.74,94.705,94.69,94.67,94.655,94.63,94.63,94.605,94.595
2008-09-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.525,96.82,96.725,96.635,96.37,96.2,95.965,95.74,95.535,95.475,95.4,95.37,95.31,95.33,95.285,95.27,95.2,95.185,95.135,95.1,95.02,94.995,94.95,94.925,94.865,94.835,94.795,94.765,94.72,94.7,94.675,94.655,94.625,94.61,94.59,94.575,94.555,94.555,94.535,94.525
2008-09-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,97.065,96.94,96.795,96.48,96.285,96.035,95.805,95.595,95.51,95.43,95.395,95.335,95.355,95.31,95.29,95.22,95.205,95.155,95.12,95.04,95.015,94.97,94.945,94.885,94.855,94.815,94.785,94.74,94.72,94.695,94.675,94.645,94.63,94.61,94.595,94.575,94.575,94.555,94.545
2008-09-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.77,97.37,97.355,97.27,96.96,96.785,96.535,96.28,95.995,95.865,95.755,95.705,95.645,95.66,95.6,95.565,95.48,95.455,95.395,95.35,95.255,95.215,95.165,95.13,95.06,95.025,94.98,94.945,94.895,94.87,94.84,94.815,94.78,94.76,94.735,94.715,94.695,94.695,94.675,94.665
2008-09-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.545,97.035,96.96,96.875,96.56,96.4,96.155,95.905,95.66,95.57,95.485,95.43,95.37,95.39,95.335,95.3,95.22,95.205,95.155,95.115,95.03,94.995,94.95,94.92,94.855,94.825,94.785,94.755,94.705,94.68,94.65,94.625,94.59,94.57,94.545,94.53,94.51,94.51,94.49,94.48
2008-10-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.68,97.195,97.12,96.995,96.68,96.5,96.23,95.98,95.745,95.655,95.565,95.51,95.45,95.47,95.415,95.38,95.3,95.285,95.24,95.2,95.115,95.08,95.035,95.005,94.935,94.905,94.865,94.835,94.785,94.76,94.73,94.705,94.67,94.65,94.625,94.61,94.59,94.59,94.57,94.56
2008-10-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.665,97.27,97.255,97.18,96.88,96.68,96.395,96.145,95.915,95.825,95.73,95.67,95.595,95.6,95.535,95.49,95.4,95.375,95.32,95.27,95.175,95.135,95.085,95.05,94.975,94.94,94.895,94.865,94.815,94.785,94.755,94.73,94.695,94.675,94.65,94.635,94.615,94.615,94.595,94.585
2008-10-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9,97.52,97.455,97.32,96.985,96.775,96.48,96.215,95.965,95.865,95.755,95.685,95.61,95.615,95.55,95.505,95.415,95.39,95.335,95.285,95.19,95.15,95.1,95.065,94.99,94.955,94.91,94.88,94.83,94.8,94.77,94.745,94.715,94.695,94.67,94.655,94.635,94.635,94.615,94.605
2008-10-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.235,97.86,97.85,97.755,97.435,97.24,96.935,96.645,96.335,96.19,96.055,95.96,95.87,95.865,95.795,95.74,95.635,95.605,95.54,95.48,95.38,95.335,95.275,95.23,95.145,95.105,95.055,95.02,94.965,94.93,94.895,94.865,94.825,94.8,94.77,94.75,94.725,94.72,94.695,94.68
2008-10-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.26,97.78,97.755,97.665,97.405,97.265,96.975,96.66,96.305,96.13,95.975,95.88,95.795,95.785,95.71,95.65,95.54,95.505,95.435,95.37,95.26,95.21,95.15,95.105,95.015,94.975,94.925,94.89,94.835,94.8,94.765,94.735,94.695,94.67,94.64,94.62,94.595,94.59,94.565,94.55
2008-10-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.135,97.75,97.745,97.625,97.305,97.095,96.755,96.41,96.04,95.875,95.725,95.63,95.54,95.525,95.445,95.38,95.27,95.23,95.16,95.095,94.985,94.935,94.875,94.83,94.74,94.7,94.65,94.615,94.56,94.525,94.49,94.46,94.42,94.395,94.365,94.345,94.32,94.315,94.29,94.275
2008-10-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.055,97.55,97.53,97.38,97.04,96.795,96.435,96.095,95.74,95.605,95.47,95.38,95.3,95.29,95.215,95.155,95.05,95.015,94.95,94.89,94.79,94.745,94.69,94.65,94.565,94.53,94.485,94.455,94.405,94.375,94.345,94.32,94.285,94.265,94.24,94.225,94.205,94.205,94.185,94.175
2008-10-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.145,97.66,97.63,97.45,97.1,96.88,96.51,96.16,95.775,95.615,95.455,95.355,95.27,95.255,95.175,95.11,94.995,94.95,94.88,94.815,94.715,94.665,94.605,94.565,94.475,94.44,94.395,94.365,94.315,94.285,94.255,94.23,94.195,94.175,94.15,94.135,94.115,94.115,94.095,94.085
