,ACE,AET,AL,AA,ALTEL,MO,AEP,AXP,AIG,AMGN,APC,ARW,AZO,BAX,BA-CapCorp,BMY,BNI,CPB,COF-Bank,CAH,CCL,CAT,CBSCOR,CTX,CTL,CI,CIT,CCU,CMCSA,CSC,CAG,COP,CEG,CCR-HomeLoans,CSX,CVSCAR,DE,DVN,D,DUKECO,DD,EMN,EMBRQ,EXPD,FHLMC,FNMA,FD-MAY,FE,GE-CapCorp,GIS,GR,HAL,HET,HPQ,HON,IACI,IR-NJ,IBM,AIG,IP,JNY,KFT,LEN,LTD,LMT,LTR,MAR,MMC,MBI-InsCorp,MCD,MCK,MET,MOT,NWL,NWS-AmInc,JWN,NSC,NOC,OLN,OMC,PGN,PHM,DNY,RSH,RTN,GM-ResCLLC,ROH,TSG,SWY,SLE,SRE,SPG-LP,LUV,HOT,TGT,TIN,TXT-FINCORP,ALL,CB,DOW,GPS,HIG,KR,SHW,DIS,TW,TOL,RIG,UNP,VLOC,VRZN,WMT,WM,WFC,WY,WHR,WYE,XL
2002-10-15,0.018166667,0.019848571,0.007091429,0.006256364,0.015811111,0.021199091,0.075416667,0.00836875,0.007489333,0.007676667,NA,0.07605,NA,NA,0.022144,NA,NA,0.005177778,0.066495824,0.0048513,0.015775,0.007638462,0.009407143,0.019138889,0.02791,NA,0.034216,0.029604762,0.054125,0.01832,0.006412727,NA,0.058242857,0.014765,0.009485,0.0093475,0.00755,0.0118125,0.022795385,NA,0.00363,0.011098333,NA,NA,0.002775,0.002787143,0.010772,0.034395,0.010494,0.007785714,0.0216525,0.0605,NA,0.016924118,0.010601667,NA,0.008069231,0.008138824,0.007489333,0.01313,0.011731667,0.006548571,0.034981638,0.007,0.00638,0.012323333,0.022011429,NA,0.013277143,0.00408,0.01243,0.010859375,0.050242,0.00682625,0.036085,0.014583636,0.00699,0.010938,NA,0.021699091,0.027772727,0.021885714,NA,NA,0.018451111,NA,0.005088571,0.023781417,0.0110875,0.003615714,0.027034545,0.011334286,0.013950909,0.04771625,0.006833846,NA,0.018775455,0.011388571,0.014138,0.013337333,0.073200676,0.014355,0.014433077,0.0098,0.015667143,NA,NA,0.014071429,0.009541667,0.039680476,0.025541667,0.003169091,0.014966,0.0049,0.014070684,0.00901,0.009472727,0.02025
2002-10-16,0.017677778,0.019531429,0.007027143,0.006238182,0.015811111,0.021244545,0.079138889,0.0080925,0.007473492,0.007676667,NA,0.07605,NA,NA,0.02233875,NA,NA,0.005233333,0.064568889,0.0046,0.015695635,0.007951515,0.009738182,0.019138889,0.02791,NA,0.034196364,0.0290398,0.056453333,0.018487692,0.006256364,NA,0.065675,0.014162,0.009188,0.009485,0.00755,0.011833333,0.023506923,NA,0.00363,0.011098333,NA,NA,0.002775,0.002787143,0.010643333,0.035231429,0.010585,0.007785714,0.024252727,0.0605,NA,0.017461429,0.010266923,NA,0.008069231,0.008182941,0.007473492,0.013077059,0.011773333,0.006548571,0.03445339,0.007,0.00604,0.012388,0.021646923,NA,0.013277143,0.00408,0.01243,0.010805556,0.0516,0.0069,0.036085,0.014492727,0.006917143,0.010938,NA,0.022719,0.0275,0.021885714,NA,NA,0.018451111,NA,0.004768571,0.023781417,0.010761667,0.003615714,0.027885833,0.011102857,0.0138925,0.04834125,0.006803077,NA,0.018835833,0.011388571,0.014188,0.013284,0.073489727,0.014255,0.014452308,0.009688,0.015132308,NA,NA,0.014714286,0.009541667,0.039358182,0.024807692,0.003169091,0.014966,0.004828571,0.014127143,0.00905,0.009548,0.02025
