Date,fncl_5.5_1c_tri_vFuturesTU_TY:internal
2007-11-29 15:00:00,95.5825757302946
2007-11-30 15:00:00,95.851929208116
2007-12-03 15:00:00,95.600393000646
2007-12-04 15:00:00,95.5644637002218
2007-12-05 15:00:00,95.5436586315329
2007-12-06 15:00:00,95.4471503345727
2007-12-07 15:00:00,95.2136786594412
2007-12-10 15:00:00,95.159061235463
2007-12-11 15:00:00,95.0495438940371
2007-12-12 15:00:00,95.2869230527687
2007-12-13 15:00:00,95.3233002376486
2007-12-14 15:00:00,95.2816420563558
2007-12-17 15:00:00,95.1107169463875
2007-12-18 15:00:00,95.296065015367
2007-12-19 15:00:00,95.347209848780
2007-12-20 15:00:00,95.2073467036426
2007-12-21 15:00:00,95.187196508817
2007-12-24 15:00:00,95.1241543818486
2007-12-26 15:00:00,95.14824712955
2007-12-27 15:00:00,95.0732537649517
2007-12-28 15:00:00,95.2011021162737
2007-12-31 15:00:00,95.2075979267457
