Date,tu.1c_pvbp:internal ,fv.1c_pvbp:internal,ty.1c_pvbp:internal,us.1c_pvbp:internal
2008-04-16,1.9877,4.5759,7.5034,12.45
2008-04-17,1.978,4.5553,7.3969,12.4
2008-04-18,1.9664,4.5356,7.2981,12.34
2008-04-21,1.9626,4.5354,7.2541,12.41
2008-04-22,1.9586,4.5147,7.2231,12.41
2008-04-23,1.9568,4.5139,7.1163,12.39
2008-04-24,1.9451,4.4797,7.0129,12.26
2008-04-25,1.9353,4.4659,6.9974,12.19
2008-04-28,1.9353,4.467,6.9741,12.24
2008-04-29,1.9323,4.4749,6.9675,12.24
2008-04-30,1.931,4.4729,6.9456,12.37
2008-05-01,1.9239,4.4663,6.9225,12.37
2008-05-02,1.9117,4.4393,6.8681,12.24
2008-05-05,1.9105,4.4399,6.8798,12.2
2008-05-06,1.9101,4.4372,6.8724,12.09
2008-05-07,1.911,4.4444,6.8893,12.16
2008-05-08,1.9112,4.4595,6.9235,12.31
2008-05-09,1.903,4.4604,6.9217,12.37
2008-05-12,1.8984,4.4526,6.9101,12.3
2008-05-13,1.8858,4.408,6.8372,12.1
2008-05-14,1.8811,4.3924,6.8038,12.09
2008-05-15,1.8805,4.4124,6.8436,12.2
2008-05-16,1.8727,4.4018,6.831,12.19
2008-05-19,1.8921,4.4053,6.839,12.21
2008-05-20,1.8732,4.4211,6.8784,12.3
2008-05-21,1.866,4.4031,6.8502,12.23
2008-05-22,1.8568,4.3702,6.7877,12.1
2008-05-23,1.8536,4.3838,6.8383,12.22
2008-05-27,1.8468,4.3617,6.8074,12.06
2008-05-28,1.8406,4.3374,6.8255,11.93
2008-05-29,1.8371,4.3287,7.0652,11.83
2008-05-30,2.0946,4.6221,7.0344,12.34
2008-06-02,2.1007,4.6448,7.1865,12.38
2008-06-03,2.1032,4.6652,7.3314,12.51
2008-06-04,2.0996,4.6575,7.3291,12.46
2008-06-05,2.0943,4.6388,7.3085,12.39
2008-06-06,2.0905,4.6554,7.2985,12.42
2008-06-09,2.1069,4.6082,7.1575,12.39
2008-06-10,2.0943,4.57,6.9985,12.28
2008-06-11,2.0896,4.5816,7.1178,12.28
2008-06-12,2.0748,4.5347,6.9608,12.07
2008-06-13,2.0723,4.519,7.0467,12.04
2008-06-16,2.0503,4.5122,7.0146,12.06
2008-06-17,2.0445,4.5172,7.0956,12.07
2008-06-18,2.0344,4.5425,7.1396,12.13
2008-06-19,2.0295,4.5209,7.1001,12.07
2008-06-20,2.0375,4.5372,7.1628,12.17
2008-06-23,2.0583,4.5418,7.1332,12.05
2008-06-24,2.0487,4.5528,7.1708,12.23
2008-06-25,2.0299,4.5519,7.1368,12.15
2008-06-26,2.0367,4.584,7.2911,12.25
2008-06-27,2.0306,4.5727,7.1977,12.33
2008-06-30,2.0281,4.5658,7.1496,12.3
2008-07-01,2.0247,4.5612,7.1447,12.35
2008-07-02,2.0261,4.5698,7.2389,12.39
2008-07-03,2.017,4.5633,7.3572,12.37
2008-07-07,2.017,4.5677,7.3757,12.39
2008-07-08,2.0125,4.5722,7.3998,12.43
2008-07-09,2.0076,4.5823,7.3079,12.45
2008-07-10,2.0097,4.583,7.292,12.47
2008-07-11,1.9926,4.5442,7.1963,12.28
2008-07-14,1.9964,4.5578,7.1811,12.4
2008-07-15,2.021,4.5688,7.2686,12.46
2008-07-16,2.0188,4.549,7.3215,12.31
2008-07-17,2.0048,4.5195,7.3482,12.21
2008-07-18,1.9938,4.4993,7.3206,12.16
2008-07-21,1.9897,4.4959,7.2647,12.15
2008-07-22,1.9874,4.4792,7.2859,12.1
2008-07-23,1.9816,4.4649,7.205,12
2008-07-24,1.9877,4.4969,7.2037,12.19
2008-07-25,1.9718,4.4729,7.2368,12.05
2008-07-28,1.9745,4.4963,7.2787,12.17
2008-07-29,1.9739,4.4853,7.312,12.17
2008-07-30,1.9704,4.4829,7.3194,12.16
2008-07-31,1.9717,4.5004,7.3377,12.25
2008-08-01,1.9655,4.4971,7.3513,12.25
2008-08-04,1.9608,4.4879,7.2963,12.23
2008-08-05,1.9576,4.4797,7.2872,12.18
2008-08-06,1.9538,4.4647,7.2911,12.14
2008-08-07,1.9568,4.4939,7.2612,12.28
2008-08-08,1.9456,4.4738,7.2111,12.27
2008-08-11,1.9405,4.4615,7.1629,12.23
2008-08-12,1.9431,4.4768,7.2003,12.3
2008-08-13,1.9385,4.4675,7.2047,12.26
2008-08-14,1.9375,4.4739,7.2036,12.34
2008-08-15,1.9314,4.4763,7.2298,12.44
2008-08-18,1.9309,4.4802,7.2088,12.47
2008-08-19,1.9287,4.4755,7.2389,12.38
2008-08-20,1.9289,4.4848,7.2385,12.46
2008-08-21,1.9229,4.4684,7.2044,12.39
2008-08-22,1.9108,4.4479,7.1663,12.36
2008-08-25,1.9115,4.4658,7.1681,12.47
2008-08-26,1.9078,4.4594,7.1887,12.48
2008-08-27,1.9075,4.4595,7.2035,12.47
2008-08-28,1.9019,4.4475,7.1639,12.47
2008-08-29,2.1584,4.7796,7.3815,12.62
2008-09-02,2.1564,4.7987,7.502,12.67
2008-09-03,2.1549,4.8016,7.5043,12.72
2008-09-04,2.1549,4.8049,7.3629,12.8
2008-09-05,2.1427,4.7815,7.3371,12.79
2008-09-08,2.1375,4.773,7.3512,12.84
2008-09-09,2.141,4.7828,7.3634,12.92
2008-09-10,2.1357,4.7739,7.3183,12.87
2008-09-11,2.1397,4.7835,7.3455,12.91
2008-09-12,2.1293,4.7579,7.311,12.74
2008-09-15,2.1578,4.8517,7.5908,13.18
2008-09-16,2.147,4.8133,7.6101,13.15
2008-09-17,2.1597,4.8682,7.7386,13.22
2008-09-18,2.1608,4.8714,7.7541,13.22
2008-09-19,2.1194,4.7402,7.5113,12.72
2008-09-22,2.1136,4.7335,7.4678,12.79
2008-09-23,2.1133,4.7371,7.4718,12.67
2008-09-24,2.1557,4.7554,7.4796,12.66
2008-09-25,2.1007,4.7154,7.4106,12.47
2008-09-26,2.1056,4.7342,7.4621,12.53
2008-09-29,2.1296,4.8074,7.5793,12.88
2008-09-30,2.1061,4.7457,7.4117,12.52
2008-10-01,2.1133,4.7729,7.4789,12.65
2008-10-02,2.1179,4.8024,7.4676,12.86
2008-10-03,2.0757,4.7801,7.5366,12.88
2008-10-06,2.1743,4.8153,7.7135,13.18
2008-10-07,2.1235,4.7899,7.6045,13.06
2008-10-08,2.0759,4.7426,7.1562,12.7
2008-10-09,2.0673,4.6903,7.2834,12.37
2008-10-10,2.0913,4.7093,7.2852,12.45
2008-10-14,2.0447,4.6737,7.1887,12.22
2008-10-15,2.0509,4.6663,7.165,12.14
2008-10-16,2.0511,4.689,7.2223,12.15
2008-10-17,2.0359,4.7004,7.1571,12.01
2008-10-20,2.0259,4.8427,7.4534,12.02
2008-10-21,2.0331,4.8685,7.3699,12.24
2008-10-22,2.035,4.8097,7.4074,12.32
2008-10-23,2.0392,4.7796,7.4247,12.64
2008-10-24,2.0242,4.7564,7.3994,12.78
2008-10-27,2.0176,4.7622,7.3908,12.86
2008-10-28,2.0112,4.812,7.3277,12.71
2008-10-29,2.034,4.8247,7.3206,12.48
2008-10-30,2.0315,4.8499,7.3156,12.42
2008-10-31,2.0132,4.8854,7.2753,12.36
2008-11-03,2.0176,4.9669,7.3515,12.33
2008-11-04,2.0049,5.0215,7.4726,12.53
2008-11-05,1.9793,4.875,7.4723,12.66
2008-11-06,1.972,5.0335,7.4591,12.84
2008-11-07,1.962,5.0295,7.4406,12.64
2008-11-10,1.9583,5.0135,7.4621,12.95
2008-11-12,1.975,5.0243,7.6122,12.89
2008-11-13,1.9869,4.9774,7.7753,12.83
