"","QAnnualizedNetProfit","QAverageBarsHeld","QAverageDrawdown","QAverageDrawdownRecoveryTime","QAverageDrawdownTime","QAverageLosingBarsHeld","QAverageLoss","QAverageProfit","QAverageTrade","QAverageWin","QAverageWinningBarsHeld","QCalmarRatio","QConditionalTenPercentileDrawdown","QConditionalTwentyPercentileDrawdown","QDownsideDeviation","QExpectancy","QExpectancyScore","QKRatio","QLargestLosingTrade","QLargestLossPerAverageLoss","QLargestLossPerGrossLoss","QLargestWinningTrade","QLargestWinPerAverageWin","QLargestWinPerGrossProfit","QLargestWinPerNetProfit","QLongLosingTrades","QLongWinningTrades","QLosingBarsHeld","QLosingTrades","QLosingTradesPct","QMaxConsecutiveLosingTrades","QMaxConsecutiveWinningTrades","QMaxDrawdown","QNetProfit","QNetProfitPerMaxDrawdown","QNeutralTrades","QOmegaRatio","QRealizedGrossLoss","QRealizedGrossProfit","QRealizedNetProfit","QSharpeRatio","QSharpeRatioMonthly","QSharpeRatioWeekly","QShortLosingTrades","QShortWinningTrades","QSortinoRatio","QStandardDeviation","QStandardDeviationMonthly","QStandardDeviationWeekly","QTenPercentileDrawdown","QTotalBarsHeld","QTotalFinishedTrades","QTotalTrades","QTradesPerBar","QTwentyPercentileDrawdown","QUnrealizedNetProfit","QUpsidePotentialRatio","QWinLossRatio","QWinningBarsHeld","QWinningTrades","QWinningTradesPct","HalfLife","EntryLevel","ExitLevel","ATRLen","InitEquity","FixEquity","Risk","LeadBars"
"1",-11261107.32,1.906976744,-62834049.89,0,0,1.5,-2123683.929,-1461256.974,-1461256.974,1945510.22,4,-0.179219823,0,0,2088982.297,-0.688076486,-0.021164012,-2.19442847,-9171196.002,4.318531528,0.119959209,2985010.934,1.534307506,0.219186787,-0.047506264,18,4,54,36,0.837209302,13,2,-62834049.89,-62834049.89,-1,0,0.359968345,-76452621.43,13618571.54,-62834049.89,2,-1.276393717,-1.280587064,18,3,-1.537384267,538263.9547,2546864.363,1219467.738,0,82,43,43,0.030758226,0,5.96e-07,0.704874676,0.916101588,28,7,0.162790698,4,10,60,100,1e+08,1,0.01,50
"2",1e+07,2.5,-17761440.39,0,0,1.2,-3112424.085,-1079914.125,-1079914.125,4001360.776,5.75,-0.152554534,0,0,3343335.071,-0.346968824,-0.003474652,0.116935575,-6100124.281,1.95992709,0.195992709,5988458.445,1.496605475,0.374151369,-0.396093561,8,3,12,10,0.714285714,5,3,-17761440.39,-15118797.75,-0.851214621,0,0.655078083,-31124240.85,16005443.1,-15118797.75,1,-0.294860234,-0.379810544,2,1,-0.429308058,478678.4908,2652750.915,989315.0439,0,35,14,14,0.010014306,0,5.59e-09,0.50519694,1.285609116,23,4,0.285714286,6,10,60,100,1e+08,1,0.01,50
"3",-2186198.337,1.666666667,-12198418.1,0,0,1.666666667,-4066139.366,-4066139.366,-4066139.366,0,0,-0.179219823,0,0,3841863.819,-1,-0.002145923,-0.646708958,-9760352.635,2.400397959,0.800132653,0,0,0,0,3,0,5,3,1,3,0,-12198418.1,-12198418.1,-1,0,0.091737093,-12198418.1,0,-12198418.1,-0.544254377,-0.517879136,-0.515773534,0,0,-0.550341936,253038.9396,1218626.231,587798.9881,0,5,3,3,0.002145923,0,-7.75e-07,0.160348517,0,0,0,0,8,10,60,100,1e+08,1,0.01,50
