"z1Cut","z2Cut","z3Cut","zStitched","z1Long","z2Long","z3Long"
"2006-08-28 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-08-29 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-08-30 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-08-31 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-01 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-05 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-06 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-07 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-08 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-11 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-12 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-13 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-14 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-15 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-18 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-19 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-20 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-21 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-22 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-25 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-26 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-27 00:00:00",NA,49500,36900,15900,38550,49500,36900
"2006-09-28 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-09-29 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-02 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-03 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-04 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-05 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-06 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-10 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-11 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-12 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-13 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-16 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-17 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-18 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-19 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-20 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-23 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-24 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-25 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-26 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-27 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-29 23:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-30 23:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-10-31 23:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-01 23:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-02 23:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-06 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-07 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-08 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-09 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-10 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-13 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-14 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-15 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-16 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-17 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-20 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-21 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-22 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-24 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-27 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-28 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-29 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-11-30 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-01 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-04 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-05 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-06 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-07 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-08 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-11 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-12 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-13 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-14 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-15 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-18 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-19 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-20 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-21 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-22 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-26 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-27 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-28 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2006-12-29 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-03 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-04 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-05 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-08 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-09 00:00:00",NA,NA,36900,15900,38550,49500,36900
"2007-01-10 00:00:00",NA,NA,36900,15900,43650,49500,36900
"2007-01-11 00:00:00",NA,NA,36900,15900,41850,49500,36900
"2007-01-12 00:00:00",NA,NA,40650,19650,45600,53250,40650
"2007-01-16 00:00:00",NA,NA,43500,22500,48450,56100,43500
"2007-01-17 00:00:00",NA,NA,41100,20100,46050,53700,41100
"2007-01-18 00:00:00",NA,NA,40500,19500,45450,53100,40500
"2007-01-19 00:00:00",NA,NA,42000,21000,46950,54600,42000
"2007-01-22 00:00:00",NA,NA,39300,18300,44250,51900,39300
"2007-01-23 00:00:00",NA,NA,39450,18450,44400,52050,39450
"2007-01-24 00:00:00",NA,NA,39000,18000,43950,51600,39000
"2007-01-25 00:00:00",NA,NA,36450,15450,41400,49050,36450
"2007-01-26 00:00:00",NA,NA,38700,17700,43650,51300,38700
"2007-01-29 00:00:00",NA,NA,40650,19650,45600,53250,40650
"2007-01-30 00:00:00",NA,NA,42600,21600,47550,55200,42600
"2007-01-31 00:00:00",NA,NA,42600,21600,47550,55200,42600
"2007-02-01 00:00:00",NA,NA,40800,19800,45750,53400,40800
"2007-02-02 00:00:00",NA,NA,42600,21600,47550,55200,42600
"2007-02-05 00:00:00",NA,NA,45150,24150,50100,57750,45150
"2007-02-06 00:00:00",NA,NA,48300,27300,53250,60900,48300
"2007-02-07 00:00:00",NA,NA,47100,26100,52050,59700,47100
"2007-02-08 00:00:00",NA,NA,50850,29850,55800,63450,50850
"2007-02-09 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-12 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-13 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-14 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-15 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-16 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-20 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-21 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-22 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-23 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-26 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-27 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-02-28 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-03-01 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-03-02 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-03-05 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-03-07 00:00:00",NA,NA,51900,29850,55800,63450,51900
"2007-03-12 00:00:00",NA,NA,51900,29850,54600,63450,51900
"2007-03-13 00:00:00",NA,NA,51900,29850,53550,63450,51900
"2007-03-14 00:00:00",NA,NA,51900,29850,51300,63450,51900
"2007-03-15 00:00:00",NA,NA,51900,29850,49800,63450,51900
"2007-03-16 00:00:00",NA,NA,51900,29850,51000,63450,51900
"2007-03-19 00:00:00",NA,NA,51900,29850,52500,63450,51900
"2007-03-20 00:00:00",NA,NA,51900,29850,45600,63450,51900
"2007-03-21 00:00:00",NA,NA,51900,29850,42600,63450,51900
"2007-03-22 00:00:00",NA,NA,49950,27900,40650,61500,49950
"2007-03-23 00:00:00",NA,NA,47400,25350,38100,58950,47400
"2007-03-26 00:00:00",NA,NA,48000,25950,38700,59550,48000
"2007-03-27 00:00:00",NA,NA,47400,25350,38100,58950,47400
"2007-03-28 00:00:00",NA,NA,46350,24750,37500,58350,46350
"2007-03-29 00:00:00",NA,NA,45150,23250,36000,56850,45150
"2007-03-30 00:00:00",NA,NA,46050,24150,36900,57750,46050
"2007-04-02 00:00:00",NA,NA,42300,19650,32400,53250,42300
"2007-04-03 00:00:00",NA,NA,43500,21150,32700,54750,43500
"2007-04-04 00:00:00",NA,NA,40800,18450,32700,52050,40800
"2007-04-05 00:00:00",NA,NA,39750,17700,33000,51300,39750
"2007-04-09 00:00:00",NA,NA,37500,15300,32850,48900,37500
"2007-04-10 00:00:00",NA,NA,37350,15450,33150,49050,37350
"2007-04-11 00:00:00",NA,NA,41400,20100,33750,53700,41400
"2007-04-12 00:00:00",NA,NA,44250,22950,33750,56550,44250
"2007-04-13 00:00:00",NA,NA,46500,25050,33600,58650,46500
"2007-04-16 00:00:00",NA,NA,47250,25950,33750,59550,47250
"2007-04-17 00:00:00",NA,NA,46200,24600,33450,58200,46200
"2007-04-18 00:00:00",NA,NA,46650,25200,33600,58800,46650
"2007-04-19 00:00:00",NA,NA,48300,27000,33750,60600,48300
"2007-04-20 00:00:00",NA,NA,54300,33150,33900,66750,54300
"2007-04-23 00:00:00",NA,NA,57000,36750,34800,70350,57000
"2007-04-24 00:00:00",NA,NA,59550,39150,34650,72750,59550
"2007-04-25 00:00:00",NA,NA,59100,39300,35250,72900,59100
"2007-04-26 00:00:00",NA,NA,60450,41250,35850,74850,60450
"2007-04-27 00:00:00",NA,NA,63450,44100,35700,77700,63450
"2007-04-30 00:00:00",NA,NA,65250,46050,35850,79650,65250
"2007-05-01 00:00:00",NA,NA,62100,42900,35850,76500,62100
"2007-05-02 00:00:00",NA,NA,61500,42300,35850,75900,61500
"2007-05-03 00:00:00",NA,NA,61500,42300,35850,75900,61500
"2007-05-04 00:00:00",NA,NA,61950,42750,35850,76350,61950
"2007-05-07 00:00:00",NA,NA,63300,44100,35850,77700,63300
"2007-05-08 00:00:00",NA,NA,64650,45450,35850,79050,64650
"2007-05-09 00:00:00",NA,NA,65100,45900,35850,79500,65100
"2007-05-10 00:00:00",NA,NA,66300,47100,35850,80700,66300
"2007-05-11 00:00:00",NA,NA,63750,44550,35850,78150,63750
"2007-05-14 00:00:00",NA,NA,65550,46350,35850,79950,65550
"2007-05-15 00:00:00",NA,NA,64050,44850,35850,78450,64050
"2007-05-16 00:00:00",NA,NA,61800,42600,35850,76200,61800
"2007-05-17 00:00:00",NA,NA,61800,42600,35850,76200,61800
"2007-05-18 00:00:00",NA,NA,62550,43350,35850,76950,62550
"2007-05-21 00:00:00",NA,NA,63750,44550,35850,78150,63750
"2007-05-22 00:00:00",NA,NA,65400,46200,35850,79800,65400
"2007-05-23 00:00:00",NA,NA,64350,45150,35850,78750,64350
"2007-05-24 00:00:00",NA,NA,67200,48000,35850,81600,67200
"2007-05-25 00:00:00",NA,NA,66600,47400,35850,81000,66600
"2007-05-29 00:00:00",NA,NA,68100,48900,35850,82500,68100
"2007-05-30 00:00:00",NA,NA,65250,46050,35850,79650,65250
"2007-05-31 00:00:00",NA,NA,65400,46200,35850,79800,65400
"2007-06-01 00:00:00",NA,NA,66000,46800,35850,80400,66000
"2007-06-04 00:00:00",NA,NA,67200,48000,35850,81600,67200
"2007-06-05 00:00:00",NA,NA,69600,50400,35850,84000,69600
"2007-06-06 00:00:00",NA,NA,71400,52200,35850,85800,71400
"2007-06-07 00:00:00",NA,NA,68100,48900,35850,82500,68100
"2007-06-08 00:00:00",NA,NA,67200,48000,35850,81600,67200
"2007-06-11 00:00:00",NA,NA,66450,47250,35850,80850,66450
"2007-06-12 00:00:00",NA,NA,65550,46350,35850,79950,65550
"2007-06-13 00:00:00",NA,NA,61800,42600,35850,76200,61800
"2007-06-14 00:00:00",NA,NA,60150,40950,35850,74550,60150
"2007-06-15 00:00:00",NA,NA,59100,39900,35850,73500,59100
"2007-06-18 00:00:00",NA,NA,61800,42600,35850,76200,61800
"2007-06-19 00:00:00",NA,NA,67500,48300,35850,81900,67500
"2007-06-20 00:00:00",NA,NA,61500,42300,35850,75900,61500
"2007-06-21 00:00:00",NA,NA,55350,36150,35850,69750,55350
"2007-06-22 00:00:00",NA,NA,46050,26850,35850,60450,46050
"2007-06-25 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-06-26 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-02 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-03 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-05 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-06 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-09 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-10 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-11 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-12 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-13 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-16 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-17 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-18 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-19 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-20 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-23 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-24 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-25 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-26 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-27 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-07-30 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-01 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-02 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-03 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-06 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-07 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-08 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-09 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-10 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-13 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-14 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-15 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-16 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-17 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-20 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-21 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-22 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-23 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-24 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-27 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-28 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-29 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-30 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-08-31 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-04 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-05 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-06 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-07 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-10 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-11 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-12 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-13 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-14 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-17 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-18 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-19 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-20 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-21 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-24 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-25 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-26 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-27 00:00:00",NA,NA,29550,10350,35850,43950,29550
"2007-09-28 00:00:00",NA,NA,NA,10350,35850,43950,29550
"2007-10-01 00:00:00",NA,NA,NA,10350,35850,43950,29550
"2007-10-02 00:00:00",NA,NA,NA,10350,35850,43950,29550
"2007-10-03 00:00:00",NA,NA,NA,10350,35850,43950,29550
"2007-10-04 00:00:00",NA,NA,NA,10350,35850,43950,29550
"2007-10-05 00:00:00",NA,NA,NA,10350,35850,43950,29550
