Date,fncl_5.0_1c_tri_daily_vFuturesTU_FV_TY_US
2007-11-30 15:00:00,0.415711903
2007-12-05 15:00:00,-0.258833477
2007-12-07 15:00:00,-0.605166579
2007-12-11 15:00:00,-0.07714041
2007-12-12 15:00:00,0.25661311
2007-12-13 15:00:00,0.038102045
2007-12-14 15:00:00,-0.12205568
2007-12-19 15:00:00,0.160365718
2007-12-21 15:00:00,-0.246689997
2007-12-26 15:00:00,-0.076649905
2007-12-28 15:00:00,0.098596473
2007-12-31 15:00:00,0.007984425
