Date,fncl_6.0_1c_tri_daily_vFuturesTU_FV_TY_US:internal
2007-11-29 15:00:00,-0.0180410955020347
2007-11-30 15:00:00,0.156654476976729
2007-12-03 15:00:00,-0.176620750145870
2007-12-04 15:00:00,0.0539282301428233
2007-12-05 15:00:00,0.0145760562919581
2007-12-06 15:00:00,-0.0378627497737851
2007-12-07 15:00:00,-0.179437708034491
2007-12-10 15:00:00,-0.0121871551614336
2007-12-11 15:00:00,-0.133662235871541
2007-12-12 15:00:00,0.154215322738420
2007-12-13 15:00:00,0.045004228597847
2007-12-14 15:00:00,0.0181847717578387
2007-12-17 15:00:00,-0.135953804419147
2007-12-18 15:00:00,0.085945499333807
2007-12-19 15:00:00,0.0331095154844236
2007-12-20 15:00:00,-0.0856264273780893
2007-12-21 15:00:00,-0.0152649606387020
2007-12-24 15:00:00,-0.0362642177726536
2007-12-26 15:00:00,0.0213446322536867
2007-12-27 15:00:00,-0.0597317278819972
2007-12-28 15:00:00,0.0676362856805227
2007-12-31 15:00:00,0.00511349260979327
