Date,fncl_5.5_1c_tri_daily_vFuturesTU_TY:internal
2007-11-29 15:00:00,-0.00533194946461685
2007-11-30 15:00:00,0.269353477821311
2007-12-03 15:00:00,-0.251536207469875
2007-12-04 15:00:00,-0.0359293004242255
2007-12-05 15:00:00,-0.0208050686888900
2007-12-06 15:00:00,-0.0965082969602184
2007-12-07 15:00:00,-0.233471675131483
2007-12-10 15:00:00,-0.0546174239781899
2007-12-11 15:00:00,-0.109517341425893
2007-12-12 15:00:00,0.237379158731546
2007-12-13 15:00:00,0.0363771848799523
2007-12-14 15:00:00,-0.0416581812927844
2007-12-17 15:00:00,-0.170925109968365
2007-12-18 15:00:00,0.185348068979507
2007-12-19 15:00:00,0.051144833412961
2007-12-20 15:00:00,-0.139863145137359
2007-12-21 15:00:00,-0.0201501948255073
2007-12-24 15:00:00,-0.0630421269685035
2007-12-26 15:00:00,0.0240927477014072
2007-12-27 15:00:00,-0.074993364598311
2007-12-28 15:00:00,0.127848351321983
2007-12-31 15:00:00,0.0064958104720177
