Date, tu.1c_pvbp:internal ,fv.1c_pvbp:internal,ty.1c_pvbp:internal,us.1c_pvbp:internal
2000-01-25, 1.9042 , 4.0012 ,6.6112, 11.36 
2000-01-26, 1.9984 , 4.0061 ,6.6149, 11.48 
2000-01-27, 1.9941 , 3.9855 ,6.613, 11.31 
2000-01-28, 1.9843 , 3.9484 ,6.5975, 11.03 
2000-01-31, 1.9786 , 3.9306 ,6.5837, 11.08 
2000-02-01, 1.9766 , 4.0665 ,6.5413, 10.95 
2000-02-02, 1.9458 , 3.9239 ,6.4757, 10.46 
2000-02-03, 1.9680 , 3.8924 ,6.4299, 10.13 
2000-02-04, 1.9062 , 3.9205 ,6.37, 10.32 
2000-02-07, 1.9545 , 3.9395 ,6.4197, 10.46 
2000-02-08, 1.9552 , 3.9423 ,6.409, 10.14 
2000-02-09, 1.9495 , 3.9492 ,6.4744, 10.15 
2000-02-10, 1.9341 , 3.9513 ,6.5196, 10.56 
2000-02-11, 1.9216 , 3.9494 ,6.5205, 10.40 
2000-02-14, 1.8804 , 3.9606 ,6.5567, 10.29 
2000-02-15, 1.8281 , 3.9637 ,6.545, 10.23 
2000-02-16, 1.8293 , 3.9493 ,6.5375, 10.33 
2000-02-17, 1.9271 , 3.9304 ,6.5193, 10.03 
2000-02-18, 1.9223 , 3.9433 ,6.5181, 9.95 
2000-02-22, 1.9253 , 3.9403 ,6.4554, 9.93 
2000-02-23, 1.9190 , 3.9233 ,6.4665, 10.03 
2000-02-24, 1.9141 , 3.9228 ,6.4156, 10.12 
2000-02-25, 1.8965 , 3.9053 ,6.4312, 10.32 
2000-02-28, 1.8340 , 4.0795 ,6.4186, 10.47 
2000-02-29, 1.9063 , 4.0777 ,6.4147, 10.35 
2000-03-01, 1.9027 , 4.0885 ,6.4595, 10.41 
2000-03-02, 2.1440 , 4.0835 ,6.4699, 10.51 
2000-03-03, 2.1305 , 4.0904 ,6.4917, 10.53 
2000-03-06, 2.1290 , 4.0835 ,6.4987, 10.52 
2000-03-07, 2.1261 , 4.0853 ,6.497, 10.48 
2000-03-08, 2.1267 , 4.0920 ,6.5153, 10.43 
2000-03-09, 2.1192 , 4.0886 ,6.4933, 10.50 
2000-03-10, 2.1121 , 4.0788 ,6.483, 10.52 
2000-03-13, 2.0999 , 4.0848 ,6.4797, 10.45 
2000-03-14, 2.1065 , 4.0880 ,6.4363, 10.37 
2000-03-15, 2.1078 , 4.0952 ,6.4468, 10.38 
2000-03-16, 2.0993 , 4.0997 ,6.4473, 10.34 
2000-03-17, 2.0768 , 4.0968 ,6.3632, 10.31 
2000-03-20, 2.0825 , 4.0958 ,6.3747, 10.29 
2000-03-21, 2.0820 , 4.1058 ,6.3413, 10.29 
2000-03-22, 2.0762 , 4.0974 ,6.3196, 10.35 
2000-03-23, 2.0649 , 4.0809 ,6.2945, 10.24 
2000-03-24, 2.0673 , 4.0807 ,6.3393, 10.25 
2000-03-27, 2.0651 , 4.0732 ,6.2544, 10.27 
2000-03-28, 2.0570 , 4.0768 ,6.2892, 10.31 
2000-03-29, 2.0425 , 4.0708 ,6.2891, 10.29 
2000-03-30, 1.9921 , 4.0365 ,6.2708, 10.24 
2000-03-31, 2.0227 , 4.0172 ,6.2182, 10.17 
2000-04-03, 1.9867 , 4.0705 ,6.1922, 10.19 
2000-04-04, 1.8595 , 4.0937 ,6.1385, 10.28 
2000-04-05, 1.8626 , 4.0351 ,6.1466, 10.35 
2000-04-06, 1.8871 , 4.0613 ,6.1853, 10.34 
2000-04-07, 1.8898 , 4.0527 ,6.0463, 10.20 
2000-04-10, 1.9582 , 4.0759 ,5.9993, 10.12 
2000-04-11, 1.9566 , 4.0481 ,6.0431, 10.20 
2000-04-12, 1.9072 , 4.0500 ,6.0696, 10.30 
2000-04-13, 1.8988 , 4.0487 ,6.0161, 10.32 
2000-04-14, 1.8503 , 4.0155 ,6.0277, 10.59 
2000-04-17, 1.8838 , 4.0400 ,6.1199, 10.65 
2000-04-18, 1.8876 , 4.0263 ,6.1513, 10.49 
2000-04-19, 1.8849 , 4.0751 ,6.0845, 10.40 
2000-04-20, 1.9540 , 4.0672 ,6.0737, 10.33 
2000-04-24, 1.9191 , 4.0676 ,6.0255, 10.39 
2000-04-25, 1.9293 , 4.0679 ,6.0713, 10.47 
2000-04-26, 1.9606 , 4.0668 ,6.0802, 10.52 
2000-04-27, 1.9334 , 4.0689 ,6.1223, 10.51 
2000-04-28, 1.8895 , 4.0764 ,6.0172, 10.41 
2000-05-01, 1.9317 , 4.0802 ,6.0911, 10.39 
2000-05-02, 1.8934 , 4.0844 ,6.1568, 10.42 
2000-05-03, 1.9011 , 4.0712 ,6.2543, 10.54 
2000-05-04, 1.9041 , 4.0753 ,6.3484, 10.57 
2000-05-05, 1.9524 , 4.0626 ,6.3289, 10.48 
2000-05-08, 1.9544 , 4.0263 ,6.3031, 10.55 
2000-05-09, 1.9528 , 3.9973 ,6.3156, 10.54 
2000-05-10, 1.9489 , 3.9993 ,6.3241, 10.59 
2000-05-11, 1.9173 , 3.9823 ,6.3276, 10.62 
2000-05-12, 1.8715 , 3.9754 ,6.3414, 10.60 
2000-05-15, 1.9233 , 3.9686 ,6.357, 10.60 
2000-05-16, 1.9193 , 3.9701 ,6.3375, 10.41 
2000-05-17, 1.8969 , 3.9398 ,6.3487, 10.60 
2000-05-18, 1.9162 , 3.8848 ,6.35, 10.61 
2000-05-19, 1.8890 , 3.8775 ,6.3555, 10.64 
2000-05-22, 1.8631 , 3.9197 ,6.3458, 10.73 
2000-05-23, 1.9183 , 3.9238 ,6.3447, 10.68 
2000-05-24, 1.9140 , 3.9288 ,6.3399, 10.65 
2000-05-25, 1.9146 , 3.9314 ,6.3177, 10.63 
2000-05-26, 1.9035 , 3.8976 ,6.2495, 10.55 
2000-05-30, 1.9014 , 3.9880 ,6.2722, 10.65 
2000-05-31, 2.1367 , 3.9696 ,6.2356, 10.64 
2000-06-01, 2.1265 , 3.9733 ,6.1748, 10.59 
2000-06-02, 2.1154 , 3.9560 ,6.1609, 10.68 
2000-06-05, 2.1148 , 3.9486 ,6.1384, 10.66 
2000-06-06, 2.1117 , 3.9388 ,6.1617, 10.67 
2000-06-07, 2.1174 , 3.9446 ,6.1644, 10.66 
2000-06-08, 2.1063 , 3.9441 ,6.1684, 10.65 
2000-06-09, 2.0987 , 3.9347 ,6.157, 10.64 
2000-06-12, 2.0990 , 3.9324 ,6.1436, 10.66 
2000-06-13, 2.0779 , 3.9351 ,6.1516, 10.76 
2000-06-14, 2.0990 , 3.9221 ,6.1522, 10.78 
2000-06-15, 2.1040 , 3.9134 ,6.1455, 10.76 
2000-06-16, 2.1000 , 3.9065 ,6.0929, 10.76 
2000-06-19, 2.0971 , 3.8926 ,6.1118, 10.76 
2000-06-20, 2.0932 , 3.8892 ,6.102, 10.74 
2000-06-21, 2.0980 , 3.8747 ,6.1642, 10.81 
2000-06-22, 2.0858 , 3.8776 ,6.1654, 10.90 
2000-06-23, 2.0764 , 3.8640 ,6.1661, 10.94 
2000-06-26, 2.0738 , 3.8668 ,6.1724, 10.92 
2000-06-27, 2.0718 , 3.8665 ,6.1232, 10.88 
2000-06-28, 2.0578 , 3.8747 ,6.1501, 10.88 
2000-06-29, 2.0431 , 3.8836 ,6.1224, 10.78 
2000-06-30, 2.0407 , 3.8724 ,6.0897, 10.79 
2000-07-03, 2.0256 , 3.8616 ,6.1148, 10.85 
2000-07-05, 2.0470 , 3.8529 ,6.1231, 10.84 
2000-07-06, 2.0431 , 3.8380 ,6.1248, 10.87 
2000-07-07, 2.0074 , 3.8254 ,6.1175, 10.79 
2000-07-10, 1.9942 , 3.8148 ,6.1149, 10.86 
2000-07-11, 2.0399 , 3.8214 ,6.1283, 10.81 
2000-07-12, 2.0301 , 3.8406 ,6.159, 10.74 
2000-07-13, 2.0194 , 3.8590 ,6.0899, 10.64 
2000-07-14, 2.0195 , 3.8356 ,6.1642, 10.60 
2000-07-17, 2.0225 , 3.8011 ,6.1658, 10.50 
2000-07-18, 2.0237 , 3.7878 ,6.181, 10.54 
2000-07-19, 2.0179 , 3.7905 ,6.1954, 10.51 
2000-07-20, 2.0092 , 3.7927 ,6.0414, 10.47 
2000-07-21, 1.9927 , 3.7843 ,6.0355, 10.45 
2000-07-24, 2.0014 , 3.7783 ,6.0862, 10.42 
2000-07-25, 2.0064 , 3.7790 ,6.0629, 10.36 
2000-07-26, 1.9986 , 3.7709 ,6.0645, 10.38 
2000-07-27, 1.9983 , 3.7747 ,6.0634, 10.32 
2000-07-28, 1.9909 , 3.7785 ,6.0678, 10.32 
2000-07-31, 1.9714 , 3.7886 ,6.0844, 10.32 
2000-08-01, 1.9831 , 3.7860 ,6.0646, 10.24 
2000-08-02, 1.9559 , 3.7906 ,6.0426, 10.36 
2000-08-03, 1.9075 , 3.7925 ,6.0508, 10.32 
2000-08-04, 1.8993 , 3.7819 ,5.9897, 10.34 
2000-08-07, 1.8739 , 3.7685 ,6.0027, 10.30 
2000-08-08, 1.9210 , 3.7724 ,5.971, 10.34 
2000-08-09, 1.9658 , 3.7695 ,5.9641, 10.32 
2000-08-10, 1.9339 , 3.7792 ,5.9056, 10.26 
2000-08-11, 1.9242 , 3.7664 ,5.9013, 10.27 
2000-08-14, 1.8432 , 3.7593 ,5.9075, 10.20 
2000-08-15, 1.9337 , 3.7559 ,5.8466, 10.11 
2000-08-16, 1.9512 , 3.7540 ,5.8503, 10.09 
2000-08-17, 1.8503 , 3.7478 ,5.8312, 10.06 
2000-08-18, 1.9435 , 3.7553 ,5.7665, 10.08 
2000-08-21, 1.9110 , 3.7309 ,5.8025, 10.13 
2000-08-22, 1.8580 , 3.7308 ,5.8096, 10.14 
2000-08-23, 1.8445 , 3.7321 ,5.74, 10.16 
2000-08-24, 1.8444 , 3.7418 ,5.7629, 10.08 
2000-08-25, 1.7981 , 3.7319 ,5.7356, 9.98 
2000-08-28, 1.8980 , 3.7259 ,5.783, 10.03 
2000-08-29, 1.9013 , 3.7130 ,5.7746, 10.04 
2000-08-30, 1.8734 , 4.2283 ,6.1084, 10.69 
2000-08-31, 2.0654 , 4.2139 ,6.1337, 10.67 
2000-09-01, 2.0443 , 4.1935 ,6.1352, 10.70 
2000-09-05, 2.0572 , 4.1858 ,6.1292, 10.73 
2000-09-06, 2.0540 , 4.1876 ,6.1127, 10.69 
2000-09-07, 2.0439 , 4.1893 ,6.129, 10.65 
2000-09-08, 2.0500 , 4.1793 ,6.1029, 10.69 
2000-09-11, 2.0463 , 4.1866 ,6.1008, 10.65 
2000-09-12, 2.0517 , 4.1824 ,6.1112, 10.71 
2000-09-13, 2.0419 , 4.1739 ,6.1197, 10.72 
2000-09-14, 2.0158 , 4.1733 ,6.1732, 10.81 
2000-09-15, 1.9523 , 4.1652 ,6.2673, 10.94 
2000-09-18, 1.8961 , 4.1600 ,6.3516, 11.05 
2000-09-19, 1.9293 , 4.1534 ,6.3016, 10.94 
2000-09-20, 1.9058 , 4.1600 ,6.3026, 10.99 
2000-09-21, 1.8870 , 4.1544 ,6.2916, 10.91 
2000-09-22, 1.8727 , 4.1438 ,6.286, 10.94 
2000-09-25, 1.8639 , 4.1402 ,6.2456, 10.91 
2000-09-26, 1.8634 , 4.1224 ,6.2246, 10.91 
2000-09-27, 1.8522 , 4.1193 ,6.2346, 11.00 
2000-09-28, 1.8634 , 4.1193 ,6.2089, 10.97 
2000-09-29, 1.8634 , 4.1136 ,6.2036, 10.97 
2000-10-02, 1.8615 , 4.1020 ,6.2448, 11.10 
2000-10-03, 1.8629 , 4.1028 ,6.2717, 11.05 
2000-10-04, 1.8571 , 4.1063 ,6.2852, 11.03 
2000-10-05, 1.8615 , 4.0929 ,6.226, 11.03 
2000-10-06, 1.8614 , 4.0836 ,6.197, 10.92 
2000-10-10, 1.8614 , 4.0749 ,6.1952, 10.95 
2000-10-11, 1.9454 , 4.0722 ,6.1638, 11.00 
2000-10-12, 1.8680 , 4.0756 ,6.1801, 11.03 
2000-10-13, 1.9249 , 4.0671 ,6.1819, 11.00 
2000-10-16, 1.9110 , 4.0566 ,6.1679, 11.00 
2000-10-17, 1.8587 , 4.0576 ,6.1306, 10.99 
2000-10-18, 1.8607 , 4.0564 ,6.131, 11.06 
2000-10-19, 1.8970 , 4.0481 ,6.1007, 10.97 
2000-10-20, 1.8724 , 4.0416 ,6.1105, 11.02 
2000-10-23, 1.8764 , 4.0369 ,6.0324, 10.99 
2000-10-24, 1.8485 , 4.0340 ,6.0755, 10.97 
2000-10-25, 1.8807 , 4.0356 ,6.0913, 10.99 
2000-10-26, 1.8480 , 4.0292 ,6.0799, 10.87 
2000-10-27, 1.8722 , 4.0166 ,6.0302, 10.86 
2000-10-30, 1.8394 , 4.0160 ,6.0458, 10.85 
2000-10-31, 1.8512 , 4.0116 ,6.0421, 10.94 
2000-11-01, 1.8034 , 4.0079 ,6.0786, 11.00 
2000-11-02, 1.8249 , 3.9998 ,6.0933, 10.99 
2000-11-03, 1.8193 , 4.0015 ,6.1032, 11.02 
2000-11-06, 1.8387 , 3.9329 ,6.086, 11.08 
2000-11-07, 1.8365 , 3.9235 ,6.0985, 11.10 
2000-11-08, 1.8110 , 3.9174 ,6.0994, 11.04 
2000-11-09, 1.8038 , 3.9227 ,6.0652, 10.90 
2000-11-10, 1.8799 , 3.9173 ,6.118, 10.93 
2000-11-13, 1.7760 , 3.9192 ,6.0908, 10.93 
2000-11-14, 1.7730 , 3.9162 ,6.0446, 10.93 
2000-11-15, 1.7599 , 3.9185 ,5.9599, 10.84 
2000-11-16, 1.7548 , 3.9228 ,5.903, 10.80 
2000-11-17, 1.7496 , 3.9097 ,5.8848, 10.82 
2000-11-20, 1.7428 , 3.9123 ,5.9179, 10.73 
2000-11-21, 1.7400 , 3.9097 ,5.8601, 10.68 
2000-11-22, 1.7370 , 3.9150 ,5.8204, 10.57 
2000-11-24, 1.7262 , 3.8999 ,5.871, 10.63 
2000-11-27, 1.7905 , 3.8973 ,5.7575, 10.60 
2000-11-28, 1.7236 , 3.9044 ,5.7841, 10.68 
2000-11-29, 2.0347 , 3.9909 ,6.532, 11.32 
2000-11-30, 2.0179 , 4.0104 ,6.5561, 11.37 
2000-12-01, 2.0258 , 3.9871 ,6.5621, 11.35 
2000-12-04, 2.0331 , 3.9855 ,6.5476, 11.35 
2000-12-05, 2.0144 , 3.9967 ,6.5557, 11.37 
2000-12-06, 1.9616 , 4.0111 ,6.5221, 11.41 
2000-12-07, 1.9368 , 4.0076 ,6.5004, 11.37 
2000-12-08, 1.9061 , 3.9944 ,6.4478, 11.39 
2000-12-11, 1.9057 , 3.9867 ,6.4307, 11.32 
2000-12-12, 1.9153 , 3.9851 ,6.406, 11.34 
2000-12-13, 1.9059 , 3.9919 ,6.4188, 11.37 
2000-12-14, 1.9217 , 4.0003 ,6.4375, 11.40 
2000-12-15, 1.9459 , 4.0026 ,6.4636, 11.44 
2000-12-18, 1.9458 , 4.0053 ,6.4775, 11.47 
2000-12-19, 1.9407 , 3.9946 ,6.4457, 11.51 
2000-12-20, 1.9444 , 4.0096 ,6.4395, 11.57 
2000-12-21, 1.9226 , 4.0158 ,6.4431, 11.64 
2000-12-22, 1.9376 , 4.0148 ,6.4429, 11.67 
2000-12-26, 1.9341 , 4.0086 ,6.4315, 11.64 
2000-12-27, 1.9250 , 3.9933 ,6.3936, 11.59 
2000-12-28, 1.9350 , 3.9859 ,6.3674, 11.53 
2000-12-29, 1.9257 , 3.9788 ,6.3664, 11.52 
2001-01-02, 1.9365 , 4.0138 ,6.4239, 11.75 
2001-01-03, 1.9298 , 3.9714 ,6.3861, 11.58 
2001-01-04, 1.9464 , 3.9918 ,6.4222, 11.73 
2001-01-05, 1.9393 , 4.0077 ,6.4902, 11.82 
2001-01-08, 1.9340 , 4.0141 ,6.5066, 11.91 
2001-01-09, 1.9335 , 3.9933 ,6.4908, 11.82 
2001-01-10, 1.9187 , 3.9702 ,6.4726, 11.71 
2001-01-11, 1.9152 , 3.9629 ,6.4748, 11.78 
2001-01-12, 1.8974 , 3.9331 ,6.4732, 11.80 
2001-01-16, 1.8924 , 3.9324 ,6.4781, 11.64 
2001-01-17, 1.8938 , 3.9397 ,6.4837, 11.48 
2001-01-18, 1.8946 , 3.9540 ,6.4986, 11.55 
2001-01-19, 1.8838 , 3.9343 ,6.5018, 11.60 
2001-01-22, 1.8823 , 3.9253 ,6.5365, 11.67 
2001-01-23, 1.8757 , 3.9087 ,6.5268, 11.60 
2001-01-24, 1.8750 , 3.9024 ,6.5368, 11.59 
2001-01-25, 1.8698 , 3.9044 ,6.4882, 11.49 
2001-01-26, 1.8594 , 3.9006 ,6.4536, 11.59 
2001-01-29, 1.8572 , 3.8960 ,6.4873, 11.71 
2001-01-30, 1.8638 , 3.9019 ,6.5199, 11.56 
2001-01-31, 1.8593 , 3.9140 ,6.4786, 11.47 
2001-02-01, 1.8564 , 3.9237 ,6.4325, 11.46 
2001-02-02, 1.8451 , 3.8973 ,6.4583, 11.37 
2001-02-05, 1.8438 , 3.8931 ,6.4344, 11.37 
2001-02-06, 1.8414 , 3.8816 ,6.4115, 11.35 
2001-02-07, 1.8348 , 3.8824 ,6.4297, 11.47 
2001-02-08, 1.8300 , 3.8779 ,6.4573, 11.45 
2001-02-09, 1.8255 , 3.8842 ,6.456, 11.48 
2001-02-12, 1.8207 , 3.8765 ,6.4712, 11.51 
2001-02-13, 1.8154 , 3.8670 ,6.4277, 11.47 
2001-02-14, 1.8091 , 3.8510 ,6.4186, 11.38 
2001-02-15, 1.8046 , 3.8359 ,6.4521, 11.40 
2001-02-16, 1.7988 , 3.8474 ,6.3793, 11.48 
2001-02-20, 1.7964 , 3.8441 ,6.356, 11.54 
2001-02-21, 1.7936 , 3.8371 ,6.3887, 11.58 
2001-02-22, 1.7939 , 3.8396 ,6.4226, 11.67 
2001-02-23, 1.7894 , 3.8441 ,6.4029, 11.63 
2001-02-26, 1.7887 , 3.8478 ,6.3584, 11.64 
2001-02-27, 1.7856 , 3.8525 ,6.3204, 11.47 
2001-02-28, 2.0579 , 4.4298 ,6.6325, 11.97 
2001-03-01, 2.0513 , 4.4300 ,6.6057, 11.96 
2001-03-02, 2.0361 , 4.4120 ,6.5705, 11.88 
2001-03-05, 2.0319 , 4.4098 ,6.5889, 11.83 
2001-03-06, 2.0369 , 4.4006 ,6.5921, 11.86 
2001-03-07, 2.0327 , 4.3976 ,6.5834, 11.85 
2001-03-08, 2.0303 , 4.3955 ,6.5464, 11.82 
2001-03-09, 2.0194 , 4.3785 ,6.5126, 11.81 
2001-03-12, 2.0139 , 4.3776 ,6.5375, 11.85 
2001-03-13, 2.0144 , 4.3740 ,6.5209, 11.83 
2001-03-14, 2.0142 , 4.3901 ,6.533, 11.86 
2001-03-15, 2.0139 , 4.4008 ,6.5446, 11.94 
2001-03-16, 2.0049 , 4.3957 ,6.5264, 12.01 
2001-03-19, 1.9951 , 4.3790 ,6.524, 11.96 
2001-03-20, 1.9956 , 4.3839 ,6.5062, 12.01 
2001-03-21, 1.9932 , 4.3869 ,6.516, 11.95 
2001-03-22, 1.9933 , 4.3966 ,6.5279, 11.95 
2001-03-23, 1.9813 , 4.3703 ,6.53, 11.92 
2001-03-26, 1.9773 , 4.3595 ,6.5548, 11.94 
2001-03-27, 1.9694 , 4.3300 ,6.5552, 11.77 
2001-03-28, 1.9676 , 4.3321 ,6.5768, 11.92 
2001-03-29, 1.9670 , 4.3325 ,6.6056, 11.99 
2001-03-30, 1.9610 , 4.3359 ,6.6352, 12.06 
2001-04-02, 1.9579 , 4.3251 ,6.604, 12.04 
2001-04-03, 1.9570 , 4.3265 ,6.6391, 12.15 
2001-04-04, 1.9563 , 4.3312 ,6.6827, 12.28 
2001-04-05, 1.9551 , 4.3184 ,6.6889, 12.29 
2001-04-06, 1.9494 , 4.3279 ,6.6877, 12.36 
2001-04-09, 1.9434 , 4.3172 ,6.7648, 12.40 
2001-04-10, 1.9364 , 4.2905 ,6.8216, 12.50 
2001-04-11, 1.9305 , 4.2762 ,6.7903, 12.29 
2001-04-12, 1.9252 , 4.2626 ,6.7696, 12.17 
2001-04-16, 1.9104 , 4.2275 ,6.8118, 12.18 
2001-04-17, 1.9142 , 4.2378 ,6.7136, 12.16 
2001-04-18, 1.9121 , 4.2584 ,6.7735, 12.36 
2001-04-19, 1.9144 , 4.2358 ,6.9375, 12.49 
2001-04-20, 1.9106 , 4.2275 ,6.9922, 12.45 
2001-04-23, 1.9045 , 4.2363 ,6.9885, 12.37 
2001-04-24, 1.9020 , 4.2329 ,7.0184, 12.46 
2001-04-25, 1.8940 , 4.2130 ,7.0287, 12.34 
2001-04-26, 1.8916 , 4.2220 ,6.9288, 12.39 
2001-04-27, 1.8801 , 4.1877 ,6.9497, 12.22 
2001-04-30, 1.8753 , 4.1798 ,6.9437, 12.23 
2001-05-01, 1.8740 , 4.1807 ,6.8719, 12.20 
2001-05-02, 1.8697 , 4.1746 ,6.8443, 12.08 
2001-05-03, 1.8682 , 4.1851 ,6.7036, 12.04 
2001-05-04, 1.8639 , 4.1857 ,6.7447, 12.19 
2001-05-07, 1.8631 , 4.1839 ,6.8391, 12.36 
2001-05-08, 1.8602 , 4.1822 ,6.8945, 12.41 
2001-05-09, 1.8585 , 4.1862 ,6.7922, 12.31 
2001-05-10, 1.8522 , 4.1619 ,6.8942, 12.29 
2001-05-11, 1.8361 , 4.1126 ,7.0794, 12.26 
2001-05-14, 1.8364 , 4.1166 ,7.0508, 12.27 
2001-05-15, 1.8337 , 4.1103 ,7.1144, 12.24 
2001-05-16, 1.8317 , 4.1090 ,7.1437, 12.10 
2001-05-17, 1.8263 , 4.1035 ,6.9974, 11.88 
2001-05-18, 1.8160 , 4.0919 ,6.8275, 11.77 
2001-05-21, 1.8128 , 4.0906 ,6.7803, 11.80 
2001-05-22, 1.8119 , 4.0910 ,6.8044, 11.89 
2001-05-23, 1.8099 , 4.0929 ,6.8624, 11.93 
2001-05-24, 1.8043 , 4.0719 ,6.943, 11.93 
2001-05-25, 1.7942 , 4.0640 ,6.9502, 11.92 
2001-05-29, 1.7916 , 4.0594 ,7.0152, 11.88 
2001-05-30, 1.7890 , 4.1178 ,6.9991, 11.92 
2001-05-31, 2.0436 , 4.1413 ,6.9846, 11.88 
2001-06-01, 2.0346 , 4.1268 ,6.9139, 11.77 
2001-06-04, 2.0334 , 4.1253 ,6.8597, 11.78 
2001-06-05, 2.0328 , 4.1242 ,6.8153, 11.80 
2001-06-06, 2.0308 , 4.1228 ,6.7521, 11.83 
2001-06-07, 2.0279 , 4.1185 ,6.7865, 11.95 
2001-06-08, 2.0167 , 4.0990 ,6.8053, 11.91 
2001-06-11, 2.0162 , 4.1061 ,6.7717, 11.90 
2001-06-12, 2.0153 , 4.1108 ,6.7323, 11.85 
2001-06-13, 2.0136 , 4.1094 ,6.7354, 11.82 
2001-06-14, 2.0131 , 4.1175 ,6.7525, 11.83 
2001-06-15, 2.0056 , 4.1108 ,6.8028, 11.91 
2001-06-18, 2.0042 , 4.1094 ,6.861, 12.05 
2001-06-19, 2.0021 , 4.1043 ,6.8614, 12.09 
2001-06-20, 2.0081 , 4.1046 ,6.8433, 12.07 
2001-06-21, 1.9994 , 4.1039 ,6.7899, 11.97 
2001-06-22, 1.9928 , 4.1121 ,6.7806, 11.98 
2001-06-25, 1.9926 , 4.1047 ,6.7715, 12.00 
2001-06-26, 1.9859 , 4.0846 ,6.7627, 11.96 
2001-06-27, 1.9810 , 4.0672 ,6.7322, 11.73 
2001-06-28, 1.9680 , 4.0445 ,6.7463, 11.71 
2001-06-29, 1.9588 , 4.0307 ,6.8236, 11.65 
2001-07-02, 1.9584 , 4.0376 ,6.7942, 11.71 
2001-07-03, 1.9511 , 4.0237 ,6.8214, 11.66 
2001-07-05, 1.9479 , 4.0163 ,6.8691, 11.63 
2001-07-06, 1.9462 , 4.0202 ,6.8648, 11.76 
2001-07-09, 1.9481 , 4.0210 ,6.8318, 11.72 
2001-07-10, 1.9383 , 4.0335 ,6.7862, 11.77 
2001-07-11, 1.9464 , 4.0303 ,6.8026, 11.77 
2001-07-12, 1.9345 , 4.0353 ,6.7339, 11.73 
2001-07-13, 1.9307 , 4.0224 ,6.7143, 11.74 
2001-07-16, 1.9217 , 4.0269 ,6.6774, 11.71 
2001-07-17, 1.9319 , 4.0219 ,6.6807, 11.74 
2001-07-18, 1.9295 , 4.0396 ,6.6267, 11.76 
2001-07-19, 1.9316 , 4.0319 ,6.6056, 11.75 
2001-07-20, 1.9238 , 4.0245 ,6.639, 11.74 
2001-07-23, 1.9060 , 4.0241 ,6.6194, 11.75 
2001-07-24, 1.9044 , 4.0257 ,6.6392, 11.76 
2001-07-25, 1.8996 , 4.0123 ,6.7171, 11.76 
2001-07-26, 1.8992 , 4.0180 ,6.7169, 11.88 
2001-07-27, 1.8938 , 4.0251 ,6.6715, 11.81 
2001-07-30, 1.8926 , 4.0253 ,6.6482, 11.73 
2001-07-31, 1.8925 , 4.0302 ,6.6505, 11.79 
2001-08-01, 1.8887 , 4.0197 ,6.64, 11.77 
2001-08-02, 1.8827 , 4.0034 ,6.6671, 11.73 
2001-08-03, 1.8740 , 3.9919 ,6.6799, 11.65 
2001-08-06, 1.8729 , 3.9919 ,6.6712, 11.74 
2001-08-07, 1.8695 , 3.9885 ,6.7094, 11.73 
2001-08-08, 1.8719 , 4.0067 ,6.6085, 11.80 
2001-08-09, 1.8692 , 3.9996 ,6.5177, 11.70 
2001-08-10, 1.8627 , 4.0005 ,6.476, 11.66 
2001-08-13, 1.8622 , 4.0062 ,6.4768, 11.71 
2001-08-14, 1.8574 , 4.0003 ,6.4344, 11.66 
2001-08-15, 1.8515 , 3.9894 ,6.4513, 11.64 
2001-08-16, 1.8510 , 3.9946 ,6.4425, 11.67 
2001-08-17, 1.8459 , 4.0024 ,6.4083, 11.65 
2001-08-20, 1.8395 , 3.9865 ,6.4283, 11.63 
2001-08-21, 1.8387 , 3.9875 ,6.361, 11.64 
2001-08-22, 1.8339 , 3.9792 ,6.3449, 11.60 
2001-08-23, 1.8327 , 3.9815 ,6.3174, 11.46 
2001-08-24, 1.8233 , 3.9674 ,6.3836, 11.52 
2001-08-27, 1.8199 , 3.9619 ,6.3671, 11.45 
2001-08-28, 1.8201 , 3.9748 ,6.3504, 11.51 
2001-08-29, 1.8192 , 3.9813 ,6.2605, 11.58 
2001-08-30, 2.1174 , 4.5965 ,6.9617, 11.88 
2001-08-31, 2.0886 , 4.5789 ,6.9646, 11.77 
2001-09-04, 2.1211 , 4.4775 ,6.9815, 11.77 
2001-09-05, 2.1248 , 4.4791 ,6.9936, 11.78 
2001-09-06, 2.1155 , 4.4931 ,7.0378, 11.79 
2001-09-07, 2.0593 , 4.5057 ,6.9963, 11.90 
2001-09-10, 2.0548 , 4.4995 ,7.0992, 11.95 
2001-09-11, 2.0447 , 4.5824 ,7.0574, 12.33 
2001-09-13, 2.0388 , 4.5760 ,7.3078, 12.33 
2001-09-14, 2.0514 , 4.6014 ,7.345, 12.44 
2001-09-17, 2.0722 , 4.5793 ,7.3659, 12.41 
2001-09-18, 2.0830 , 4.5523 ,7.3953, 12.39 
2001-09-19, 2.0675 , 4.5757 ,7.4362, 12.55 
2001-09-20, 2.0703 , 4.5783 ,7.364, 12.54 
2001-09-21, 2.0630 , 4.5575 ,7.36, 12.53 
2001-09-24, 2.0457 , 4.5413 ,7.3186, 12.56 
2001-09-25, 2.0442 , 4.5452 ,7.3408, 12.57 
2001-09-26, 2.0480 , 4.5544 ,7.3296, 12.62 
2001-09-27, 2.0500 , 4.5604 ,7.3198, 12.62 
2001-09-28, 2.0471 , 4.5438 ,7.2974, 12.51 
