Date,fncl_5.5_1c_tri_vFuturesTY:internal
2007-11-29 15:00:00,97.7751589361928
2007-11-30 15:00:00,98.0755375205568
2007-12-03 15:00:00,97.8379104219944
2007-12-04 15:00:00,97.8134499094646
2007-12-05 15:00:00,97.7978249094646
2007-12-06 15:00:00,97.669588311893
2007-12-07 15:00:00,97.4366548631135
2007-12-10 15:00:00,97.3820300261393
2007-12-11 15:00:00,97.274225196334
2007-12-12 15:00:00,97.4817841639731
2007-12-13 15:00:00,97.5256636504044
2007-12-14 15:00:00,97.4270262660822
2007-12-17 15:00:00,97.272187914638
2007-12-18 15:00:00,97.4461446901236
2007-12-19 15:00:00,97.4953858713845
2007-12-20 15:00:00,97.3848645358594
2007-12-21 15:00:00,97.392701734064
2007-12-24 15:00:00,97.3516943288673
2007-12-26 15:00:00,97.4008283230753
2007-12-27 15:00:00,97.302843068459
2007-12-28 15:00:00,97.4260756265164
2007-12-31 15:00:00,97.4447443774971
