Date,fncl_5.5_1c_tri_vSwapPartials:internal
2007-12-26 15:00:00,100
2007-12-27 15:00:00,99.9877795806846
2007-12-28 15:00:00,99.957148411952
2007-12-31 15:00:00,99.9608363314553
