Date,fncl_5.0_1c_tri_vSwapPartials:internal
2007-12-26 15:00:00,100
2007-12-27 15:00:00,100.019920046882
2007-12-28 15:00:00,100.038345462402
2007-12-31 15:00:00,100.023492311334
