Date,fncl_5.5_1c_tri_daily_vFuturesTY:internal
2007-11-29 15:00:00,0.0089032916408528
2007-11-30 15:00:00,0.300378584364057
2007-12-03 15:00:00,-0.237627098562422
2007-12-04 15:00:00,-0.0244605125298585
2007-12-05 15:00:00,-0.015625
2007-12-06 15:00:00,-0.128236597571608
2007-12-07 15:00:00,-0.232933448779418
2007-12-10 15:00:00,-0.0546248369742419
2007-12-11 15:00:00,-0.107804829805190
2007-12-12 15:00:00,0.207558967639015
2007-12-13 15:00:00,0.043879486431281
2007-12-14 15:00:00,-0.0986373843222645
2007-12-17 15:00:00,-0.154838351444066
2007-12-18 15:00:00,0.173956775485536
2007-12-19 15:00:00,0.0492411812609096
2007-12-20 15:00:00,-0.110521335525134
2007-12-21 15:00:00,0.00783719820470496
2007-12-24 15:00:00,-0.0410074051968242
2007-12-26 15:00:00,0.0491339942080641
2007-12-27 15:00:00,-0.0979852546162825
2007-12-28 15:00:00,0.123232558057308
2007-12-31 15:00:00,0.0186687509807837
