time,market,exchange,side,size,amount,price,mid,edge,position,inventoryPnl,totalPnl,system,marketExchange,pvName,strategy,version,interval,msivName,MaxPosEdge
2011-04-07 10:33:11.102,gt10.1c,eSpeed,SELL,1,-1,100.46875,100.4765625,-78.125,0,-156.25,-234.375,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:33:11.118,gt10.1c,eSpeed,SELL,1,-1,100.46875,100.4765625,-78.125,-1,0,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:33:26.196,gt10.1c,eSpeed,BUY,1,1,100.46875,100.4765625,78.125,0,0,78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:39:05.939,gt05.1c,eSpeed,SELL,1,-1,99.8359375,99.83203125,39.0625,-33,-45000,-44960.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:39:33.579,gt05.1c,eSpeed,SELL,3,-3,99.8203125,99.81640625,117.1875,-36,5156.25,5273.4375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 10:39:33.579,gt05.1c,eSpeed,SELL,1,-1,99.8203125,99.81640625,39.0625,-37,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:39:33.595,gt05.1c,eSpeed,SELL,1,-1,99.8203125,99.82421875,-39.0625,-38,-2890.625,-2929.6875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:39:39.298,gt05.1c,eSpeed,SELL,2,-2,99.8203125,99.81640625,78.125,-40,2968.75,3046.875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:26.373,gt10.1c,Clearwater,BUY,2,2,100.703125,100.7109375,156.25,2,0,156.25,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,156.25
2011-04-07 10:42:27.295,gt10.1c,eSpeed,SELL,2,-2,100.6875,100.6875,0,0,-468.75,-468.75,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 10:42:27.311,gt10.1c,eSpeed,SELL,1,-1,100.6875,100.6875,0,-1,0,0,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:29.529,gt10.1c,eSpeed,BUY,1,1,100.6875,100.6796875,-78.125,0,78.125,0,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:29.545,gt10.1c,eSpeed,BUY,1,1,100.6875,100.6796875,-78.125,1,0,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:30.248,gt10.1c,eSpeed,SELL,1,-1,100.671875,100.671875,0,0,-78.125,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:30.295,gt10.1c,eSpeed,SELL,1,-1,100.671875,100.671875,0,-1,0,0,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:35.701,gt10.1c,eSpeed,BUY,1,1,100.65625,100.6640625,78.125,0,78.125,156.25,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:35.717,gt10.1c,eSpeed,BUY,1,1,100.65625,100.65625,0,1,0,0,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:35.779,gt10.1c,eSpeed,SELL,1,-1,100.65625,100.65625,0,0,0,0,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:42:44.545,gt05.1c,eSpeed,SELL,3,-3,99.828125,99.828125,0,-43,-4687.5,-4687.5,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 10:43:00.872,gt05.1c,eSpeed,SELL,4,-4,99.828125,99.82421875,156.25,-47,1679.6875,1835.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 10:46:29.040,gt05.1c,eSpeed,SELL,1,-1,99.8359375,99.83984375,-39.0625,-48,-7343.75,-7382.8125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:51:14.566,gt05.1c,eSpeed,SELL,2,-2,99.8046875,99.80859375,-78.125,-50,15000,14921.875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:51:14.597,gt05.1c,eSpeed,SELL,1,-1,99.8046875,99.80859375,-39.0625,-51,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:51:27.831,gt05.1c,eSpeed,BUY,1,1,99.8046875,99.80078125,-39.0625,-50,3984.375,3945.3125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:51:27.831,gt05.1c,eSpeed,BUY,1,1,99.8046875,99.80078125,-39.0625,-49,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:51:27.878,gt05.1c,eSpeed,SELL,1,-1,99.8046875,99.80859375,-39.0625,-50,-3828.125,-3867.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:20.704,gt05.1c,eSpeed,BUY,2,2,99.78125,99.78515625,78.125,-48,11718.75,11796.875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:53:20.704,gt05.1c,eSpeed,BUY,3,3,99.78125,99.78515625,117.1875,-45,0,117.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 10:53:22.798,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.78515625,-39.0625,-44,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:22.798,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.78515625,-39.0625,-43,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:22.814,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.79296875,39.0625,-42,-3359.375,-3320.3125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:22.814,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.79296875,39.0625,-41,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:22.829,gt05.1c,eSpeed,BUY,2,2,99.7890625,99.79296875,78.125,-39,0,78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:53:22.829,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.79296875,39.0625,-38,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:22.829,gt05.1c,eSpeed,BUY,1,1,99.7890625,99.79296875,39.0625,-37,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:53:29.673,gt05.1c,eSpeed,SELL,1,-1,99.7890625,99.79296875,-39.0625,-38,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:55:59.514,gt05.1c,eSpeed,SELL,2,-2,99.8046875,99.80078125,78.125,-40,-2968.75,-2890.625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:56:17.248,gt05.1c,eSpeed,SELL,1,-1,99.8125,99.80859375,39.0625,-41,-3125,-3085.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:56:33.326,gt05.1c,eSpeed,SELL,2,-2,99.828125,99.83203125,-78.125,-43,-9609.375,-9687.5,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:56:59.122,gt05.1c,eSpeed,SELL,2,-2,99.828125,99.82421875,78.125,-45,3359.375,3437.5,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:57:13.481,gt05.1c,eSpeed,SELL,3,-3,99.828125,99.82421875,117.1875,-48,0,117.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 10:57:13.497,gt05.1c,eSpeed,SELL,1,-1,99.828125,99.82421875,39.0625,-49,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 10:57:13.512,gt05.1c,eSpeed,SELL,2,-2,99.828125,99.82421875,78.125,-51,0,78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 10:58:04.433,gt05.1c,eSpeed,SELL,1,-1,99.8203125,99.81640625,39.0625,-52,3984.375,4023.4375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:00:36.883,gt05.1c,eSpeed,SELL,1,-1,99.8125,99.80859375,39.0625,-53,4062.5,4101.5625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:00:36.899,gt05.1c,eSpeed,SELL,1,-1,99.8125,99.80859375,39.0625,-54,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:06:26.830,gt10.1c,Clearwater,SELL,2,-2,100.625,100.6171875,156.25,-2,0,156.25,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,156.25
2011-04-07 11:07:21.172,gt10.1c,eSpeed,BUY,1,1,100.625,100.6328125,78.125,-1,-312.5,-234.375,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:07:22.219,gt10.1c,eSpeed,BUY,1,1,100.625,100.6328125,78.125,0,0,78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:12:08.058,gt05.1c,eSpeed,SELL,4,-4,99.859375,99.85546875,156.25,-58,-25312.5,-25156.25,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 11:19:51.830,gt05.1c,eSpeed,SELL,9,-9,99.90625,99.91015625,-351.5625,-67,-31718.75,-32070.3125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,351.5625
2011-04-07 11:19:51.846,gt05.1c,eSpeed,SELL,9,-9,99.90625,99.91015625,-351.5625,-76,0,-351.5625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,351.5625
2011-04-07 11:20:08.626,gt05.1c,eSpeed,BUY,7,7,99.9296875,99.92578125,-273.4375,-69,-11875,-12148.4375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,273.4375
2011-04-07 11:20:10.205,gt05.1c,eSpeed,BUY,2,2,99.9375,99.93359375,-78.125,-67,-5390.625,-5468.75,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:22:47.545,gt05.1c,eSpeed,BUY,3,3,99.9140625,99.91015625,-117.1875,-64,15703.125,15585.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 11:22:47.561,gt05.1c,eSpeed,BUY,3,3,99.9140625,99.91015625,-117.1875,-61,0,-117.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 11:22:48.186,gt05.1c,eSpeed,SELL,3,-3,99.90625,99.91015625,-117.1875,-64,0,-117.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 11:22:48.217,gt05.1c,eSpeed,SELL,1,-1,99.90625,99.91015625,-39.0625,-65,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:22:54.686,gt05.1c,eSpeed,BUY,1,1,99.90625,99.91015625,39.0625,-64,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:23:58.466,gt05.1c,eSpeed,BUY,8,8,99.875,99.87890625,312.5,-56,20000,20312.5,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,312.5
2011-04-07 11:29:09.257,gt05.1c,eSpeed,BUY,1,1,99.921875,99.92578125,39.0625,-55,-26250,-26210.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:29:09.272,gt05.1c,eSpeed,BUY,2,2,99.921875,99.92578125,78.125,-53,0,78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:31:18.848,gt05.1c,eSpeed,SELL,3,-3,99.9296875,99.92578125,117.1875,-56,0,117.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 11:31:18.879,gt05.1c,eSpeed,SELL,2,-2,99.9296875,99.92578125,78.125,-58,0,78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:31:18.879,gt05.1c,eSpeed,SELL,1,-1,99.9296875,99.92578125,39.0625,-59,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:31:19.270,gt05.1c,eSpeed,BUY,3,3,99.9296875,99.93359375,117.1875,-56,-4609.375,-4492.1875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,117.1875
2011-04-07 11:34:21.954,gt05.1c,eSpeed,SELL,1,-1,99.96875,99.96484375,39.0625,-57,-17500,-17460.9375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:21.954,gt05.1c,eSpeed,SELL,1,-1,99.96875,99.96484375,39.0625,-58,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:22.001,gt05.1c,eSpeed,SELL,1,-1,99.96875,99.96484375,39.0625,-59,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:22.016,gt05.1c,eSpeed,SELL,1,-1,99.96875,99.96484375,39.0625,-60,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:23.969,gt05.1c,eSpeed,BUY,1,1,99.9765625,99.97265625,-39.0625,-59,-4687.5,-4726.5625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:23.969,gt10.1c,Clearwater,BUY,1,1,100.8125,100.8125,0,1,0,0,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,78.125
2011-04-07 11:34:24.001,gt05.1c,eSpeed,BUY,1,1,99.9765625,99.97265625,-39.0625,-58,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:34:33.704,gt10.1c,eSpeed,SELL,1,-1,100.828125,100.8203125,78.125,0,78.125,156.25,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 11:35:02.953,gt05.1c,eSpeed,SELL,1,-1,99.96875,99.96484375,39.0625,-59,4531.25,4570.3125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 11:55:55.132,gt05.1c,eSpeed,BUY,1,1,99.890625,99.89453125,39.0625,-58,41484.375,41523.4375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:00:14.299,gt05.1c,eSpeed,BUY,4,4,99.8359375,99.83203125,-156.25,-54,36250,36093.75,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 12:00:14.299,gt05.1c,eSpeed,BUY,4,4,99.8359375,99.83203125,-156.25,-50,0,-156.25,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 12:00:21.033,gt05.1c,eSpeed,SELL,1,-1,99.828125,99.83203125,-39.0625,-51,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:00:34.564,gt05.1c,eSpeed,SELL,1,-1,99.828125,99.82421875,39.0625,-52,3984.375,4023.4375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:00:34.564,gt05.1c,eSpeed,SELL,2,-2,99.828125,99.82421875,78.125,-54,0,78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 12:02:04.547,gt10.1c,Clearwater,BUY,1,1,100.65625,100.6640625,78.125,1,0,78.125,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,78.125
2011-04-07 12:02:04.781,gt10.1c,eSpeed,SELL,1,-1,100.65625,100.6484375,78.125,0,-156.25,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 12:13:24.362,gt05.1c,eSpeed,BUY,1,1,99.8203125,99.81640625,-39.0625,-53,4218.75,4179.6875,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:13:24.378,gt05.1c,eSpeed,BUY,1,1,99.8203125,99.81640625,-39.0625,-52,0,-39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:13:29.534,gt05.1c,eSpeed,SELL,1,-1,99.8125,99.80859375,39.0625,-53,4062.5,4101.5625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:38:02.334,gt05.1c,eSpeed,BUY,1,1,99.7421875,99.74609375,39.0625,-52,33125,33164.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 12:38:02.381,gt05.1c,eSpeed,BUY,1,1,99.7421875,99.74609375,39.0625,-51,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 13:14:34.351,gt05.1c,eSpeed,SELL,1,-1,99.7734375,99.76953125,39.0625,-52,-11953.125,-11914.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 13:24:36.575,gt05.1c,eSpeed,SELL,2,-2,99.796875,99.79296875,78.125,-54,-12187.5,-12109.375,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:24:36.606,gt05.1c,eSpeed,SELL,1,-1,99.796875,99.79296875,39.0625,-55,0,39.0625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 13:27:37.962,gt10.1c,Clearwater,BUY,2,2,100.578125,100.5859375,156.25,2,0,156.25,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,156.25
2011-04-07 13:27:48.149,gt10.1c,eSpeed,SELL,2,-2,100.578125,100.5703125,156.25,0,-312.5,-156.25,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 13:27:57.540,gt05.1c,eSpeed,BUY,2,2,99.796875,99.79296875,-78.125,-53,0,-78.125,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:27:57.696,gt10.1c,Clearwater,BUY,1,1,100.578125,100.5859375,78.125,1,0,78.125,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,78.125
2011-04-07 13:27:57.696,gt10.1c,Clearwater,BUY,1,1,100.578125,100.5859375,78.125,2,0,78.125,Quoter4,gt10.1c_Clearwater,gt10.1c_Clearwater,quote,1,quoter,gt10.1c_Clearwater_Quoter4_quoter_1,78.125
2011-04-07 13:28:01.618,gt05.1c,eSpeed,BUY,1,1,99.796875,99.80078125,39.0625,-52,-4140.625,-4101.5625,Quoter4,gt05.1c_eSpeed,gt05.1c_eSpeed,quote,1,quoter,gt05.1c_eSpeed_Quoter4_quoter_1,39.0625
2011-04-07 13:31:23.426,gt10.1c,eSpeed,SELL,1,-1,100.59375,100.5859375,78.125,1,0,78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:31:23.426,gt10.1c,eSpeed,SELL,1,-1,100.59375,100.5859375,78.125,0,0,78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:31:23.442,gt10.1c,eSpeed,SELL,2,-2,100.59375,100.6015625,-156.25,-2,0,-156.25,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,156.25
2011-04-07 13:31:24.614,gt10.1c,eSpeed,BUY,1,1,100.609375,100.6015625,-78.125,-1,0,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:31:24.739,gt10.1c,eSpeed,BUY,1,1,100.609375,100.6015625,-78.125,0,0,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
2011-04-07 13:31:24.754,gt10.1c,eSpeed,BUY,1,1,100.609375,100.6015625,-78.125,1,0,-78.125,Quoter4,gt10.1c_eSpeed,gt10.1c_eSpeed,quote,1,quoter,gt10.1c_eSpeed_Quoter4_quoter_1,78.125
