,zScore,residual,sd,r2Adj,r2,alpha.pVal,beta.pVal,alpha,beta,slope,hedgeY,hedgeX,dailyTri,tri,alpha.factorRank,beta.factorRank
2004-06-15,-1.14606545,-0.012380335,0.010802468,0.673210717,0.709520637,0.019820435,0.002225054,9.684621261,-2.098405839,-1.16E-05,1,0.005236293,-0.006945693,-0.431926729,1,7
2004-06-16,-0.733084672,-0.007955106,0.010851551,0.631054762,0.672048677,0.031163739,0.00368967,9.188867784,-2.028125546,-1.12E-05,1,0.00503146,-0.005387625,-0.437314355,1,7
2004-06-17,-0.870643727,-0.008208608,0.009428206,0.639420441,0.679484836,0.036541369,0.003352372,7.89442651,-1.84440447,-1.02E-05,1,0.004583185,-0.008766265,-0.446080619,1,6
2004-06-18,-0.439278946,-0.002926838,0.006662824,0.39664462,0.463684107,0.401666797,0.030181015,2.578315049,-1.088733674,-5.96E-06,1,0.002684068,0.005832974,-0.440247645,1,7
2004-06-21,-1.608608738,-0.010587204,0.006581591,-0.080837352,0.039255687,0.409840892,0.583206412,-3.06591929,-0.286589377,-1.58E-06,1,0.00070916,-0.037004745,-0.47725239,1,2
2004-06-22,-1.171067699,-0.00731875,0.006249639,0.09199574,0.192885103,0.971220271,0.204126473,0.140624345,-0.742778911,-4.06E-06,1,0.00182539,0.002344882,-0.474907507,1,7
2004-06-23,-0.570439131,-0.00328178,0.005753077,0.678319517,0.714061793,0.021033457,0.002084105,9.067957385,-2.012457589,-1.07E-05,1,0.004804837,-0.029692753,-0.50460026,1,10
2004-06-24,-1.085563208,-0.006948091,0.006400448,0.725865869,0.756325217,0.009178176,0.001075398,11.06392847,-2.296338387,-1.23E-05,1,0.005519253,-0.015122094,-0.519722355,1,9
2004-06-25,-2.020595863,-0.016553299,0.008192286,0.632564565,0.673390725,0.021602468,0.003626932,11.92506739,-2.41917655,-1.31E-05,1,0.005902646,-0.038676114,-0.558398468,1,7
2004-06-28,-1.578486153,-0.015565382,0.009860955,0.286848833,0.366087851,0.217643799,0.063832032,8.402651722,-1.918757838,-1.04E-05,1,0.004680786,-0.021738547,-0.580137016,1,4
2004-06-29,0.549217869,0.005360661,0.009760537,0.221446064,0.307952057,0.3068437,0.095901779,6.993003753,-1.7183878,-9.25E-06,1,0.004163077,0.061664586,-0.51847243,1,8
2004-06-30,0.983076181,0.009719742,0.009887069,0.085755986,0.187338654,0.616181123,0.211517947,3.176553569,-1.175883986,-6.28E-06,1,0.002825118,0.017451825,-0.501020605,1,9
2004-07-01,0.600168958,0.005753605,0.009586643,0.140471856,0.235974983,0.5482725,0.154617804,3.379649152,-1.204797921,-6.58E-06,1,0.002960284,-0.019436015,-0.520456621,1,1
2004-07-02,0.270176067,0.002297596,0.00850407,0.323635749,0.398787333,0.346427572,0.050190268,3.911967609,-1.280619121,-7.04E-06,1,0.003167577,-0.008036004,-0.528492624,1,1
2004-07-06,0.362137806,0.003143367,0.00868003,0.606433133,0.650162785,0.076484009,0.004837091,5.681820141,-1.532155171,-8.62E-06,1,0.003879293,0.00882695,-0.519665674,1,1
2004-07-07,0.492778515,0.004316561,0.008759637,0.708295666,0.740707259,0.027241541,0.001389786,6.585133166,-1.660588783,-9.31E-06,1,0.00419151,0.010284807,-0.509380867,1,2
2004-07-08,-0.129408795,-0.001132574,0.008751905,0.762294755,0.788706449,0.01523394,0.000598251,6.545100629,-1.654937265,-9.49E-06,1,0.004268634,-0.010402176,-0.519783043,1,1
2004-07-09,-0.272911414,-0.002377682,0.008712287,0.743733911,0.772207921,0.023550195,0.000814748,5.866302942,-1.558330186,-8.84E-06,1,0.00397946,-0.018632528,-0.538415571,1,2
2004-07-12,-0.896392005,-0.006819985,0.007608262,0.737000301,0.76622249,0.04709449,0.000906517,4.289116153,-1.333727846,-7.53E-06,1,0.003389222,-0.021685324,-0.560100895,1,3
2004-07-13,-1.227042636,-0.005429237,0.004424652,0.83752801,0.855580453,0.054368228,0.000126513,2.468257196,-1.074289042,-6.05E-06,1,0.00272422,0.000983258,-0.559117637,1,4
2004-07-14,-2.004713805,-0.014005199,0.006986134,0.509827566,0.564291169,0.607654836,0.012260647,1.010128082,-0.866811431,-4.90E-06,1,0.002206548,-0.031901348,-0.591018985,1,2
2004-07-15,-1.762056693,-0.018370247,0.010425457,-0.091604434,0.029684947,0.451158629,0.634098761,-3.124023977,-0.278052952,-1.57E-06,1,0.000708218,-0.041401953,-0.632420938,1,1
2004-07-16,-1.343064362,-0.017835206,0.013279487,0.13139651,0.227908009,0.036501077,0.162919573,-13.11354994,1.145550667,6.41E-06,1,-0.00288293,-0.050129931,-0.682550869,1,1
2004-07-19,0.038031749,0.000374246,0.009840348,0.611853105,0.654980537,0.000927212,0.004563519,-21.50285547,2.341985543,1.30E-05,1,-0.005837303,0.032426463,-0.650124406,1,1
2004-07-20,-1.703514838,-0.021733358,0.01275795,0.465745658,0.525107252,0.004827606,0.017756715,-22.20448457,2.441695208,1.36E-05,1,-0.006127675,-0.101531575,-0.751655981,1,4
2004-07-21,0.697799969,0.009520993,0.013644301,0.364717251,0.435304223,0.008425041,0.037914436,-17.87030321,1.823699995,1.01E-05,1,-0.004533057,0.151624694,-0.600031286,1,1
2004-07-22,0.950597974,0.010455379,0.010998739,0.399752206,0.466446405,0.003941597,0.029502844,-15.00962302,1.415369229,7.85E-06,1,-0.003534023,0.006420074,-0.593611212,1,2
2004-07-23,1.452335022,0.019644274,0.013525993,-0.089438427,0.031610287,0.095227164,0.62314072,-6.97514385,0.268985298,1.52E-06,1,-0.000682936,0.068131992,-0.52547922,1,1
2004-07-26,1.096331307,0.015731881,0.014349568,-0.021697836,0.091824146,0.605732357,0.39471991,-1.903341193,-0.454976956,-2.60E-06,1,0.001171259,0.022133523,-0.503345697,1,1
2004-07-27,0.929759137,0.011228338,0.012076609,0.276339523,0.356746243,0.561757778,0.068258325,2.052403662,-1.020069209,-5.76E-06,1,0.002591189,-0.012524915,-0.515870612,1,4
2004-07-28,1.166875871,0.011743603,0.010064141,0.538984064,0.590208057,0.104746962,0.009438006,5.948048228,-1.576670917,-8.89E-06,1,0.004000818,0.006044457,-0.509826156,1,5
2004-07-29,1.180577088,0.011648227,0.009866554,0.561599743,0.610310883,0.072068797,0.007623655,7.178557463,-1.752479228,-9.76E-06,1,0.004391733,-0.004970266,-0.514796422,1,7
2004-07-30,1.011938429,0.009697008,0.009582607,0.47732885,0.535403422,0.167511264,0.016153406,5.084153568,-1.452904672,-8.10E-06,1,0.003643835,-0.001195111,-0.515991532,1,9
2004-08-02,1.040607875,0.010520819,0.010110263,0.329320272,0.403840241,0.461961633,0.04831816,2.525590635,-1.087066076,-6.03E-06,1,0.002712018,0.014316655,-0.501674877,1,9
2004-08-03,0.078370804,0.00067862,0.008659088,0.105911685,0.205254831,0.892276357,0.188542094,-0.450415543,-0.661661038,-3.73E-06,1,0.001677547,-0.023954764,-0.525629641,1,7
2004-08-04,1.854793957,0.012597249,0.006791724,0.23225182,0.317557173,0.937094633,0.089803439,-0.205671612,-0.696123554,-3.94E-06,1,0.001773851,0.041692751,-0.48393689,1,6
2004-08-05,1.425873394,0.009255981,0.006491446,0.597338965,0.64207908,0.268024429,0.005324631,2.325077391,-1.057323625,-6.20E-06,1,0.002791743,0.00967015,-0.47426674,1,1
2004-08-06,-0.743538962,-0.004485073,0.006032062,0.768144333,0.793906074,0.230229007,0.000540131,1.54894052,-0.946361194,-5.72E-06,1,0.002573166,-0.046915302,-0.521182042,1,1
2004-08-09,-0.40389663,-0.002447413,0.006059502,0.815198483,0.835731985,0.229395775,0.000213705,1.29920324,-0.910668602,-5.48E-06,1,0.002468178,2.84E-05,-0.521153606,1,2
2004-08-10,1.16375371,0.007853098,0.006748076,0.802160514,0.824142679,0.180788152,0.000282229,1.595574485,-0.95289944,-5.61E-06,1,0.002523431,0.027598545,-0.49355506,1,3
2004-08-11,1.823659075,0.017209678,0.009436895,0.723749606,0.754444094,0.15814125,0.001110048,2.318074795,-1.055928609,-6.27E-06,1,0.002822012,0.041292848,-0.452262213,1,3
2004-08-12,0.162416372,0.001486146,0.009150221,0.746847787,0.774975811,0.160281245,0.000774799,2.115782013,-1.026866754,-6.25E-06,1,0.002812088,-0.044479704,-0.496741917,1,1
2004-08-13,-0.12617736,-0.001112554,0.008817385,0.723397763,0.754131345,0.263193838,0.001115891,1.622513431,-0.95617755,-5.80E-06,1,0.002609311,-0.011861988,-0.508603904,1,3
2004-08-16,0.356536369,0.003110572,0.008724417,0.596407887,0.641251455,0.527603462,0.005376627,1.068930049,-0.876776321,-5.18E-06,1,0.002332234,0.005418627,-0.503185277,1,7
2004-08-17,-1.934790128,-0.019056374,0.009849323,0.309452672,0.386180153,0.963360653,0.055126503,-0.104514915,-0.708759094,-4.17E-06,1,0.001878263,-0.054644046,-0.557829323,1,9
2004-08-18,-1.088446688,-0.012862949,0.011817711,0.502768928,0.558016825,0.199925963,0.013034956,3.964673314,-1.292119814,-7.35E-06,1,0.003307464,-0.024411912,-0.582241235,1,10
2004-08-19,-0.892446838,-0.01079925,0.01210072,0.647144377,0.686350557,0.053899403,0.003062638,5.929430716,-1.573958399,-8.97E-06,1,0.004035103,-0.012289226,-0.594530461,1,9
2004-08-20,0.066933072,0.000757088,0.011311115,0.750991196,0.778658841,0.01578504,0.000723985,6.854760382,-1.70630291,-9.55E-06,1,0.00429602,0.024744763,-0.569785698,1,10
2004-08-23,-0.767507809,-0.008284942,0.010794603,0.81491104,0.83547648,0.003754659,0.000215064,8.749956322,-1.977551065,-1.11E-05,1,0.004995563,-0.03441038,-0.604196078,1,9
2004-08-24,-1.069089149,-0.012016104,0.011239571,0.831884748,0.850564221,0.002328454,0.00014536,9.422679098,-2.074171194,-1.16E-05,1,0.00521369,-0.017654765,-0.621850843,1,9
2004-08-25,-0.363574973,-0.002927513,0.00805202,0.912339949,0.922079955,0.000273093,1.04E-05,8.740036174,-1.976878649,-1.08E-05,1,0.004844719,0.009741054,-0.612109789,1,10
2004-08-26,-0.940674658,-0.008129847,0.00864257,0.889959659,0.902186363,0.000472417,2.61E-05,9.863146539,-2.137565692,-1.16E-05,1,0.005221341,-0.020713838,-0.632823627,1,10
2004-08-27,0.778643075,0.00638994,0.008206507,0.856889561,0.872790721,0.000931611,7.56E-05,11.24743479,-2.335175044,-1.26E-05,1,0.005655337,0.036799765,-0.596023862,1,10
2004-08-30,-1.323507161,-0.010170925,0.007684828,0.756433049,0.783496044,0.009313995,0.000661165,8.783459548,-1.983533902,-1.09E-05,1,0.004922249,-0.05369277,-0.649716632,1,7
2004-08-31,-0.079464719,-0.000609172,0.00766594,0.627950319,0.669289172,0.03088131,0.003821314,9.481755258,-2.083248749,-1.13E-05,1,0.005096898,0.023439811,-0.626276821,1,7
2004-09-01,0.279058636,0.002014914,0.007220396,0.608344022,0.651861353,0.045888782,0.004739223,7.992303987,-1.870648545,-1.01E-05,1,0.00455782,0.011587266,-0.614689555,1,9
2004-09-02,0.927209621,0.007893763,0.008513461,0.234815011,0.319835565,0.718222226,0.088407446,1.220629194,-0.903832463,-4.81E-06,1,0.002165017,0.05713121,-0.557558345,1,10
2004-09-03,-1.406871826,-0.009828384,0.006985984,0.367626388,0.437890122,0.649560403,0.037148927,1.192697278,-0.900260801,-4.82E-06,1,0.002167506,-0.061474747,-0.619033092,1,9
2004-09-07,-1.771043071,-0.018560183,0.010479803,0.474076965,0.532512858,0.166667533,0.01659136,5.203863854,-1.473015211,-7.70E-06,1,0.003462822,-0.050125341,-0.669158434,1,10
2004-09-08,-2.009218939,-0.034370184,0.017106241,0.364173865,0.434821214,0.138307196,0.038058846,10.11800762,-2.174449276,-1.14E-05,1,0.005125872,-0.057418099,-0.726576532,1,8
2004-09-09,-1.226401102,-0.023943055,0.019523021,0.41427275,0.479353556,0.086380066,0.026495699,13.21649567,-2.616752645,-1.35E-05,1,0.00609302,-0.007206909,-0.733783442,1,9
2004-09-10,-0.677405374,-0.013770009,0.020327576,0.529266085,0.581569853,0.034779363,0.010314706,16.40026347,-3.070858149,-1.55E-05,1,0.006980799,0.008222882,-0.72556056,1,10
2004-09-13,-1.151746985,-0.026093476,0.022655563,0.596194208,0.641061519,0.016975632,0.005388615,19.93014222,-3.574617985,-1.78E-05,1,0.007992926,-0.036278044,-0.761838604,1,10
2004-09-14,-1.157039203,-0.028403064,0.024548057,0.675969612,0.711972988,0.005190313,0.002148055,30.67217491,-5.105490749,-2.47E-05,1,0.011102806,-0.053421915,-0.815260519,1,10
2004-09-15,-1.818902351,-0.058543106,0.032185953,0.508190664,0.562836146,0.022706849,0.012436878,36.826071,-5.982779929,-3.00E-05,1,0.013503766,-0.103618031,-0.91887855,1,6
2004-09-16,-0.808156707,-0.026749026,0.03309881,0.426603436,0.490314165,0.036647806,0.024141298,48.29864377,-7.616884812,-3.73E-05,1,0.016764382,0.071677089,-0.847201461,1,7
2004-09-17,-0.069929941,-0.001841973,0.026340258,0.537207171,0.588628596,0.016821815,0.009593752,41.87416258,-6.702867308,-3.15E-05,1,0.014191495,0.047544953,-0.799656508,1,10
2004-09-20,-1.59997003,-0.050370962,0.031482441,0.195609567,0.284986282,0.163826982,0.111978344,31.61527324,-5.243308564,-2.56E-05,1,0.01149812,-0.140155249,-0.939811757,1,5
2004-09-21,-0.423869308,-0.01133385,0.02673902,0.321583136,0.396962788,0.084996007,0.050880923,31.1130414,-5.172709766,-2.41E-05,1,0.010840439,0.05605516,-0.883756597,1,10
2004-09-22,-0.071596087,-0.001876999,0.026216502,0.265650328,0.347244736,0.130591398,0.073025167,23.24381488,-4.05276046,-2.03E-05,1,0.009147657,0.020638229,-0.863118368,1,1
2004-09-23,-0.324517263,-0.007759909,0.023912161,0.213374328,0.300777181,0.233517331,0.100690424,11.89088897,-2.437173244,-1.22E-05,1,0.005484674,-0.089247255,-0.952365623,1,1
2004-09-24,-0.048614749,-0.000839779,0.017274166,0.499087411,0.554744365,0.053846319,0.013453891,13.13963055,-2.615692696,-1.30E-05,1,0.005836609,0.01902877,-0.933336853,1,2
2004-09-27,-0.731528075,-0.010809862,0.014777098,0.65641785,0.694593644,0.016835783,0.002740805,12.51849885,-2.527825639,-1.27E-05,1,0.005730876,-0.038289418,-0.971626271,1,1
2004-09-28,-0.297432971,-0.004314133,0.014504554,0.666562722,0.703611309,0.014264618,0.002419351,13.14137087,-2.616764585,-1.29E-05,1,0.005806318,0.000596163,-0.971030108,1,3
2004-09-29,-0.757741562,-0.011207715,0.014790947,0.639103259,0.679202897,0.019624469,0.003364707,12.58997979,-2.538246664,-1.23E-05,1,0.005543328,-0.016818131,-0.987848239,1,6
2004-09-30,-0.65933082,-0.009806019,0.014872683,0.635103516,0.67564757,0.01902329,0.003523297,13.26785041,-2.635139195,-1.28E-05,1,0.00574811,-0.003140119,-0.990988357,1,6
2004-10-01,0.777666076,0.011351522,0.014596911,0.672727449,0.709091065,0.013216082,0.002238758,13.2757956,-2.636308469,-1.21E-05,1,0.005442314,0.053648091,-0.937340266,1,10
2004-10-04,0.19263799,0.002400122,0.012459237,0.761564705,0.788057516,0.005926165,0.000605826,11.14614119,-2.332440122,-1.07E-05,1,0.004796485,-0.012477008,-0.949817275,1,10
2004-10-05,0.850203191,0.010811112,0.012715916,0.699801646,0.733157019,0.020878962,0.001564962,8.23094225,-1.916681349,-8.86E-06,1,0.003986082,0.049934387,-0.899882888,1,9
2004-10-06,1.422884636,0.015212029,0.010690979,0.732993691,0.762661059,0.036844575,0.000964753,5.091144173,-1.469538647,-6.72E-06,1,0.00302258,0.024046706,-0.875836182,1,10
2004-10-07,1.391779992,0.016730844,0.012021184,0.602359505,0.646541782,0.147582569,0.005050976,3.772013801,-1.28156454,-6.02E-06,1,0.002708647,0.01096937,-0.864866812,1,6
2004-10-08,-0.061076924,-0.000679215,0.011120642,0.559009304,0.608008271,0.246304694,0.007816308,2.880943861,-1.154909813,-5.51E-06,1,0.00247949,-0.05465242,-0.919519232,1,5
2004-10-12,0.052056278,0.00055001,0.010565688,0.381394474,0.450128422,0.583949965,0.033695568,1.50199328,-0.958773347,-4.57E-06,1,0.002056423,-0.000735263,-0.920254495,1,4
2004-10-13,-0.187000208,-0.001841007,0.009844944,0.210702689,0.29840239,0.862612473,0.102321,-0.46248981,-0.679409461,-3.27E-06,1,0.001471461,-0.022454625,-0.94270912,1,1
2004-10-14,0.915043201,0.010040688,0.010972912,0.485777953,0.542913736,0.387102259,0.015058401,2.208142175,-1.059254221,-5.23E-06,1,0.002352475,0.055720597,-0.886988523,1,1
2004-10-15,0.814661592,0.009214981,0.011311422,0.610520767,0.653796237,0.137539791,0.004629623,3.858666551,-1.293901806,-6.36E-06,1,0.002863231,0.007669533,-0.879318991,1,2
2004-10-18,1.568938352,0.020812402,0.013265277,0.566727392,0.614868793,0.136793532,0.007253288,4.500106053,-1.384727646,-6.76E-06,1,0.003040452,0.035671728,-0.843647263,1,4
2004-10-19,1.86790737,0.032521968,0.01741091,0.541229828,0.592204291,0.095167323,0.009244017,6.504844365,-1.669415629,-8.42E-06,1,0.003790135,0.062932,-0.780715262,1,1
2004-10-20,1.702506817,0.040144205,0.023579468,0.490068626,0.546727668,0.078663453,0.014525406,9.611074844,-2.111292486,-1.08E-05,1,0.004837791,0.038807551,-0.741907712,1,3
2004-10-21,0.93322869,0.022481629,0.024090161,0.484402265,0.541690902,0.051486559,0.015232543,15.09025945,-2.892202389,-1.47E-05,1,0.00661299,-0.019875035,-0.761782747,1,4
2004-10-22,-0.725771831,-0.016457213,0.022675464,0.543895884,0.594574119,0.028407393,0.00901781,18.32231823,-3.353697524,-1.77E-05,1,0.007980884,-0.106188958,-0.867971705,1,1
2004-10-25,-0.563220671,-0.013160485,0.023366481,0.443548115,0.505376102,0.064487471,0.021183802,15.51627022,-2.953620044,-1.56E-05,1,0.00701169,-0.006365861,-0.874337565,1,1
2004-10-26,-0.556769953,-0.013270723,0.0238352,0.314996818,0.391108283,0.126827551,0.053150803,15.68430198,-2.977738871,-1.48E-05,1,0.006660545,-0.004947955,-0.87928552,1,8
2004-10-27,-0.207531277,-0.004489787,0.021634266,0.435662009,0.49836623,0.081426024,0.022521605,12.49866302,-2.522786771,-1.20E-05,1,0.00542113,0.040417363,-0.838868157,1,10
2004-10-28,-0.289092751,-0.005579436,0.019299812,0.669346423,0.706085709,0.011739342,0.002336464,14.82905743,-2.854918763,-1.35E-05,1,0.006073119,-0.009633946,-0.848502103,1,10
2004-10-29,-0.350053099,-0.006425007,0.018354378,0.77622951,0.801092898,0.002689386,0.000467013,15.90742912,-3.008546283,-1.41E-05,1,0.006329415,-0.011327238,-0.859829341,1,10
2004-11-01,0.190146489,0.003476675,0.018284191,0.807718203,0.829082847,0.001589578,0.000251243,15.64525532,-2.971197761,-1.39E-05,1,0.006246484,0.024986367,-0.834842974,1,10
2004-11-02,0.164996145,0.002919383,0.017693646,0.817437326,0.837722067,0.001433391,0.000203348,14.82428111,-2.854326044,-1.33E-05,1,0.006003859,-0.002716517,-0.83755949,1,10
2004-11-03,0.685687943,0.008775938,0.012798735,0.886501582,0.899112517,0.000370184,2.95E-05,11.96139093,-2.446787128,-1.10E-05,1,0.004964534,0.039035734,-0.798523757,1,10
2004-11-04,0.418886659,0.002464233,0.005882815,0.978341505,0.980748005,9.68E-07,3.79E-08,10.13027324,-2.186440778,-9.39E-06,1,0.004224422,-0.018065627,-0.816589383,1,10
2004-11-05,0.948385276,0.005588245,0.005892378,0.976472727,0.979086869,1.86E-06,5.27E-08,8.995619979,-2.025004005,-8.63E-06,1,0.003885256,0.026264176,-0.790325207,1,10
2004-11-08,1.928231505,0.013917209,0.007217603,0.937080909,0.944071919,0.000198241,2.74E-06,6.555535573,-1.678091585,-7.25E-06,1,0.003260388,0.040166803,-0.750158404,1,9
2004-11-09,-0.7301562,-0.005507454,0.007542843,0.924752133,0.933113007,0.000331356,5.63E-06,6.860962385,-1.721573975,-7.44E-06,1,0.003345933,-0.055120562,-0.805278966,1,8
2004-11-10,-1.542357442,-0.014250037,0.009239127,0.892825695,0.904733951,0.000954818,2.34E-05,7.358701788,-1.79251901,-7.74E-06,1,0.003482764,-0.02382722,-0.829106186,1,7
2004-11-12,1.086197855,0.011477385,0.01056657,0.859096026,0.874752023,0.003962242,7.09E-05,6.068203256,-1.609209325,-6.65E-06,1,0.002992483,0.058228482,-0.770877705,1,10
2004-11-15,0.770419449,0.008446902,0.01096403,0.843421279,0.860818915,0.006369345,0.000108872,5.742753807,-1.562858141,-6.48E-06,1,0.002915971,0.008204944,-0.76267276,1,9
2004-11-16,0.541951616,0.005963716,0.011004148,0.776187139,0.801055234,0.025437769,0.000467376,4.938228374,-1.4488535,-6.13E-06,1,0.002756895,-0.003161751,-0.765834511,1,8
2004-11-17,0.83264133,0.009010777,0.010821919,0.509772774,0.564242466,0.37215442,0.012266514,2.202227097,-1.061434372,-4.45E-06,1,0.002002474,0.017361995,-0.748472516,1,8
2004-11-18,-1.155224367,-0.01098351,0.009507686,0.194477804,0.28398027,0.852701743,0.11273405,-0.515267462,-0.677230605,-2.83E-06,1,0.001275641,-0.045828901,-0.794301417,1,8
2004-11-19,-1.493300511,-0.016971044,0.011364788,0.072933896,0.175941241,0.833391043,0.227553129,-0.756167616,-0.643361573,-2.74E-06,1,0.001232884,-0.020274987,-0.814576404,1,5
2004-11-22,-0.960365135,-0.011690998,0.012173493,0.058180848,0.16282742,0.907630847,0.247532687,-0.464724812,-0.684790492,-2.88E-06,1,0.001297713,0.005546038,-0.809030365,1,6
2004-11-23,-1.655064292,-0.01814867,0.010965538,-0.097719082,0.024249705,0.372128044,0.667496604,-3.608514237,-0.24072866,-1.01E-06,1,0.000454579,-0.022465312,-0.831495677,1,5
2004-11-24,-2.048890853,-0.033073504,0.01614215,-0.111318587,0.012161256,0.626946509,0.761679042,-3.279141335,-0.287980905,-1.20E-06,1,0.000538399,-0.047295534,-0.878791211,1,6
2004-11-26,-1.478864735,-0.028699908,0.019406716,-0.112385712,0.011212701,0.88344108,0.770945358,-1.779182214,-0.500561381,-2.07E-06,1,0.000931047,-0.004543579,-0.88333479,1,7
2004-11-29,-1.556412792,-0.035740266,0.022963231,-0.106106743,0.016794007,0.993426001,0.721231189,0.125327182,-0.77060742,-3.18E-06,1,0.00143321,-0.028589464,-0.911924254,1,5
2004-11-30,-1.256762804,-0.031368017,0.024959377,-0.1220716,0.002603022,0.856772057,0.888684194,-3.002531742,-0.329129835,-1.36E-06,1,0.000611931,-0.00402566,-0.915949914,1,2
2004-12-01,-1.102777642,-0.029502796,0.026753169,0.081726849,0.183757199,0.382570366,0.216431073,11.79766188,-2.422861542,-9.53E-06,1,0.004288632,-0.060101226,-0.97605114,1,10
2004-12-02,-1.237060272,-0.030090195,0.024323952,0.447697368,0.509064327,0.046653968,0.020505996,23.73947721,-4.112439473,-1.58E-05,1,0.007129723,-0.043824848,-1.019875988,1,9
2004-12-03,-0.696538018,-0.013266064,0.019045715,0.721158163,0.752140589,0.003107687,0.001153638,29.68255452,-4.953503996,-1.88E-05,1,0.008438644,-0.01297298,-1.032848968,1,9
2004-12-06,-1.048550285,-0.021870698,0.020858034,0.699681588,0.733050301,0.003638318,0.001567554,34.71911928,-5.665611442,-2.14E-05,1,0.009633234,-0.02406511,-1.056914078,1,7
2004-12-07,-1.917177616,-0.054741373,0.028553104,0.343396665,0.416352591,0.089974699,0.043930291,22.51963596,-3.942949951,-1.57E-05,1,0.007085416,-0.089185411,-1.146099489,1,3
2004-12-08,-1.009062266,-0.028117944,0.02786542,0.207955478,0.295960425,0.202866282,0.104021905,16.7287782,-3.125580962,-1.21E-05,1,0.005442517,0.044111555,-1.101987934,1,6
2004-12-09,0.091689656,0.002266413,0.024718306,0.226644689,0.312573057,0.201534999,0.092924263,14.55761288,-2.819285496,-1.06E-05,1,0.004789722,0.045523963,-1.056463971,1,6
2004-12-10,0.62320631,0.012473009,0.020014253,0.257426077,0.339934291,0.202156576,0.076883511,11.71514135,-2.418104283,-9.15E-06,1,0.004115907,0.024293694,-1.032170278,1,5
2004-12-13,0.996901796,0.019122296,0.019181725,-0.018065369,0.095053006,0.866439151,0.386111555,1.262828005,-0.941543339,-3.51E-06,1,0.001577816,0.042777313,-0.989392964,1,10
2004-12-14,0.606404424,0.007181568,0.011842869,0.313708087,0.389962744,0.008715543,0.053604686,-15.7021509,1.45402946,5.52E-06,1,-0.002483258,0.027784373,-0.961608592,1,10
2004-12-15,0.330814909,0.003723554,0.011255701,0.485140733,0.542347318,0.001797597,0.015138866,-16.47522719,1.563082027,5.94E-06,1,-0.002673551,-0.003015061,-0.964623652,1,10
2004-12-16,0.440147309,0.004785865,0.010873326,0.569256304,0.617116714,0.00075771,0.007075895,-16.96733615,1.632779226,6.21E-06,1,-0.002795688,0.000594716,-0.964028936,1,8
2004-12-17,-0.557874954,-0.005651744,0.010130844,0.591526164,0.636912146,0.000545735,0.005655757,-16.6585785,1.589295325,6.02E-06,1,-0.00271019,-0.026206697,-0.990235633,1,6
2004-12-20,-2.07914874,-0.017834342,0.008577714,0.626034712,0.667586411,0.000283787,0.003904345,-15.65438005,1.447631638,5.49E-06,1,-0.002470197,-0.024959076,-1.015194709,1,6
2004-12-21,-1.879499641,-0.024292641,0.012925058,0.150911042,0.245254259,0.023117706,0.145555891,-12.71275515,1.032081477,3.90E-06,1,-0.001756688,-0.024198944,-1.039393653,1,9
2004-12-22,-1.202343801,-0.017852784,0.014848318,-0.120579721,0.003929137,0.292265449,0.863418806,-6.407956178,0.142428135,5.33E-07,1,-0.000240044,-0.006496174,-1.045889828,1,10
2004-12-23,-0.807394919,-0.012620102,0.015630643,-0.096727388,0.025131211,0.681957624,0.661803811,-2.610583841,-0.393273776,-1.46E-06,1,0.000659047,-0.001395141,-1.047284968,1,10
2004-12-27,-0.779269232,-0.012703664,0.016302022,-0.111989044,0.011565295,0.742323467,0.767453632,-2.844724693,-0.36049649,-1.35E-06,1,0.000606782,-0.003401965,-1.050686933,1,6
2004-12-28,-0.436419833,-0.007124802,0.016325568,-0.091243201,0.030006044,0.827489776,0.632242502,-1.683809151,-0.52439959,-1.94E-06,1,0.000871515,0.00308104,-1.047605893,1,10
2004-12-29,-0.284068825,-0.004058519,0.014287097,-0.066401279,0.052087752,0.81538504,0.525954578,-1.442816611,-0.55877363,-2.06E-06,1,0.000925868,8.02E-05,-1.04752573,1,9
2004-12-30,-0.076657121,-0.000817531,0.01066478,0.003697197,0.114397508,0.788016962,0.339116598,-1.162057199,-0.59875985,-2.20E-06,1,0.000988832,-0.003356617,-1.050882347,1,10
2004-12-31,-2.296783854,-0.014213975,0.006188643,0.160037569,0.253366728,0.552476721,0.138037447,-1.480711141,-0.554499321,-2.03E-06,1,0.000913673,-0.038397162,-1.089279509,1,7
2005-01-03,0.097795758,0.00054294,0.005551779,-0.066817851,0.051717466,0.184683251,0.527469604,-3.722584204,-0.238699602,-8.83E-07,1,0.000397428,0.025715541,-1.063563967,1,2
2005-01-04,0.282447837,0.001595098,0.005647408,0.300532952,0.378251513,0.664523687,0.058434088,-0.917804857,-0.633817795,-2.40E-06,1,0.001078613,0.015090239,-1.048473729,1,1
2005-01-05,1.563424168,0.014979392,0.009581144,0.624642149,0.666348577,0.103956322,0.003965579,4.588909231,-1.409580054,-5.45E-06,1,0.002454713,0.057451819,-0.99102191,1,1
2005-01-06,1.282002013,0.01448571,0.011299288,0.681275557,0.716689384,0.038231294,0.002005756,6.630426576,-1.697162786,-6.55E-06,1,0.002946603,0.010990906,-0.980031004,1,2
2005-01-07,1.30158652,0.017280455,0.013276455,0.706034313,0.738697167,0.019089316,0.00143487,8.644545002,-1.980930243,-7.71E-06,1,0.003471527,0.012862454,-0.96716855,1,2
