time,market,position,trueMid,marketBidSize1,marketBidPrice1,marketOfferSize1,marketOfferPrice1,marketBidSize2,marketBidPrice2,marketOfferSize2,marketOfferPrice2,reservePrice,bookPressureSignal,spread,bidSize,rawBidPrice,bidPrice,offerSize,rawOfferPrice,offerPrice,liveSigma,dt,constrainedSpread,rawBidPrice,rawOfferPrice
2011/04/07 08:05:30.241,gt05.1c,0.0,99.60117827868852,50, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60060307017544,0.0,0.011344825067035559,3.0,99.59279057017544, 99-19 ,3.0,99.60841557017544, 99-19+,-9999.99,0.9949000617283951,0.015625,99.59279057017544,99.60841557017544
2011/04/07 08:05:30.319,gt05.1c,0.0,99.60060307017544,50, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.382,gt05.1c,0.0,99.60060307017544,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.429,gt05.1c,0.0,99.60060307017544,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.491,gt05.1c,0.0,99.60060307017544,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.382,gt05.1c,0.0,99.60052544247787,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.429,gt05.1c,0.0,99.60052544247787,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.491,gt05.1c,0.0,99.60052544247787,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60052544247787,0.0,0.011344824960161677,3.0,99.59271294247787, 99-19 ,3.0,99.60833794247787, 99-19+,-9999.99,0.9948995833333334,0.015625,99.59271294247787,99.60833794247787
2011/04/07 08:05:30.538,gt05.1c,0.0,99.60044642857143,49, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60044642857143,0.0,0.011344824853287796,3.0,99.59263392857143, 99-19 ,3.0,99.60825892857143, 99-19+,0.00334216162644283,0.9948991049382716,0.015625,99.59263392857143,99.60825892857143
2011/04/07 08:05:30.538,gt05.1c,0.0,99.60044642857143,48, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.60044642857143,0.0,0.011344824853287796,3.0,99.59263392857143, 99-19 ,3.0,99.60825892857143, 99-19+,0.00334216162644283,0.9948991049382716,0.015625,99.59263392857143,99.60825892857143
2011/04/07 08:05:30.585,gt05.1c,0.0,99.600365990991,48, 99-19 ,64, 99-19+,95, 99-186,83, 99-196,99.600365990991,0.0,0.011344824691253202,3.0,99.592553490991, 99-19 ,3.0,99.608178490991, 99-19+,0.00334216162644283,0.9948983796296296,0.015625,99.592553490991,99.608178490991
