time,market,position,trueMid,marketBidSize1,marketBidPrice1,marketOfferSize1,marketOfferPrice1,marketBidSize2,marketBidPrice2,marketOfferSize2,marketOfferPrice2,reservePrice,bookPressureSignal,spread,bidSize,rawBidPrice,bidPrice,offerSize,rawOfferPrice,offerPrice,liveSigma,dt,constrainedSpread,rawBidPrice,rawOfferPrice
2011/04/06 10:23:52.433,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,985, 99-27+,99.84803717886406,-0.38799134796562695,0.0088527033396181,0.0,99.84361082719425, 99-27 ,0.0,99.85246353053387, 99-272,0.001205579384779469,0.8667834413580247,0.0088527033396181,99.84361082719425,99.85246353053387
2011/04/06 10:23:52.479,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,985, 99-27+,99.84803717886406,-0.38799134796562695,0.008852703303506852,0.0,99.8436108272123, 99-27 ,0.0,99.85246353051582, 99-272,0.001205579384779469,0.8667827314814815,0.008852703303506852,99.8436108272123,99.85246353051582
2011/04/06 10:23:52.479,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,987, 99-27+,99.8480333853344,-0.39273326003889203,0.008852703303506852,0.0,99.84360703368264, 99-27 ,0.0,99.85245973698616, 99-272,0.001205579384779469,0.8667827314814815,0.008852703303506852,99.84360703368264,99.85245973698616
2011/04/06 10:23:52.526,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,987, 99-27+,99.8480333853344,-0.39273326003889203,0.008852703266610577,0.0,99.8436070337011, 99-27 ,0.0,99.8524597369677, 99-272,0.001205579384779469,0.8667820061728395,0.008852703266610577,99.8436070337011,99.8524597369677
2011/04/06 10:23:52.526,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,977, 99-27+,99.84806063971253,-0.3586652873887426,0.008852703266610577,0.0,99.84363428807923, 99-27 ,0.0,99.85248699134583, 99-272,0.001205579384779469,0.8667820061728395,0.008852703266610577,99.84363428807923,99.85248699134583
2011/04/06 10:23:52.573,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,977, 99-27+,99.84806063971253,-0.3586652873887426,0.008852703229714301,0.0,99.84363428809768, 99-27 ,0.0,99.85248699132738, 99-272,0.001205579384779469,0.8667812808641975,0.008852703229714301,99.84363428809768,99.85248699132738
2011/04/06 10:23:52.573,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,976, 99-27+,99.84806652276637,-0.35131147008381125,0.008852703229714301,0.0,99.84364017115152, 99-27 ,0.0,99.85249287438123, 99-272,0.001205579384779469,0.8667812808641975,0.008852703229714301,99.84364017115152,99.85249287438123
2011/04/06 10:23:52.792,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,449, 99-266,976, 99-27+,99.84806652276637,-0.35131147008381125,0.00885270305779336,0.0,99.84364017123748, 99-27 ,0.0,99.85249287429527, 99-272,0.001205579384779469,0.8667779012345679,0.00885270305779336,99.84364017123748,99.85249287429527
2011/04/06 10:23:52.792,gt02.1c,0.0,99.84834757194244,409, 99-27 ,286, 99-272,434, 99-266,976, 99-27+,99.84802903875492,-0.39816648440964,0.00885270305779336,0.0,99.84360268722602, 99-27 ,0.0,99.85245539028381, 99-272,0.001205579384779469,0.8667779012345679,0.00885270305779336,99.84360268722602,99.85245539028381
2011/04/06 10:23:52.870,gt02.1c,0.0,99.8489696557971,409, 99-27 ,286, 99-272,434, 99-266,976, 99-27+,99.84865112260958,-0.39816648440964,0.008852702996561245,0.0,99.8442247711113, 99-27 ,0.0,99.85307747410786, 99-272,0.001205579384779469,0.8667766975308642,0.008852702996561245,99.8442247711113,99.85307747410786
2011/04/06 10:23:52.870,gt02.1c,0.0,99.8489696557971,461, 99-27 ,229, 99-272,471, 99-266,964, 99-27+,99.84897563371403,0.00747239615847197,0.008852702996561245,0.0,99.84454928221575, 99-27 ,0.0,99.85340198521232, 99-272,0.001205579384779469,0.8667766975308642,0.008852702996561245,99.84454928221575,99.85340198521232
2011/04/06 10:23:52.917,gt02.1c,0.0,99.84898460014409,461, 99-27 ,229, 99-272,471, 99-266,964, 99-27+,99.84899057806102,0.00747239615847197,0.00885270295966497,0.0,99.84456422658118, 99-27 ,0.0,99.85341692954086, 99-272,0.001205579384779469,0.8667759722222222,0.00885270295966497,99.84456422658118,99.85341692954086
