,1,2,3,4,5,6,7,8,9,10,11,12,13
175,21003.22944,1490.638086,9694.771606,0,0,0,0,0,0,0,0,0,0
176,9694.771606,22076.30495,0,0,0,0,0,0,0,0,0,0,0
177,22076.30495,9104.192758,9418.740146,10383.69334,0,0,0,0,0,0,0,0,0
178,10383.69334,1357.414047,-29909.10989,-7331.752162,0,0,0,0,0,0,0,0,0
179,-1752,19724.66448,-43448.89618,-15532.67877,0,0,0,0,0,0,0,0,0
180,-1314,10312.60931,0,0,0,0,0,0,0,0,0,0,0
181,10312.60931,14026.72647,-25670.0049,-13517.41361,0,0,0,0,0,0,0,0,0
182,-1314,16057.23132,-21971.22497,15337.45534,8407.167484,0,0,0,0,0,0,0,0
183,8407.167484,13441.24453,0,0,0,0,0,0,0,0,0,0,0
184,13441.24453,-4742.627906,-34028.14699,0,0,0,0,0,0,0,0,0,0
185,-1168,2449.252507,16173.26475,0,0,0,0,0,0,0,0,0,0
186,16173.26475,14723.32992,0,0,0,0,0,0,0,0,0,0,0
187,14723.32992,-1603.719792,9057.39222,11599.58974,11789.74009,0,0,0,0,0,0,0,0
188,-1022,-17366.99995,744.9593103,14118.37471,0,0,0,0,0,0,0,0,0
189,14118.37471,5399.329219,10516.88234,0,0,0,0,0,0,0,0,0,0
190,10516.88234,13575.26952,9971.288798,0,0,0,0,0,0,0,0,0,0
191,9971.288798,10031.3231,0,0,0,0,0,0,0,0,0,0,0
192,10031.3231,7654.662049,0,0,0,0,0,0,0,0,0,0,0
193,7654.662049,8339.983111,-8699.450861,3782.665641,12068.71323,0,0,0,0,0,0,0,0
194,12068.71323,11063.09916,0,0,0,0,0,0,0,0,0,0,0
195,11063.09916,13779.38239,-11441.72965,18876.86596,6612.740554,0,0,0,0,0,0,0,0
196,-1168,13016.26226,0,0,0,0,0,0,0,0,0,0,0
197,13016.26226,-7340.888368,7560.78481,0,0,0,0,0,0,0,0,0,0
198,7560.78481,9191.428167,0,0,0,0,0,0,0,0,0,0,0
199,9191.428167,14963.92368,0,0,0,0,0,0,0,0,0,0,0
200,14963.92368,1391.042111,15234.41708,-1490.026994,-16469.48884,7651.60565,0,0,0,0,0,0,0
201,7651.60565,-10308.71136,11583.62687,12162.19566,4445.741442,-1977.420644,13810.82704,0,0,0,0,0,0
202,-1606,2012.673242,15435.49505,0,0,0,0,0,0,0,0,0,0
203,15435.49505,12716.5827,-11919.33469,5823.743827,-486.562837,-12633.75971,-4305.334745,-3134.168643,-38884.07161,0,0,0,0
204,-2190,2447.945406,18618.632,4216.308911,-11286.97288,-962.8481803,-10917.78292,-11430.32662,-17380.83606,3002.702319,-21351.18355,-4575.041213,0
205,-2628,11287.47228,0,0,0,0,0,0,0,0,0,0,0
206,11287.47228,-10794.29266,19550.08976,-21427.63112,909.0272672,-32037.38511,0,0,0,0,0,0,0
207,-2336,-2270.468534,-13620.69858,-11792.50702,0,0,0,0,0,0,0,0,0
208,-2628,-35088.89139,0,0,0,0,0,0,0,0,0,0,0
209,-2482,-19056.96219,-16640.97947,13219.14124,22932.06703,0,0,0,0,0,0,0,0
210,-2336,-2074.331506,-23028.65771,7531.451574,0,0,0,0,0,0,0,0,0
211,7531.451574,13022.55283,7291.504939,0,0,0,0,0,0,0,0,0,0
212,-2336,2059.574642,14822.48694,0,0,0,0,0,0,0,0,0,0
213,14822.48694,-4834.374184,-8169.738186,6782.384205,10690.50553,17900.32041,0,0,0,0,0,0,0
214,17900.32041,-18571.99878,-17457.48827,0,0,0,0,0,0,0,0,0,0
215,-2190,-551.5456647,11756.25086,-19049.85695,-29878.82625,0,0,0,0,0,0,0,0
216,-2044,17195.08517,423.7544799,-53714.68755,0,0,0,0,0,0,0,0,0
217,-1898,17925.44508,0,0,0,0,0,0,0,0,0,0,0
218,17925.44508,1660.582604,5037.60107,-6032.422239,2411.741435,11198.3346,-7880.618652,16253.39151,-15877.28921,12640.35333,-21452.95447,0,0
219,-1752,9604.356809,-14451.47589,1572.21016,-6731.850719,-24216.51067,0,0,0,0,0,0,0
220,-2190,-2154.125776,-38163.28838,0,0,0,0,0,0,0,0,0,0
221,-2190,17700.70301,-5713.227126,-15451.06358,15738.26748,14347.96495,0,0,0,0,0,0,0
222,14347.96495,9455.854653,0,0,0,0,0,0,0,0,0,0,0
223,9455.854653,8093.002441,1573.043603,21268.72866,0,0,0,0,0,0,0,0,0
224,21268.72866,16130.19642,0,0,0,0,0,0,0,0,0,0,0
225,16130.19642,17037.96011,0,0,0,0,0,0,0,0,0,0,0
226,17037.96011,7239.775582,7414.222456,0,0,0,0,0,0,0,0,0,0
227,7414.222456,-15022.72646,14212.62444,-24371.81162,0,0,0,0,0,0,0,0,0
228,-1898,14283.16578,0,0,0,0,0,0,0,0,0,0,0
229,14283.16578,-6823.879463,6899.109875,0,0,0,0,0,0,0,0,0,0
230,6899.109875,15149.74859,0,0,0,0,0,0,0,0,0,0,0
231,15149.74859,-30704.66593,0,0,0,0,0,0,0,0,0,0,0
232,-2482,10458.00755,11001.67259,-30729.51774,15700.20841,20497.81803,0,0,0,0,0,0,0
233,20497.81803,-6887.628897,-1760.810724,20687.50133,0,0,0,0,0,0,0,0,0
234,20687.50133,14475.08088,-3889.955044,-10172.20178,-24920.34878,9292.578961,0,0,0,0,0,0,0
235,9292.578961,21013.81238,0,0,0,0,0,0,0,0,0,0,0
236,21013.81238,9648.3707,-15721.47351,-24350.72648,-7275.243179,9649.060427,0,0,0,0,0,0,0
237,9649.060427,11970.39822,0,0,0,0,0,0,0,0,0,0,0
238,11970.39822,-330.2272525,4624.558722,11853.03946,0,0,0,0,0,0,0,0,0
239,11853.03946,-3299.16976,-7705.724333,3344.636327,5087.66646,11239.10782,0,0,0,0,0,0,0
240,11239.10782,6457.821108,-27726.50374,-7910.824127,0,0,0,0,0,0,0,0,0
241,-2336,-71581.31003,0,0,0,0,0,0,0,0,0,0,0
242,-2044,-6239.090476,-14988.92139,-8586.506638,0,0,0,0,0,0,0,0,0
243,-1898,-5708.21231,17098.5352,19454.10383,18818.98849,0,0,0,0,0,0,0,0
244,-1606,5939.542885,4976.966592,-6484.337359,-5538.292332,-30085.21117,-19717.05424,0,0,0,0,0,0
245,-2190,17267.32616,0,0,0,0,0,0,0,0,0,0,0
246,-2336,9974.429616,0,0,0,0,0,0,0,0,0,0,0
247,9974.429616,10153.11659,-18008.99797,19171.63966,6278.016824,0,0,0,0,0,0,0,0
248,6278.016824,2092.034994,-2274.56858,3870.028015,0,0,0,0,0,0,0,0,0
249,3870.028015,-14854.39501,5973.891319,21736.66361,-30408.02024,8127.3641,-46796.30733,0,0,0,0,0,0
250,-2482,-18241.35925,-14493.20143,0,0,0,0,0,0,0,0,0,0
251,-2774,8531.437154,0,0,0,0,0,0,0,0,0,0,0
252,8531.437154,24693.7035,0,0,0,0,0,0,0,0,0,0,0
253,24693.7035,11161.32086,0,0,0,0,0,0,0,0,0,0,0
254,11161.32086,-34907.88062,0,0,0,0,0,0,0,0,0,0,0
255,-2190,-44056.3166,13311.74452,2024.250947,-258.2656466,4353.993347,16412.02244,15837.93618,-6612.648912,15623.32173,6309.121411,0,0
256,-2044,-8.987673797,6073.136771,-43280.70046,0,0,0,0,0,0,0,0,0
257,-2628,15054.46311,-871.6565354,11063.13387,0,0,0,0,0,0,0,0,0
258,-3358,-53764.99249,0,0,0,0,0,0,0,0,0,0,0
259,-1460,-9907.108143,22148.78627,0,0,0,0,0,0,0,0,0,0
260,22148.78627,15044.67898,0,0,0,0,0,0,0,0,0,0,0
261,15044.67898,-18224.84448,493.1460414,19525.58452,0,0,0,0,0,0,0,0,0
262,19525.58452,-16800.78806,9005.948954,1656.974394,-13809.01008,9038.058621,-9151.179586,-7568.692495,-6989.376262,-10224.5203,0,0,0
263,-2482,5697.306853,4644.049673,0,0,0,0,0,0,0,0,0,0
264,4644.049673,15999.10224,0,0,0,0,0,0,0,0,0,0,0
265,15999.10224,5069.609974,1084.071904,2615.789849,-546.2209121,4350.176751,-3334.841222,-6709.138665,-11494.93268,9442.200027,7558.130761,0,0
266,-4380,16507.26076,19695.67285,0,0,0,0,0,0,0,0,0,0
267,19695.67285,-10370.5757,23433.67842,0,0,0,0,0,0,0,0,0,0
268,23433.67842,12451.74001,0,0,0,0,0,0,0,0,0,0,0
269,12451.74001,-24954.11339,24687.27945,0,0,0,0,0,0,0,0,0,0
270,24687.27945,-15777.41096,-3387.948188,-15994.61135,12748.04227,9279.061036,-3440.005829,10042.82459,17129.5378,13359.87637,0,0,0
271,13359.87637,-10327.16564,67.04163317,1927.661317,-68850.65761,0,0,0,0,0,0,0,0
272,-2774,18645.54642,-713.1348936,15168.42178,0,0,0,0,0,0,0,0,0
273,-2774,9672.906221,0,0,0,0,0,0,0,0,0,0,0
274,9672.906221,2392.228799,10730.99832,0,0,0,0,0,0,0,0,0,0
275,10730.99832,-18636.3911,24382.4505,0,0,0,0,0,0,0,0,0,0
276,24382.4505,8187.605673,-10202.95248,10724.91753,-6757.280007,12104.30048,0,0,0,0,0,0,0
277,12104.30048,15909.605,12483.95425,0,0,0,0,0,0,0,0,0,0
278,-2336,16309.55252,8676.109685,0,0,0,0,0,0,0,0,0,0
279,-2336,-14341.94614,12277.75187,-12131.90538,-9290.998446,0,0,0,0,0,0,0,0
280,-3650,5725.265447,0,0,0,0,0,0,0,0,0,0,0
281,5725.265447,17859.27058,0,0,0,0,0,0,0,0,0,0,0
282,17859.27058,-61917.61541,0,0,0,0,0,0,0,0,0,0,0
283,-3212,-36147.87508,0,0,0,0,0,0,0,0,0,0,0
284,-3212,14898.37233,-28878.13754,2231.839271,-21978.3768,0,0,0,0,0,0,0,0
285,-2628,2529.660765,9516.915074,-23465.09324,6979.807959,15250.50692,0,0,0,0,0,0,0
286,15250.50692,21447.91995,0,0,0,0,0,0,0,0,0,0,0
287,21447.91995,11961.79387,0,0,0,0,0,0,0,0,0,0,0
288,11961.79387,11076.68802,-21640.80111,22563.27077,0,0,0,0,0,0,0,0,0
289,22563.27077,3018.074142,-6809.745821,11467.27911,0,0,0,0,0,0,0,0,0
290,11467.27911,20515.71447,-31655.26924,-5788.260322,22398.26506,-20902.47859,-14678.22687,0,0,0,0,0,0
291,-2044,1072.758056,-1604.732736,4214.270778,-10523.61692,-3306.826574,-26533.81225,0,0,0,0,0,0
292,-2628,6230.734273,11011.62604,0,0,0,0,0,0,0,0,0,0
293,11011.62604,-2676.435499,6105.377546,0,0,0,0,0,0,0,0,0,0
294,6105.377546,13219.24676,0,0,0,0,0,0,0,0,0,0,0
295,13219.24676,-12851.07599,-1361.107083,-18034.09108,0,0,0,0,0,0,0,0,0
296,-3212,13816.47385,-75361.96317,0,0,0,0,0,0,0,0,0,0
297,-2482,15239.41891,0,0,0,0,0,0,0,0,0,0,0
298,15239.41891,-26993.96402,8212.050861,0,0,0,0,0,0,0,0,0,0
299,8212.050861,-24578.96918,0,0,0,0,0,0,0,0,0,0,0
300,-1898,7896.1249,0,0,0,0,0,0,0,0,0,0,0
301,7896.1249,-10101.82561,12311.20035,-8366.771276,17406.7149,0,0,0,0,0,0,0,0
302,17406.7149,12085.41702,-3902.952148,4374.37877,6585.956374,-34564.22613,-2304.298436,11740.40509,0,0,0,0,0
303,11740.40509,-14275.60677,6207.479694,7891.037764,0,0,0,0,0,0,0,0,0
304,7891.037764,-5688.660567,-410.7738492,-33447.1506,0,0,0,0,0,0,0,0,0
305,-2044,18391.23974,0,0,0,0,0,0,0,0,0,0,0
306,18391.23974,-20878.38554,14394.95238,0,0,0,0,0,0,0,0,0,0
307,14394.95238,-5905.751796,-17005.93468,10245.83215,18816.50557,21403.10159,-11018.29898,-1835.300679,-11561.61345,-47449.287,0,0,0
308,-1752,-15993.70788,13951.70772,18356.5981,-17529.50361,-8211.121768,-10499.68524,0,0,0,0,0,0
309,-1606,-785.2588083,6577.430423,0,0,0,0,0,0,0,0,0,0
310,6577.430423,6103.307343,14211.14385,0,0,0,0,0,0,0,0,0,0
