,1,2,3,4,5,6,7,8,9,10,11,12,13
311,-2190,-29728.41081,0,0,0,0,0,0,0,0,0,0,0
312,-2336,3132.183832,10587.38794,-27933.1848,15227.73732,0,0,0,0,0,0,0,0
313,15227.73732,1439.323357,-32862.00056,0,0,0,0,0,0,0,0,0,0
314,-2482,-948.5624675,24182.00739,0,0,0,0,0,0,0,0,0,0
315,24182.00739,15115.09269,0,0,0,0,0,0,0,0,0,0,0
316,15115.09269,22923.2093,10383.65487,0,0,0,0,0,0,0,0,0,0
317,-2336,9088.279893,9823.334324,0,0,0,0,0,0,0,0,0,0
318,-4088,11771.68924,25957.95074,0,0,0,0,0,0,0,0,0,0
319,25957.95074,7784.330444,0,0,0,0,0,0,0,0,0,0,0
320,7784.330444,-6599.827908,17472.21565,0,0,0,0,0,0,0,0,0,0
321,17472.21565,16127.697,-4607.037258,4595.010274,-21952.78381,-30514.46155,13533.76365,0,0,0,0,0,0
322,13533.76365,8220.00379,-59113.57118,0,0,0,0,0,0,0,0,0,0
323,-2774,-8938.472845,4376.709926,5205.759358,13385.77532,0,0,0,0,0,0,0,0
324,13385.77532,20757.79812,0,0,0,0,0,0,0,0,0,0,0
325,20757.79812,19777.8598,0,0,0,0,0,0,0,0,0,0,0
326,19777.8598,8604.006977,3269.322733,13280.21288,0,0,0,0,0,0,0,0,0
327,13280.21288,-5580.957639,-10276.90482,8856.935428,0,0,0,0,0,0,0,0,0
328,8856.935428,-3762.137261,-17091.31804,-22645.11285,0,0,0,0,0,0,0,0,0
329,-2044,1560.259093,6188.880205,-13185.21119,-15008.42036,12870.68776,0,0,0,0,0,0,0
330,12870.68776,13626.30384,0,0,0,0,0,0,0,0,0,0,0
331,13626.30384,4138.826874,-4545.183017,-1985.873169,-2970.245932,10005.79692,0,0,0,0,0,0,0
332,10005.79692,2820.608698,10778.71878,0,0,0,0,0,0,0,0,0,0
333,10778.71878,9520.838928,0,0,0,0,0,0,0,0,0,0,0
334,9520.838928,-12185.89357,-17811.77914,0,0,0,0,0,0,0,0,0,0
335,-2336,9096.386879,-6434.278673,-11545.45224,6843.394428,-11058.98882,4591.559557,-6997.876055,-23708.88631,0,0,0,0
336,-2920,-13726.55877,19177.85948,-3527.271709,-22997.97733,-4595.193408,-1955.7839,6709.830308,-16718.45436,0,0,0,0
337,-3942,8712.658252,-37729.98283,-17370.34234,0,0,0,0,0,0,0,0,0
338,-3358,30175.41978,6219.324159,12823.97455,9638.907784,0,0,0,0,0,0,0,0
339,-2920,-6023.811671,21438.03074,21031.0624,0,0,0,0,0,0,0,0,0
340,-2774,-3041.682213,15703.23315,0,0,0,0,0,0,0,0,0,0
341,15703.23315,16005.1642,15224.28099,10776.89497,0,0,0,0,0,0,0,0,0
342,10776.89497,8946.855957,0,0,0,0,0,0,0,0,0,0,0
343,8946.855957,14910.94115,0,0,0,0,0,0,0,0,0,0,0
344,14910.94115,-5319.28179,12633.16116,0,0,0,0,0,0,0,0,0,0
345,12633.16116,-6159.068233,-649.2387179,12747.12577,0,0,0,0,0,0,0,0,0
346,12747.12577,-18632.66741,3505.602507,-31713.70638,0,0,0,0,0,0,0,0,0
347,-2482,21850.52002,0,0,0,0,0,0,0,0,0,0,0
348,21850.52002,8219.547163,13897.14862,-9009.661664,13042.58018,0,0,0,0,0,0,0,0
349,13042.58018,-11070.66497,18053.82209,0,0,0,0,0,0,0,0,0,0
350,18053.82209,-46132.87157,0,0,0,0,0,0,0,0,0,0,0
351,-3358,-33395.81125,0,0,0,0,0,0,0,0,0,0,0
352,-3358,-8808.492764,14021.27764,-19036.34107,-15917.15835,-12200.70831,0,0,0,0,0,0,0
353,-3796,19106.80395,-5148.676318,26312.13702,0,0,0,0,0,0,0,0,0
354,26312.13702,26800.34192,-10094.88312,-13958.12771,15242.51324,0,0,0,0,0,0,0,0
355,15242.51324,9079.049601,-24312.25683,5526.5868,1721.002504,-46790.58426,0,0,0,0,0,0,0
356,-3066,-27577.7811,0,0,0,0,0,0,0,0,0,0,0
357,-2920,-6859.087484,10351.73364,8795.39971,14849.85087,0,0,0,0,0,0,0,0
358,14849.85087,-17807.94279,15639.08456,0,0,0,0,0,0,0,0,0,0
359,15639.08456,-4795.52646,12754.35051,-6814.782402,1579.012571,22284.76245,-6261.022376,-9808.821664,-30440.25965,12819.94337,-5916.083596,0,0
360,-3066,10535.66796,-26578.06086,9012.016664,0,0,0,0,0,0,0,0,0
361,9012.016664,2427.912979,32727.62856,0,0,0,0,0,0,0,0,0,0
362,32727.62856,10166.89427,-63653.4091,-12840.69401,17735.37433,0,0,0,0,0,0,0,0
363,17735.37433,23992.42442,-5142.766566,-7345.055079,-7278.423532,10614.54997,0,0,0,0,0,0,0
364,10614.54997,-8541.704845,20536.80959,0,0,0,0,0,0,0,0,0,0
365,20536.80959,-7670.632809,-22.95090999,4120.07832,16090.27102,17237.22035,0,0,0,0,0,0,0
366,17237.22035,6713.116784,0,0,0,0,0,0,0,0,0,0,0
367,6713.116784,10910.68538,0,0,0,0,0,0,8496.371338,0,0,0,0
368,-2044,17369.65529,-20533.02246,9473.389466,-21714.12015,-7170.546363,-7108.88964,719.7859986,9094.823514,-26413.16316,10927.85311,0,0
369,10927.85311,7346.061613,0,0,0,0,0,0,0,0,0,0,0
370,7346.061613,7979.404339,70.33749376,14178.31125,0,0,0,0,0,0,0,0,0
371,-2920,12946.74047,-13689.54236,-24491.0272,9316.78764,0,0,0,0,0,0,0,0
372,9316.78764,-56028.92019,0,0,0,14324.77575,-58333.80019,0,0,0,0,0,0
373,-2628,-25413.94056,21360.36285,-40225.47594,14391.26426,0,0,0,0,0,0,0,0
374,14391.26426,-675.8822622,4206.024029,18884.28598,1947.457822,-23554.15149,13356.61805,0,0,0,0,0,0
375,13356.61805,0,0,15232.93306,0,0,0,0,0,0,0,0,0
376,15232.93306,-6345.467276,14397.29728,10652.81644,224.4042453,-29932.35266,-20202.30676,7575.688837,0,0,0,0,0
377,7575.688837,-23605.13627,676.166596,-87.93670635,-7590.039567,-352.3764507,1530.338701,5554.270656,3414.169018,-10032.88928,5621.004425,0,0
378,-3066,11999.8413,6005.849188,-5082.406631,18323.74986,0,0,0,0,0,0,0,0
379,18323.74986,3550.551407,0,0,0,0,0,0,0,0,0,0,0
380,3550.551407,11185.16989,0,0,0,0,0,0,0,0,0,0,0
381,11185.16989,9253.39243,0,0,0,0,0,0,0,0,0,0,0
382,9253.39243,-18895.26156,14396.15529,0,0,0,0,0,0,0,0,0,0
383,14396.15529,17172.28053,-18804.92136,9797.562001,0,0,0,0,0,0,0,0,0
384,9797.562001,14040.44727,0,0,0,0,0,0,0,0,0,0,0
385,14040.44727,15012.68133,0,0,0,0,0,0,0,0,0,0,0
386,15012.68133,-6172.622882,-31112.2315,20578.48298,-49516.01071,17427.93212,13060.52286,-21849.4124,-23175.33224,0,0,0,0
387,-2044,13227.7201,0,0,0,0,0,0,0,0,0,0,0
388,13227.7201,12924.60565,-22353.26188,-1717.90652,1346.844938,-22989.99595,2754.56615,2642.152409,14339.73228,568.0995368,10676.66518,0,0
389,-2628,17495.91971,0,0,0,0,0,0,0,0,0,0,0
390,-2482,-108.973884,11280.19255,0,0,0,0,0,0,0,0,0,0
391,11280.19255,-10071.86725,16863.64491,0,0,0,0,0,0,0,0,0,0
392,16863.64491,-26059.9372,5449.759413,0,0,0,0,0,0,0,0,0,0
393,5449.759413,11263.72441,-9365.889478,0,0,-9541.320109,10278.81522,-16779.57106,9645.800562,2791.555371,-17041.81111,0,0
394,-3358,14606.08451,-14122.87012,-18257.56768,266.6442205,-2902.278109,-8353.913911,0,0,7020.078172,0,0,0
395,7020.078172,19531.82024,0,0,26167.50733,0,0,0,0,0,0,0,0
396,26167.50733,-17295.89415,-17000.8431,11703.29226,0,0,0,0,0,0,0,0,0
397,-3066,12115.33932,0,0,0,0,0,0,0,0,0,0,0
398,12115.33932,-72.6536909,573.3207317,-10956.29693,14200.94852,1511.821954,300.3026843,-11990.81653,862.9414878,9279.140694,0,0,0
399,9279.140694,12137.91087,0,0,0,0,0,0,0,0,0,0,0
400,12137.91087,15221.547,1592.183171,-40268.85296,13631.60606,-13409.20933,-11778.37806,-35533.6297,0,0,0,0,0
401,-3942,18082.86002,12879.08765,0,0,0,0,0,0,0,0,0,0
402,12879.08765,-30613.17751,187.9437182,42194.92734,0,0,0,0,0,0,0,0,0
403,42194.92734,-3874.302618,-1706.127177,-14192.52148,-5176.576939,-49702.99922,-58312.39276,0,0,0,0,0,0
404,-2774,-46622.71629,-35288.78393,14688.30597,0,0,0,0,0,0,0,0,0
405,14688.30597,19539.82631,11270.70126,13212.01712,0,0,0,0,0,0,0,0,0
406,13212.01712,-5092.473554,5425.888832,0,0,0,0,0,0,0,0,0,0
407,5425.888832,-5160.281361,-43211.5196,0,0,0,0,0,0,0,0,0,0
408,-1606,-7198.248102,-79270.68295,-9730.0444,8696.61494,-4326.465739,11884.64377,0,0,0,0,0,0
409,11884.64377,-4945.759855,-26147.18636,4218.506072,-9183.468156,9206.520473,0,0,0,0,0,0,0
410,9206.520473,-1048.432047,16604.25058,0,0,0,0,0,0,0,0,0,0
411,16604.25058,4696.674169,13757.91285,0,0,0,0,0,0,0,0,0,0
412,13757.91285,-29669.49963,1609.904156,11377.64412,3993.314168,-5686.79491,11834.06675,973.7543035,-26203.85502,-11830.16166,0,0,5940.340367
413,-1752,12512.03802,-1589.154207,20478.00847,0,0,0,0,0,0,0,0,0
414,-1898,15786.85791,0,0,0,0,0,0,0,0,0,0,0
415,15786.85791,-7412.602196,507.9121228,11460.00619,-18095.76151,-6803.779677,7667.224856,20641.40517,-33367.94071,3414.24787,-30175.0775,8826.475683,0
416,8826.475683,-17833.21184,-18657.74525,20328.26583,16366.44989,0,0,0,0,0,0,0,0
417,16366.44989,7961.317778,0,0,0,0,0,0,0,0,0,0,0
418,7961.317778,9686.336449,0,0,0,0,0,0,0,0,0,0,0
419,9686.336449,-12973.47101,1245.923214,11130.65078,0,0,0,0,0,0,0,0,0
420,11130.65078,0,0,18635.4089,-1037.935907,-13576.47736,15360.95277,-27045.77783,-19492.23904,24150.49472,0,0,0
421,-2336,182.1553223,449.6422856,20797.883,0,0,0,0,0,0,0,0,0
422,20797.883,567.5003351,-21192.25991,30406.31222,0,0,0,0,0,0,0,0,0
423,30406.31222,9336.853121,-39515.30361,9143.498227,0,0,0,0,0,0,0,0,0
424,9143.498227,14018.85835,-18029.2608,17036.49153,6747.738242,0,0,0,0,0,0,0,0
425,-2190,2389.264079,-26488.81565,16447.37343,-349.2938935,-24777.08413,19939.64988,0,0,0,0,0,0
426,19939.64988,477.8754792,5448.984854,-11902.16911,-31526.94288,6227.79094,0,0,0,0,0,0,0
427,6227.79094,-4328.183537,-2049.19889,15383,0,0,0,0,0,0,0,0,0
428,15383,12013.88204,0,0,0,0,0,0,0,0,0,0,0
429,12013.88204,10966.22102,14980.06558,1522.781765,0,0,0,0,0,0,0,0,0
430,-2336,-42527.12595,-39757.71882,0,0,0,0,0,0,0,0,0,0
431,-2044,-8189.131491,10556.5595,-4278.279387,9222.037335,0,0,0,0,0,0,0,0
432,9222.037335,-5073.822964,18123.64872,-133.0140886,-7939.119919,-6677.479292,-19016.13913,6481.987499,0,0,0,0,0
433,6481.987499,29957.85358,0,0,0,0,0,0,0,0,0,0,0
434,29957.85358,8353.399528,0,0,0,0,0,0,0,0,0,0,0
435,8353.399528,-7617.4803,-4965.06875,-6142.136928,4966.619549,24092.32971,-6303.397715,-20889.51107,4295.322328,-12942.35835,11986.81261,0,0
436,11986.81261,-24816.53074,-25432.65554,-12837.40112,0,0,0,0,0,0,0,0,0
437,-2044,23941.29336,-3727.985224,2008.108215,5367.258356,-38607.76595,3618.219199,-25914.64305,11301.96326,-8654.93141,5866.164708,0,0
438,-2044,6361.163277,15187.62779,0,0,0,0,0,0,0,0,0,0
439,15187.62779,-61987.365,23922.67534,8157.016474,-2335.792697,-50840.01423,0,0,0,0,0,0,0
440,-1752,-9025.237237,10137.54698,5113.905187,0,0,0,0,0,0,0,0,0
441,5113.905187,-34371.28637,7455.761704,21719.39912,-47606.38367,0,0,0,0,0,0,0,0
442,-1898,28237.38755,0,0,0,0,0,0,0,0,0,0,0
443,28237.38755,-12067.77206,-281.0409878,9739.289912,0,0,0,0,0,0,0,0,0
444,9739.289912,12667.53193,0,0,0,0,0,0,0,0,0,0,0
445,12667.53193,2736.34236,6650.331879,0,0,0,0,0,0,0,0,0,0
446,6650.331879,21507.53244,0,0,0,0,0,0,0,0,0,0,0
447,-1606,-4411.024125,20405.48908,5262.893368,0,0,0,0,0,0,0,0,0
448,-1752,-71390.80797,0,0,0,0,0,0,0,0,0,0,0
449,-1314,-17486.21204,-4597.06651,-18797.94656,6624.128689,5337.002438,16483.32161,7201.438438,-15879.27659,10168.4534,-16807.94852,4378.486407,0
450,-1606,20064.11847,0,0,0,0,0,0,0,0,0,0,0
451,20064.11847,15348.894,15136.80738,-451.1905195,-14439.19111,6513.012156,-10506.10587,-8805.048701,21428.33468,0,0,0,0
452,21428.33468,9330.043629,0,0,0,0,0,0,0,0,0,0,0
453,9330.043629,-59264.96091,0,0,0,0,0,0,0,0,0,0,0
454,-1460,12206.44619,0,0,0,0,0,0,0,0,0,0,0
455,12206.44619,9782.763674,-25401.7516,16260.02381,0,0,0,0,0,0,0,0,0
456,16260.02381,583.8853043,4050.526615,-4397.973096,-292.4047662,714.934575,5548.044545,486.8864343,-24929.07785,6489.460129,-206.4707889,0,0
457,-1314,4252.065502,-16770.19008,11954.67692,0,0,0,0,0,0,0,0,0
458,11954.67692,9893.522614,0,0,0,0,0,0,0,0,0,0,0
459,9893.522614,6129.752944,7863.640442,0,0,0,0,0,0,0,0,0,0
460,7863.640442,23200.66349,0,0,0,0,0,0,0,0,0,0,0
461,23200.66349,11868.05002,6195.44583,0,0,0,0,0,0,0,0,0,0
462,6195.44583,-10490.62779,16901.63176,4110.457045,-7266.709001,3533.735628,8342.532385,12608.68756,0,0,0,0,0
463,12608.68756,12240.88177,0,0,0,0,0,0,0,0,0,0,0
464,12240.88177,-5831.283754,4677.062965,1611.872996,15142.32586,0,0,0,0,0,0,0,0
465,15142.32586,19289.25158,0,0,0,0,0,0,0,0,0,0,0
466,19289.25158,4761.029555,-3638.677867,-4137.091033,-9696.841589,-90.18187277,-6143.78902,-20446.03453,9404.442983,0,0,0,0
467,9404.442983,17220.19276,-43920.20076,16872.1627,3436.325322,19936.18281,3672.012516,-715.2589039,-4917.079998,-6026.737883,-23943.76195,-137.7694226,0
468,-2774,136.310566,-31483.80333,-25373.83772,5364.43364,0,0,0,0,0,0,0,0
469,5364.43364,-10685.99708,16580.77403,-11295.2141,-628.8841649,-14445.02834,19619.30124,0,0,0,0,0,0
470,19619.30124,-4479.676232,-10319.66923,7586.066742,-12670.47838,11333.77544,0,0,0,0,0,0,0
471,11333.77544,4641.316506,15908.33058,0,0,0,0,0,0,0,0,0,0
472,15908.33058,-4139.414427,-28892.90322,-3411.44054,116.38179,-24246.53616,0,0,0,0,0,0,0
473,-3212,-55153.91523,23551.21927,0,0,0,0,0,0,0,0,0,0
474,23551.21927,14659.34132,0,0,0,0,0,0,0,0,0,0,0
475,14659.34132,-10117.87628,-10121.18689,19455.87891,0,0,0,0,0,0,0,0,0
476,19455.87891,-24626.57416,-2113.82479,11843.4616,13247.00577,7237.756581,14504.60064,0,0,0,0,0,0
477,14504.60064,-9503.905279,-7555.776136,-1911.560806,-11248.19089,25498.19521,0,0,0,0,0,0,0
478,25498.19521,10181.22941,20498.97127,-19237.65253,-8653.91751,-2905.425373,8858.220417,-3312.094732,7920.236134,0,0,0,0
479,7920.236134,8522.988715,-3349.774085,11831.08039,-1564.940086,-11714.40682,10921.97531,0,0,0,0,0,0
480,10921.97531,28667.55489,0,0,0,0,0,0,0,0,0,0,0
481,28667.55489,27512.72821,0,0,0,0,0,0,0,0,0,0,0
482,27512.72821,11984.17978,0,0,0,0,0,0,0,0,0,0,0
483,11984.17978,-22572.14603,7348.338579,-9962.250109,15240.12636,18324.45203,-22377.26657,-2762.658023,-15057.41192,22133.14173,0,0,0
484,22133.14173,12275.9523,12831.87922,0,0,0,0,0,0,0,0,0,0
485,12831.87922,17483.06061,12772.01994,0,0,0,0,0,0,0,0,0,0
486,-1752,-3901.605367,24807.04838,0,0,0,0,0,0,0,0,0,0
487,24807.04838,1779.9448,65.6324093,10056.85443,-7752.810097,10109.61605,0,0,0,0,0,0,0
488,10109.61605,-151.6892689,-8198.907662,8990.888195,-602.6875744,-16230.95339,10471.31261,0,0,0,0,0,0
489,10471.31261,786.6582673,34218.6066,0,0,0,0,0,0,0,0,0,0
490,34218.6066,16620.38391,0,0,0,0,0,0,0,0,0,0,0
491,16620.38391,11253.27445,0,0,0,0,0,0,0,0,0,0,0
492,11253.27445,-35452.87115,10651.42838,0,0,0,0,0,0,0,0,0,0
493,10651.42838,9569.92222,0,0,0,0,0,0,0,0,0,0,0
494,9569.92222,-30139.90068,-15091.79695,0,0,0,0,0,0,0,0,0,0
495,-1606,5104.824219,0,0,0,0,0,0,0,0,0,0,0
496,5104.824219,-38288.63594,0,0,0,0,0,0,0,0,0,0,0
497,-1606,13733.10243,-13258.22345,-14586.11826,-6986.478065,-13424.40508,-29176.60063,0,0,0,0,0,0
498,-1898,15389.04868,-24122.67339,-25329.70249,-10821.89798,9609.230755,0,0,0,0,0,0,0
499,9609.230755,-18625.11171,15006.6137,0,0,0,0,0,0,0,0,0,0
500,15006.6137,14871.12054,-369.2471386,-15937.07268,-11583.29263,-7848.285098,-11034.58091,1094.454935,-10488.69862,8217.468382,11908.96719,0,0
501,-1898,17629.9942,-10057.33323,7116.110367,1162.394774,25519.39879,0,0,0,0,0,0,0
502,25519.39879,2298.506136,13751.71977,0,0,0,0,0,0,0,0,0,0
503,13751.71977,10963.41031,-14373.60124,468.443778,15198.07966,14792.67833,8395.633634,0,0,0,0,0,0
504,-2190,4343.02922,18724.84352,0,0,0,0,0,0,0,0,0,0
505,18724.84352,2020.442559,1119.288685,-27288.41635,-28060.01673,28600.72484,0,0,0,0,0,0,0
506,28600.72484,14323.34474,-3043.244072,74.82310575,-3564.38035,14448.91354,-5421.237421,-10274.11482,6022.639444,14037.86012,0,0,0
507,14037.86012,9224.006139,15266.72587,-52751.99501,15772.76329,15078.76091,16862.68722,13590.8458,0,0,0,0,0
508,-1898,14774.97518,-10683.94148,10975.45347,8230.631323,-22356.58932,-9794.196267,14404.81931,0,0,0,0,0
509,14404.81931,10725.96034,-30714.26625,-1528.957495,-48561.56867,0,0,0,0,0,0,0,0
510,-2336,20145.20495,6177.640665,0,0,0,0,0,0,0,0,0,0
511,-2190,9283.211297,0,0,0,0,0,0,0,0,0,0,0
512,9283.211297,-19173.59619,11685.99004,-10679.12728,1249.772548,-2285.519196,-33924.04356,0,0,0,0,0,0
513,-2628,-15390.01211,-18032.40357,15028.05947,11269.69267,9777.655814,0,0,0,0,0,0,0
514,9777.655814,18649.79379,0,0,0,0,0,0,0,0,0,0,0
515,18649.79379,7295.663653,0,0,0,0,0,0,0,0,0,0,0
516,7295.663653,-11006.37081,-14819.4867,30913.1378,0,0,0,0,0,0,0,0,0
517,30913.1378,6862.26076,-16085.26303,8296.98811,-15688.91967,-3495.157105,530.2003836,8670.943951,7683.988352,0,0,0,0
518,7683.988352,15276.43123,-16.09221133,11557.40784,0,0,0,0,0,0,0,0,0
519,11557.40784,9414.915898,0,0,0,0,0,0,0,0,0,0,0
520,9414.915898,-7846.450773,-5950.485112,17373.65284,-136.0448409,14429.39448,3419.630695,17810.1897,0,0,0,0,0
521,-2920,11583.94153,0,0,0,0,0,0,0,0,0,0,0
522,11583.94153,-5742.416327,17499.23344,0,0,0,0,0,0,0,0,0,0
523,17499.23344,32599.67941,0,0,0,0,0,0,0,0,0,0,0
524,32599.67941,-11336.83917,12488.38275,0,0,0,0,0,0,0,0,0,0
525,12488.38275,9205.560917,19110.76507,0,0,0,0,0,0,0,0,0,0
526,19110.76507,-6532.397564,12671.89442,0,0,0,0,0,0,0,0,0,0
527,12671.89442,7276.414531,-16596.55347,-35972.69141,373.9218732,-2635.446743,-6455.812234,-48872.3182,0,0,0,0,0
528,-1606,10606.63923,-21648.29423,8868.970094,20972.45657,1125.731513,-13660.30987,-6794.008548,11848.70768,17170.03203,0,0,0
529,17170.03203,-2447.844421,-3702.544205,-4952.400881,12462.81903,0,0,0,0,0,0,0,0
530,12462.81903,21003.22944,0,0,0,0,0,0,0,0,0,0,0
531,21003.22944,1490.638086,9694.771606,0,0,0,0,0,0,0,0,0,0
532,9694.771606,22076.30495,0,0,0,0,0,0,0,0,0,0,0
533,22076.30495,9104.192758,9418.740146,10383.69334,0,0,0,0,0,0,0,0,0
534,10383.69334,1357.414047,-29909.10989,-5579.752162,14573.70779,0,0,0,0,0,0,0,0
535,14573.70779,19724.66448,-43448.89618,-13780.67877,-328.4765756,12496.43079,12089.55016,0,0,0,0,0,0
536,12089.55016,16183.59374,0,0,0,0,0,0,0,0,0,0,0
537,16183.59374,10312.60931,0,0,0,0,0,0,0,0,0,0,0
538,10312.60931,14026.72647,-25670.0049,-12203.41361,9802.865304,0,0,0,0,0,0,0,0
539,9802.865304,16057.23132,-21971.22497,15337.45534,8407.167484,0,0,0,0,0,0,0,0
540,8407.167484,13441.24453,0,0,0,0,0,0,0,0,0,0,0
541,13441.24453,-4742.627906,-32860.14699,13329.51859,0,0,0,0,0,0,0,0,0
542,13329.51859,2449.252507,16173.26475,0,0,0,0,0,0,0,0,0,0
543,16173.26475,14723.32992,0,0,0,0,0,0,0,0,0,0,0
544,14723.32992,-1603.719792,9057.39222,11599.58974,11789.74009,0,0,0,0,0,0,0,0
545,-1022,-17366.99995,744.9593103,14118.37471,0,0,0,0,0,0,0,0,0
546,14118.37471,5399.329219,10516.88234,0,0,0,0,0,0,0,0,0,0
547,10516.88234,13575.26952,9971.288798,0,0,0,0,0,0,0,0,0,0
548,9971.288798,10031.3231,0,0,0,0,0,0,0,0,0,0,0
549,10031.3231,7654.662049,0,0,0,0,0,0,0,0,0,0,0
550,7654.662049,8339.983111,-8699.450861,3782.665641,12068.71323,0,0,0,0,0,0,0,0
551,12068.71323,11063.09916,0,0,0,0,0,0,0,0,0,0,0
552,11063.09916,13779.38239,-11441.72965,18876.86596,6612.740554,0,0,0,0,0,0,0,0
553,-1168,13016.26226,0,0,0,0,0,0,0,0,0,0,0
554,13016.26226,-7340.888368,7560.78481,0,0,0,0,0,0,0,0,0,0
555,7560.78481,9191.428167,0,0,0,0,0,0,0,0,0,0,0
556,9191.428167,14963.92368,0,0,0,0,0,0,0,0,0,0,0
557,14963.92368,1391.042111,15234.41708,-1490.026994,-16469.48884,7651.60565,0,0,0,0,0,0,0
558,7651.60565,-10308.71136,11583.62687,12162.19566,4445.741442,-1977.420644,13810.82704,0,0,0,0,0,0
559,-1606,2012.673242,15435.49505,0,0,0,0,0,0,0,0,0,0
560,15435.49505,12716.5827,-11919.33469,5823.743827,-486.562837,-12633.75971,-4305.334745,-3134.168643,-37132.07161,1183.900917,19770.91391,0,0
561,19770.91391,2447.945406,18618.632,4216.308911,-11286.97288,-962.8481803,-10917.78292,-11430.32662,-17380.83606,3002.702319,-21351.18355,-4575.041213,0
562,-2628,11287.47228,0,0,0,0,0,0,0,0,0,0,0
563,11287.47228,-10794.29266,19550.08976,-21427.63112,909.0272672,-29555.38511,6484.622983,0,0,0,0,0,0
564,6484.622983,-2270.468534,-13620.69858,-9456.507015,-16243.28728,9638.750725,0,0,0,0,0,0,0
565,9638.750725,-32460.89139,11050.1746,-615.3046157,-4274.270537,7235.950364,18522.51842,0,0,0,0,0,0
566,18522.51842,-19056.96219,-16640.97947,13219.14124,22932.06703,0,0,0,0,0,0,0,0
567,-2336,-2074.331506,-23028.65771,7531.451574,0,0,0,0,0,0,0,0,0
568,7531.451574,13022.55283,7291.504939,0,0,0,0,0,0,0,0,0,0
569,-2336,2059.574642,14822.48694,0,0,0,0,0,0,0,0,0,0
570,14822.48694,-4834.374184,-8169.738186,6782.384205,10690.50553,17900.32041,0,0,0,0,0,0,0
571,17900.32041,-18571.99878,-15267.48827,4351.303719,0,0,0,0,0,0,0,0,0
572,4351.303719,-551.5456647,11756.25086,-19049.85695,-27688.82625,3556.367971,10529.17483,-42203.56688,0,0,0,0,0
573,-2044,17195.08517,423.7544799,-51670.68755,13871.71671,0,0,0,0,0,0,0,0
574,13871.71671,17925.44508,0,0,0,0,0,0,0,0,0,0,0
575,17925.44508,1660.582604,5037.60107,-6032.422239,2411.741435,11198.3346,-7880.618652,16253.39151,-15877.28921,12640.35333,-21452.95447,0,0
576,-1752,9604.356809,-14451.47589,1572.21016,-6731.850719,-22464.51067,-14784.14402,9058.475796,0,0,0,0,0
577,9058.475796,-2154.125776,-35973.28838,-6932.657533,13103.23814,12733.8025,-7852.832188,16992.88663,-27562.55398,17700.70301,-7903.227126,0,0
578,-2190,15738.26748,14347.96495,0,0,0,0,0,0,0,0,0,0
579,14347.96495,9455.854653,0,0,0,0,0,0,0,0,0,0,0
580,9455.854653,8093.002441,1573.043603,21268.72866,0,0,0,0,0,0,0,0,0
581,21268.72866,16130.19642,0,0,0,0,0,0,0,0,0,0,0
582,16130.19642,17037.96011,0,0,0,0,0,0,0,0,0,0,0
583,17037.96011,7239.775582,7414.222456,0,0,0,0,0,0,0,0,0,0
584,7414.222456,-15022.72646,14212.62444,-22619.81162,-1230.637741,9517.525121,2011.871778,-13111.83806,5945.086555,731.1564068,9991.846177,0,0
585,-1898,14283.16578,0,0,0,0,0,0,0,0,0,0,0
586,14283.16578,-6823.879463,6899.109875,0,0,0,0,0,0,0,0,0,0
587,6899.109875,15149.74859,0,0,0,0,0,0,0,0,0,0,0
588,15149.74859,-28952.66593,-8473.255223,151.9154762,16918.17454,0,0,0,0,0,0,0,0
589,16918.17454,5392.044451,550.5623575,2274.322379,-9313.234857,-139.731906,8606.924201,3375.468617,4233.579644,-2835.903362,-10935.17641,0,0
590,-2482,10458.00755,11001.67259,-30729.51774,15700.20841,20497.81803,0,0,0,0,0,0,0
591,20497.81803,-6887.628897,-1760.810724,20687.50133,0,0,0,0,0,0,0,0,0
592,20687.50133,14475.08088,-3889.955044,-10172.20178,-24920.34878,9292.578961,0,0,0,0,0,0,0
593,9292.578961,21013.81238,0,0,0,0,0,0,0,0,0,0,0
594,21013.81238,9648.3707,-15721.47351,-24350.72648,-7275.243179,9649.060427,0,0,0,0,0,0,0
595,9649.060427,11970.39822,0,0,0,0,0,0,0,0,0,0,0
596,11970.39822,-330.2272525,4624.558722,11853.03946,0,0,0,0,0,0,0,0,0
597,11853.03946,-3299.16976,-7705.724333,3344.636327,5087.66646,11239.10782,0,0,0,0,0,0,0
598,11239.10782,6457.821108,-27726.50374,-5282.824127,31480.07945,-47806.45833,-80528.97379,0,0,0,0,0,0
599,-2044,-6239.090476,-14988.92139,-6542.506638,14362.87177,36062.45701,0,0,0,0,0,0,0
600,-1898,-5708.21231,17098.5352,19454.10383,18818.98849,0,0,0,0,0,0,0,0
601,-1606,5939.542885,4976.966592,-6484.337359,-5538.292332,-30085.21117,-18111.05424,-2607.476457,-23122.00782,-5676.108886,16741.37711,0,0
602,-2190,17267.32616,0,0,0,0,0,0,0,0,0,0,0
603,-2336,9974.429616,0,0,0,0,0,0,0,0,0,0,0
604,9974.429616,10153.11659,-18008.99797,19171.63966,6278.016824,0,0,0,0,0,0,0,0
605,6278.016824,2092.034994,-2274.56858,3870.028015,0,0,0,0,0,0,0,0,0
606,3870.028015,-14854.39501,5973.891319,21736.66361,-30408.02024,8127.3641,-46796.30733,0,0,0,0,0,0
