Date,fncl_4.5_1n_spread_duration:jpmorgan,fncl_5.0_1n_spread_duration:jpmorgan,fncl_5.5_1n_spread_duration:jpmorgan,fncl_6.0_1n_spread_duration:jpmorgan,fncl_6.5_1n_spread_duration:jpmorgan,fncl_7.0_1n_spread_duration:jpmorgan,fncl_7.5_1n_spread_duration:jpmorgan,fncl_8.0_1n_spread_duration:jpmorgan,fncl_8.5_1n_spread_duration:jpmorgan
2004-11-19 15:00:00,5.61603,5.35031,4.54328,3.73074,2.78105,2.7328,2.50778,2.09803,2.17402
2004-11-22 15:00:00,5.56806,5.27852,4.45283,3.65081,2.71674,2.68734,2.47519,2.07424,2.15621
2004-11-23 15:00:00,5.59479,5.31071,4.48738,3.67606,2.73255,2.69573,2.47893,2.076,2.15631
2004-11-24 15:00:00,5.59675,5.31695,4.50098,3.69016,2.74482,2.70204,2.48238,2.07887,2.15759
2004-11-26 15:00:00,5.64223,5.38525,4.58967,3.77099,2.80767,2.7471,2.51414,2.1022,2.1742
2004-11-29 15:00:00,5.72181,5.50655,4.74919,3.91703,2.92505,2.83003,2.57392,2.14595,2.20513
2004-11-30 15:00:00,5.75865,5.55856,4.81286,3.97672,2.97583,2.86869,2.60362,2.16715,2.22247
2004-12-01 15:00:00,5.77543,5.62161,4.87876,3.97462,2.94846,2.8463,2.58587,2.15317,2.21293
2004-12-02 15:00:00,5.80504,5.66644,4.94731,4.0438,3.00735,2.88773,2.61511,2.17737,2.22853
2004-12-03 15:00:00,5.7134,5.51373,4.71292,3.80957,2.81153,2.74796,2.51594,2.10307,2.17486
2004-12-06 15:00:00,5.66673,5.43769,4.60334,3.70818,2.73199,2.69214,2.47617,2.07431,2.15413
2004-12-07 15:00:00,5.63865,5.39486,4.5501,3.6603,2.69607,2.66627,2.45757,2.06183,2.14468
2004-12-08 15:00:00,5.49067,5.19142,4.32735,3.53736,2.63823,2.64124,2.44848,2.06298,2.14835
2004-12-09 15:00:00,5.45388,5.22682,4.39687,3.55739,2.69466,2.67927,2.47414,2.08231,2.1611
2004-12-10 15:00:00,5.42375,5.19255,4.36167,3.53175,2.67444,2.66715,2.46479,2.07769,2.15679
2004-12-13 15:00:00,5.39999,5.1687,4.34269,3.52005,2.66614,2.66075,2.46329,2.07561,2.15431
2004-12-14 15:00:00,5.36226,5.12151,4.29307,3.48151,2.63753,2.64087,2.45069,2.06924,2.14899
2004-12-15 15:00:00,5.28,5.01621,4.17538,3.38896,2.56744,2.59442,2.42156,2.0492,2.1355
2004-12-16 15:00:00,5.40044,5.19515,4.40692,3.59169,2.72922,2.70504,2.49779,2.1059,2.17587
2004-12-17 15:00:00,5.4359,5.24699,4.47378,3.65184,2.77913,2.7368,2.51908,2.12216,2.18688
2004-12-20 15:00:00,5.41879,5.22239,4.44575,3.62576,2.75531,2.71873,2.50637,2.11265,2.17963
2004-12-21 15:00:00,5.39288,5.17625,4.38387,3.56792,2.70539,2.6822,2.48021,2.09307,2.16523
2004-12-22 15:00:00,5.44217,5.23773,4.44834,3.61753,2.74204,2.70822,2.49684,2.10369,2.17284
2004-12-23 15:00:00,5.46668,5.27102,4.4872,3.65105,2.76792,2.72625,2.50955,2.11274,2.17936
2004-12-27 15:00:00,5.54032,5.37934,4.62653,3.77571,2.86897,2.79829,2.56009,2.14968,2.2055
2004-12-28 15:00:00,5.54733,5.38912,4.63782,3.78725,2.87962,2.80461,2.5643,2.15263,2.20725
2004-12-29 15:00:00,5.56149,5.41304,4.67691,3.82797,2.91487,2.82569,2.57841,2.16323,2.21459
2004-12-30 15:00:00,5.4953,5.31673,4.55353,3.71963,2.82785,2.76301,2.5343,2.1309,2.19193
2004-12-31 15:00:00,5.42987,5.22205,4.43479,3.61506,2.74268,2.70348,2.49169,2.09995,2.16963
2005-01-03 15:00:00,5.45225,5.3164,4.51281,3.56704,2.68832,2.66121,2.45721,2.07594,2.15101
2005-01-04 15:00:00,5.28937,5.01135,4.32723,3.55199,2.77464,2.714,2.49194,2.10265,2.16473
2005-01-05 15:00:00,5.51249,5.40431,4.63165,3.66719,2.76633,2.70873,2.49009,2.09784,2.16353
2005-01-06 15:00:00,5.51009,5.39315,4.6079,3.64256,2.74424,2.69199,2.4786,2.08906,2.15766
2005-01-07 15:00:00,5.51415,5.39411,4.60715,3.63251,2.73153,2.67868,2.46614,2.07727,2.14958
2005-01-10 15:00:00,5.46862,5.32995,4.54362,3.6277,2.74955,2.69884,2.48258,2.09392,2.16014
2005-01-11 15:00:00,5.4204,5.25752,4.45434,3.54959,2.68833,2.65718,2.4521,2.07246,2.14472
2005-01-12 15:00:00,5.40747,5.23093,4.41298,3.50939,2.65374,2.62986,2.43237,2.05729,2.1337
2005-01-13 15:00:00,5.35635,5.14462,4.2928,3.40401,2.56821,2.5704,2.3903,2.02657,2.11176
2005-01-14 15:00:00,5.37031,5.16878,4.32987,3.43643,2.59317,2.58675,2.40077,2.03425,2.11626
2005-01-18 15:00:00,5.33299,5.11779,4.27287,3.38907,2.55818,2.56255,2.38329,2.02287,2.10754
2005-01-19 15:00:00,5.32624,5.10393,4.25093,3.36758,2.53859,2.54648,2.37302,2.01397,2.1002
2005-01-20 15:00:00,5.31559,5.06988,4.18357,3.30297,2.48548,2.51077,2.34782,1.99498,2.08711
2005-01-21 15:00:00,5.28033,5.02129,4.12821,3.26469,2.45986,2.49662,2.34119,1.99062,2.08587
2005-01-24 15:00:00,5.26897,5.01265,4.12971,3.26955,2.4644,2.49841,2.34144,1.99191,2.08596
2005-01-25 15:00:00,5.33046,5.10394,4.25257,3.37597,2.54739,2.55584,2.38145,2.02115,2.10761
2005-01-26 15:00:00,5.33857,5.1194,4.28001,3.40237,2.56726,2.56765,2.38874,2.02697,2.11083
2005-01-27 15:00:00,5.37522,5.16786,4.33525,3.44077,2.59565,2.58533,2.3989,2.03391,2.11477
2005-01-28 15:00:00,5.31707,5.08147,4.22673,3.35046,2.52569,2.53741,2.3666,2.01024,2.09826
2005-01-31 15:00:00,5.28451,5.03479,4.17139,3.3037,2.489,2.51038,2.34651,1.99572,2.08725
2005-02-01 15:00:00,5.10022,4.74139,3.96387,3.18054,2.45896,2.48078,2.32418,1.98703,2.07385
2005-02-02 15:00:00,5.28399,5.05715,4.17532,3.24598,2.42712,2.46301,2.31269,1.97806,2.07073
2005-02-03 15:00:00,5.30557,5.0837,4.20514,3.26509,2.44122,2.47007,2.31561,1.98021,2.07156
2005-02-04 15:00:00,5.18629,4.90637,3.98236,3.08756,2.30614,2.38061,2.25589,1.93813,2.04312
2005-02-07 15:00:00,5.09121,4.78252,3.86602,3.04449,2.28712,2.36805,2.2457,1.93064,2.0326
2005-02-08 15:00:00,5.07547,4.76522,3.8509,3.03407,2.28185,2.36076,2.23991,1.92675,2.02948
2005-02-09 15:00:00,5.02215,4.6946,3.77365,2.98286,2.25425,2.34648,2.23439,1.92361,2.0293
2005-02-10 15:00:00,5.12675,4.84327,3.95242,3.12548,2.35897,2.41807,2.28356,1.9582,2.05362
2005-02-11 15:00:00,5.16435,4.89611,4.01217,3.16879,2.38852,2.4359,2.29346,1.96402,2.05628
2005-02-14 15:00:00,5.11877,4.83874,3.95888,3.13379,2.36379,2.41897,2.28178,1.95681,2.05077
2005-02-15 15:00:00,5.15414,4.89192,4.02612,3.18817,2.40562,2.44826,2.30198,1.97216,2.06178
2005-02-16 15:00:00,5.20008,4.95445,4.09582,3.23386,2.43315,2.46251,2.30927,1.97614,2.06325
2005-02-17 15:00:00,5.24447,5.01067,4.15084,3.2729,2.46233,2.48476,2.32554,1.98677,2.0716
2005-02-18 15:00:00,5.33866,5.14338,4.31018,3.40025,2.5601,2.54845,2.3668,2.01538,2.09051
2005-02-22 15:00:00,5.38054,5.20508,4.38863,3.46662,2.6128,2.5866,2.39336,2.03453,2.10381
2005-02-23 15:00:00,5.35164,5.15831,4.32849,3.41531,2.57217,2.55801,2.3726,2.01964,2.09308
2005-02-24 15:00:00,5.36382,5.18307,4.36453,3.44762,2.59613,2.57014,2.38068,2.02657,2.09675
2005-02-25 15:00:00,5.36413,5.18278,4.36558,3.44867,2.59605,2.56938,2.38074,2.02531,2.09505
2005-02-28 15:00:00,5.45506,5.33032,4.56272,3.6254,2.74552,2.67643,2.45711,2.08255,2.13499
2005-03-01 15:00:00,5.4878,5.40947,4.65236,3.64683,2.74486,2.67569,2.45177,2.07921,2.13278
2005-03-02 15:00:00,5.49959,5.4238,4.66171,3.65082,2.74692,2.67907,2.45347,2.08069,2.13471
2005-03-03 15:00:00,5.50941,5.43619,4.66899,3.65,2.74423,2.67319,2.45085,2.07866,2.13223
2005-03-04 15:00:00,5.40627,5.27606,4.45767,3.46127,2.59212,2.56843,2.37685,2.02355,2.09285
2005-03-07 15:00:00,5.36906,5.22401,4.39468,3.40585,2.54773,2.53671,2.35399,2.00699,2.08037
2005-03-08 15:00:00,5.45314,5.36086,4.57778,3.56647,2.67967,2.63104,2.42105,2.05677,2.11534
2005-03-09 15:00:00,5.56567,5.53769,4.86046,3.92213,3.01191,2.87554,2.60442,2.20057,2.22017
2005-03-10 15:00:00,5.49968,5.43745,4.73476,3.80938,2.91469,2.80606,2.55308,2.16252,2.19291
2005-03-11 15:00:00,5.34299,5.14614,4.54488,3.79296,3.02841,2.88797,2.61313,2.21204,2.22311
2005-03-14 15:00:00,5.72115,5.48064,4.80634,3.88594,2.98619,2.85917,2.59171,2.19546,2.21567
2005-03-15 15:00:00,5.74967,5.51166,4.84409,3.92044,3.01351,2.87886,2.60471,2.20407,2.22155
2005-03-16 15:00:00,5.73504,5.49698,4.82818,3.91151,3.00831,2.88028,2.60722,2.20556,2.22403
2005-03-17 15:00:00,5.68286,5.43658,4.74663,3.83657,2.94417,2.83354,2.57412,2.18111,2.20714
2005-03-18 15:00:00,5.71754,5.47748,4.79466,3.87878,2.97854,2.85833,2.59087,2.19398,2.21604
2005-03-21 15:00:00,5.75052,5.51648,4.84824,3.93409,3.02708,2.89499,2.61809,2.21435,2.23064
2005-03-22 15:00:00,5.84244,5.62484,4.99877,4.08562,3.16455,2.99582,2.6929,2.27224,2.26985
2005-03-23 15:00:00,5.82622,5.60868,4.9891,4.08555,3.16934,2.99934,2.69635,2.27819,2.27299
2005-03-24 15:00:00,5.77951,5.55939,4.93053,4.02963,3.11998,2.96088,2.67231,2.25659,2.25728
2005-03-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-03-28 15:00:00,5.84205,5.62732,5.00918,4.10069,3.18133,3.0054,2.7033,2.27949,2.27217
2005-03-29 15:00:00,5.81057,5.5895,4.95844,4.0536,3.1363,2.97041,2.67649,2.25864,2.25829
2005-03-30 15:00:00,5.75503,5.52706,4.87684,3.97871,3.06972,2.919,2.63588,2.22748,2.23605
2005-03-31 15:00:00,5.72945,5.49134,4.81103,3.89951,2.98914,2.85675,2.58656,2.18521,2.20517
2005-04-01 15:00:00,5.69186,5.44902,4.75816,3.75177,2.9341,2.76053,2.54093,2.19127,2.20296
2005-04-04 15:00:00,5.73931,5.49451,4.79781,3.77835,2.95006,2.76727,2.54224,2.18942,2.2003
2005-04-05 15:00:00,5.76821,5.52777,4.8472,3.82758,2.98968,2.79489,2.56103,2.20322,2.20995
2005-04-06 15:00:00,5.75958,5.51469,4.82217,3.80233,2.96458,2.77656,2.54785,2.19249,2.20241
2005-04-07 15:00:00,5.77557,5.53652,4.86095,3.84752,3.00433,2.81062,2.57112,2.21231,2.21629
2005-04-08 15:00:00,5.72874,5.49068,4.83284,3.88998,3.07331,2.87151,2.62203,2.25954,2.25075
2005-04-11 15:00:00,5.69697,5.45562,4.7873,3.84735,3.03436,2.84234,2.59995,2.24241,2.23853
2005-04-12 15:00:00,5.60377,5.34312,4.63255,3.69077,2.89979,2.74444,2.52671,2.18556,2.19837
2005-04-13 15:00:00,5.61523,5.3538,4.63791,3.69267,2.90227,2.74673,2.52981,2.18611,2.19975
2005-04-14 15:00:00,5.6114,5.34822,4.62883,3.68615,2.89788,2.74699,2.5331,2.1863,2.20177
2005-04-15 15:00:00,5.49738,5.22141,4.48,3.56627,2.8087,2.68692,2.4936,2.15975,2.18403
2005-04-18 15:00:00,5.47517,5.19783,4.45281,3.54372,2.78791,2.67321,2.48323,2.15169,2.17815
2005-04-19 15:00:00,5.3863,5.09828,4.32824,3.43214,2.69989,2.61115,2.44141,2.12183,2.15766
2005-04-20 15:00:00,5.39252,5.10556,4.33485,3.43527,2.70168,2.61418,2.44375,2.12349,2.15904
2005-04-21 15:00:00,5.13208,4.89477,4.21472,3.49426,2.75971,2.70521,2.48415,2.10883,2.15435
2005-04-22 15:00:00,5.41888,5.13356,4.37637,3.47508,2.73058,2.62986,2.45369,2.13142,2.16335
2005-04-25 15:00:00,5.41986,5.1365,4.38289,3.48033,2.73313,2.62949,2.4521,2.1304,2.1617
2005-04-26 15:00:00,5.42868,5.14855,4.39723,3.49314,2.74284,2.63444,2.45517,2.13281,2.16299
2005-04-27 15:00:00,5.40685,5.12283,4.36261,3.46251,2.71887,2.61899,2.44517,2.1255,2.15848
2005-04-28 15:00:00,5.24955,4.95473,4.18271,3.32471,2.61594,2.54636,2.39584,2.08736,2.13275
2005-04-29 15:00:00,5.26211,4.97346,4.21849,3.36387,2.64629,2.56654,2.40911,2.09736,2.13872
2005-05-02 15:00:00,5.25055,5.02531,4.24337,3.35895,2.55134,2.55053,2.37482,2.02275,2.09489
2005-05-03 15:00:00,5.23806,5.01397,4.23455,3.34943,2.55087,2.5492,2.37286,2.02182,2.0936
2005-05-04 15:00:00,5.24858,5.02055,4.22952,3.34263,2.53521,2.53832,2.36525,2.01439,2.08864
2005-05-05 15:00:00,5.22084,4.98524,4.16908,3.28748,2.4906,2.5088,2.34564,1.99912,2.07917
2005-05-06 15:00:00,5.30979,5.08989,4.30987,3.4057,2.58671,2.57165,2.38781,2.03126,2.09871
2005-05-09 15:00:00,5.27711,5.05644,4.29416,3.44455,2.64176,2.61766,2.42645,2.06509,2.12344
2005-05-10 15:00:00,5.2047,4.9778,4.19632,3.36356,2.57637,2.57764,2.40021,2.04491,2.11084
2005-05-11 15:00:00,5.1984,4.97462,4.20258,3.37594,2.58881,2.58561,2.4085,2.05222,2.11627
2005-05-12 15:00:00,5.14758,4.91879,4.13264,3.31707,2.54007,2.55459,2.38563,2.03444,2.10459
2005-05-13 15:00:00,4.78975,4.58045,3.86417,3.21667,2.52033,2.53563,2.37202,2.02398,2.09475
2005-05-16 15:00:00,5.10519,4.87697,4.08613,3.28562,2.51415,2.5399,2.3779,2.02843,2.10165
2005-05-17 15:00:00,5.09006,4.8639,4.07418,3.2792,2.51029,2.53705,2.3765,2.02796,2.10137
2005-05-18 15:00:00,4.97119,4.73958,3.9338,3.17008,2.43005,2.48206,2.34028,2.00241,2.08501
2005-05-19 15:00:00,5.02177,4.79416,3.99421,3.2116,2.45372,2.49589,2.34692,2.00657,2.08575
2005-05-20 15:00:00,5.05735,4.82944,4.0393,3.24515,2.47694,2.50546,2.35243,2.00991,2.08657
2005-05-23 15:00:00,4.94763,4.71264,3.90695,3.14379,2.39812,2.45619,2.31771,1.98509,2.07049
2005-05-24 15:00:00,4.88536,4.64552,3.82824,3.0855,2.35845,2.42823,2.2986,1.97296,2.06332
2005-05-25 15:00:00,4.97824,4.73709,3.91031,3.13785,2.39412,2.45232,2.3129,1.98148,2.06837
2005-05-26 15:00:00,4.95887,4.71426,3.88201,3.11302,2.37207,2.43447,2.29936,1.97176,2.06138
2005-05-27 15:00:00,4.93873,4.69082,3.85462,3.0927,2.35716,2.4247,2.29329,1.96778,2.0589
2005-05-31 15:00:00,4.79759,4.53917,3.68784,2.97129,2.26869,2.36654,2.25496,1.94074,2.04153
2005-06-01 15:00:00,4.6414,4.35483,3.4865,2.79322,2.1191,2.27375,2.19598,1.90157,2.0077
2005-06-02 15:00:00,4.64451,4.35934,3.49814,2.80389,2.12647,2.27631,2.19748,1.9025,2.00752
2005-06-03 15:00:00,4.8209,4.54908,3.71084,2.95358,2.23933,2.34964,2.25056,1.93852,2.03086
2005-06-06 15:00:00,4.79457,4.52534,3.69401,2.94394,2.23273,2.34528,2.24748,1.93731,2.03004
2005-06-07 15:00:00,4.657,4.38142,3.53813,2.83641,2.15801,2.29906,2.21485,1.91722,2.01735
2005-06-08 15:00:00,4.63421,4.35611,3.52884,2.87815,2.20652,2.34256,2.25207,1.94935,2.04282
2005-06-09 15:00:00,4.6337,4.35929,3.53561,2.88258,2.20759,2.34256,2.25151,1.9488,2.04236
2005-06-10 15:00:00,4.76726,4.51369,3.7387,3.04661,2.33624,2.42929,2.31401,1.99178,2.07186
2005-06-13 15:00:00,4.85344,4.60645,3.83723,3.12042,2.39372,2.4697,2.34367,2.01225,2.08565
2005-06-14 15:00:00,4.9025,4.65791,3.87073,3.1369,2.4043,2.47775,2.34963,2.01549,2.08758
2005-06-15 15:00:00,4.86675,4.62175,3.82226,3.09371,2.36872,2.45261,2.33026,2.00178,2.07784
2005-06-16 15:00:00,4.49422,4.26831,3.55673,2.97654,2.3296,2.42081,2.30391,1.98233,2.0612
2005-06-17 15:00:00,4.54486,4.32015,3.62175,3.0298,2.36686,2.44114,2.3182,1.98974,2.06497
2005-06-20 15:00:00,4.86429,4.61698,3.81495,3.08167,2.35278,2.43974,2.31951,1.99215,2.07021
2005-06-21 15:00:00,4.72174,4.46566,3.64871,2.96039,2.26226,2.38089,2.2777,1.96529,2.0532
2005-06-22 15:00:00,4.55714,4.2854,3.44791,2.8189,2.15589,2.3113,2.2299,1.93362,2.0339
2005-06-23 15:00:00,4.60437,4.3372,3.51225,2.86371,2.18842,2.33387,2.24524,1.94371,2.04024
2005-06-24 15:00:00,4.5619,4.28961,3.46176,2.8288,2.16325,2.31889,2.2357,1.93769,2.03702
2005-06-27 15:00:00,4.54429,4.26923,3.44115,2.81368,2.15034,2.30978,2.22868,1.93278,2.03362
2005-06-28 15:00:00,4.62646,4.35754,3.53742,2.88156,2.20337,2.34553,2.25394,1.94992,2.04438
2005-06-29 15:00:00,4.68646,4.4187,3.60391,2.92959,2.23855,2.36842,2.26994,1.96112,2.05155
2005-06-30 15:00:00,4.62737,4.34916,3.52444,2.86932,2.18796,2.33105,2.24131,1.94038,2.0373
2005-07-01 15:00:00,4.88534,4.54803,3.73241,3.12217,2.26291,2.34749,2.28978,2.02809,2.10496
2005-07-05 15:00:00,5.04504,4.71977,3.92687,3.28649,2.37123,2.41832,2.33818,2.05962,2.12527
2005-07-06 15:00:00,5.00307,4.67416,3.86929,3.23623,2.33707,2.39426,2.32049,2.04748,2.11718
2005-07-07 15:00:00,4.9453,4.61526,3.81429,3.19649,2.31486,2.381,2.31345,2.0435,2.11571
2005-07-08 15:00:00,4.99039,4.67062,3.8878,3.26143,2.35958,2.41088,2.3346,2.05814,2.12527
2005-07-11 15:00:00,4.92235,4.59952,3.83039,3.26055,2.38826,2.43864,2.35915,2.08019,2.14348
2005-07-12 15:00:00,5.01211,4.69199,3.93115,3.34597,2.44547,2.47544,2.38451,2.09658,2.15377
2005-07-13 15:00:00,4.96158,4.68751,3.97143,3.2969,2.46074,2.48503,2.39153,2.10149,2.15625
2005-07-14 15:00:00,4.98999,4.71745,3.99846,3.31491,2.47136,2.49167,2.39546,2.10335,2.15708
2005-07-15 15:00:00,4.96349,4.68855,3.96707,3.28936,2.4539,2.47877,2.38619,2.09723,2.15294
2005-07-18 15:00:00,5.04292,4.77537,4.06495,3.3746,2.514,2.52023,2.41584,2.11743,2.16637
2005-07-19 15:00:00,4.99699,4.72587,4.00908,3.32561,2.47671,2.49338,2.39544,2.10307,2.15653
2005-07-20 15:00:00,4.9489,4.67519,3.95561,3.27913,2.44216,2.46787,2.37606,2.08973,2.14715
2005-07-21 15:00:00,5.13522,4.88199,4.20414,3.50404,2.61124,2.58432,2.46119,2.14927,2.18742
2005-07-22 15:00:00,5.04815,4.78799,4.09664,3.40913,2.54049,2.53331,2.424,2.12388,2.17041
2005-07-25 15:00:00,5.08646,4.83206,4.15826,3.4678,2.57778,2.55762,2.43965,2.13593,2.17813
2005-07-26 15:00:00,5.06422,4.80781,4.13272,3.44835,2.56464,2.54841,2.43327,2.13213,2.17565
2005-07-27 15:00:00,5.07354,4.81999,4.15065,3.46569,2.58175,2.55648,2.43815,2.13546,2.17712
2005-07-28 15:00:00,4.97492,4.71087,4.02313,3.35142,2.49643,2.49691,2.3925,2.10359,2.15552
2005-07-29 15:00:00,5.09832,4.84302,4.1808,3.49528,2.60264,2.57026,2.44649,2.13889,2.17841
2005-08-01 15:00:00,5.17892,4.99968,4.31038,3.56889,2.64021,2.59489,2.46071,2.15064,2.18446
2005-08-02 15:00:00,5.1952,5.01916,4.33308,3.58888,2.65615,2.60639,2.46952,2.15713,2.18906
2005-08-03 15:00:00,5.15318,4.97027,4.27008,3.52749,2.60748,2.57169,2.44374,2.13859,2.17646
2005-08-04 15:00:00,5.18953,5.00728,4.308,3.5575,2.62887,2.58425,2.45052,2.14329,2.17931
2005-08-05 15:00:00,5.27415,5.106,4.43434,3.68199,2.72194,2.64822,2.49636,2.17496,2.19906
2005-08-08 15:00:00,5.25265,5.08188,4.42911,3.74332,2.80785,2.71624,2.55268,2.22052,2.23154
2005-08-09 15:00:00,5.21332,5.03693,4.37508,3.68834,2.76341,2.68619,2.52767,2.20511,2.22197
2005-08-10 15:00:00,5.20412,5.02512,4.35844,3.67119,2.74867,2.6735,2.51787,2.19739,2.21634
2005-08-11 15:00:00,5.13598,4.94484,4.25702,3.57137,2.66988,2.61632,2.47603,2.16768,2.19646
2005-08-12 15:00:00,4.99221,4.78645,4.07893,3.41118,2.54983,2.53428,2.41786,2.12693,2.17022
2005-08-15 15:00:00,5.05977,4.863,4.16907,3.4951,2.61312,2.57915,2.44954,2.14874,2.18412
2005-08-16 15:00:00,4.9931,4.7895,4.08388,3.41774,2.55661,2.54028,2.42247,2.13055,2.1728
2005-08-17 15:00:00,5.08046,4.8876,4.20388,3.53412,2.64492,2.59967,2.46575,2.16248,2.19406
2005-08-18 15:00:00,4.99094,4.78752,4.0887,3.43077,2.57056,2.54291,2.42991,2.13788,2.17896
2005-08-19 15:00:00,4.98117,4.77767,4.08,3.42248,2.56204,2.53612,2.41754,2.13175,2.173
2005-08-22 15:00:00,5.00067,4.79848,4.10281,3.44224,2.57473,2.54586,2.42385,2.13584,2.17576
2005-08-23 15:00:00,4.97861,4.77205,4.07171,3.4131,2.55244,2.5304,2.41226,2.12748,2.17023
2005-08-24 15:00:00,4.95642,4.74749,4.04186,3.38699,2.53354,2.51684,2.40245,2.1207,2.16562
2005-08-25 15:00:00,4.89326,4.6826,3.97323,3.327,2.48946,2.48542,2.37945,2.10481,2.15465
2005-08-26 15:00:00,4.9012,4.69715,3.99694,3.35236,2.5097,2.49675,2.38821,2.11103,2.15806
2005-08-29 15:00:00,4.89594,4.69316,3.99644,3.3553,2.51222,2.49895,2.38935,2.11187,2.15862
2005-08-30 15:00:00,4.83016,4.61693,3.89926,3.26784,2.44907,2.46072,2.36238,2.09366,2.14839
2005-08-31 15:00:00,4.74755,4.52554,3.78819,3.17184,2.37955,2.41394,2.33061,2.07154,2.13521
2005-09-01 15:00:00,4.71582,4.49107,3.79352,3.1339,2.34509,2.3943,2.3142,2.06049,2.12562
2005-09-02 15:00:00,4.74395,4.51865,3.82635,3.16016,2.36111,2.40432,2.32042,2.0643,2.12756
2005-09-06 15:00:00,4.85743,4.63808,3.96072,3.26922,2.43744,2.45771,2.3604,2.09152,2.14544
2005-09-07 15:00:00,4.91936,4.70669,4.04854,3.35362,2.49877,2.50139,2.39062,2.11419,2.1612
2005-09-08 15:00:00,4.89297,4.68399,4.02968,3.3383,2.48878,2.49423,2.38524,2.1101,2.15853
2005-09-09 15:00:00,4.82314,4.60968,3.95685,3.31538,2.49709,2.50706,2.40009,2.12767,2.17309
2005-09-12 15:00:00,4.87227,4.66029,4.0136,3.36527,2.53324,2.53133,2.41709,2.13882,2.18046
2005-09-13 15:00:00,4.83695,4.62357,3.97186,3.32947,2.50768,2.51502,2.40293,2.12999,2.17539
2005-09-14 15:00:00,4.89703,4.68418,4.03799,3.38652,2.54934,2.5429,2.42168,2.14337,2.18387
2005-09-15 15:00:00,4.97037,4.76102,4.11885,3.45469,2.59924,2.57671,2.44511,2.15879,2.19392
2005-09-16 15:00:00,5.0414,4.83603,4.20576,3.53697,2.66408,2.62405,2.47693,2.18184,2.20903
2005-09-19 15:00:00,5.02262,4.81373,4.17773,3.51343,2.64924,2.61613,2.47296,2.18016,2.20903
2005-09-20 15:00:00,5.01528,4.80895,4.17789,3.50705,2.64007,2.60402,2.46209,2.17161,2.20101
2005-09-21 15:00:00,4.94253,4.73367,4.09401,3.43082,2.58007,2.56181,2.43128,2.15015,2.18645
2005-09-22 15:00:00,4.9423,4.73121,4.08537,3.41922,2.56824,2.55341,2.42486,2.14495,2.18286
2005-09-23 15:00:00,4.91892,4.81572,4.14444,3.4434,2.63983,2.60516,2.46181,2.17217,2.20009
2005-09-26 15:00:00,4.96908,4.79521,4.20493,3.49878,2.68239,2.63441,2.48255,2.18608,2.20892
2005-09-27 15:00:00,4.96981,4.79811,4.21024,3.50344,2.68555,2.63906,2.48454,2.18757,2.20975
2005-09-28 15:00:00,4.89,4.71488,4.12663,3.4336,2.63292,2.6022,2.4573,2.16934,2.19739
2005-09-29 15:00:00,4.9261,4.75449,4.17014,3.47375,2.66445,2.6255,2.47452,2.18189,2.2056
2005-09-30 15:00:00,4.96071,4.79556,4.22076,3.52595,2.70668,2.65388,2.49426,2.19649,2.21455
2005-10-03 15:00:00,5.13318,4.93367,4.42245,3.65316,2.7733,2.69923,2.52311,2.21453,2.22617
2005-10-04 15:00:00,5.13265,4.93183,4.41854,3.64896,2.77181,2.69663,2.52017,2.21257,2.22451
2005-10-05 15:00:00,5.09851,4.89611,4.38133,3.61213,2.74198,2.67341,2.50182,2.19891,2.21473
2005-10-06 15:00:00,5.11494,4.91343,4.39786,3.62345,2.75243,2.67885,2.5057,2.20132,2.21648
2005-10-07 15:00:00,5.04811,4.8423,4.33068,3.61137,2.76527,2.69339,2.51875,2.2123,2.22303
2005-10-11 15:00:00,5.07132,4.86885,4.36167,3.64312,2.79244,2.7131,2.5336,2.22429,2.23115
2005-10-12 15:00:00,5.16186,4.96698,4.46924,3.74866,2.88102,2.77766,2.58319,2.26073,2.25651
2005-10-13 15:00:00,5.23075,5.04057,4.5476,3.82311,2.94458,2.82678,2.62086,2.28834,2.27606
2005-10-14 15:00:00,5.24386,5.05488,4.56498,3.84277,2.96443,2.84087,2.63091,2.29608,2.28178
2005-10-17 15:00:00,5.24619,5.05714,4.56862,3.84791,2.96851,2.84392,2.63318,2.29784,2.28307
2005-10-18 15:00:00,5.23588,5.04491,4.55346,3.83299,2.95539,2.83303,2.62504,2.29133,2.27882
2005-10-19 15:00:00,5.21871,5.0258,4.53105,3.80998,2.93506,2.81827,2.61378,2.28278,2.27329
2005-10-20 15:00:00,5.2229,5.03029,4.53691,3.81699,2.94007,2.82061,2.6152,2.2838,2.27338
2005-10-21 15:00:00,5.13902,4.93832,4.43449,3.71843,2.85606,2.75856,2.56691,2.24753,2.24848
2005-10-24 15:00:00,5.21456,5.02044,4.52541,3.80693,2.92903,2.81101,2.60583,2.27498,2.26647
2005-10-25 15:00:00,5.28261,5.09807,4.61511,3.89895,3.00898,2.87029,2.65029,2.30849,2.28972
2005-10-26 15:00:00,5.37654,5.20623,4.73789,4.02296,3.12235,2.96007,2.72121,2.36249,2.32747
2005-10-27 15:00:00,5.37624,5.20195,4.72792,4.00894,3.10622,2.9457,2.70775,2.35086,2.31862
2005-10-28 15:00:00,5.36499,5.19235,4.72361,4.01252,3.11348,2.95303,2.71412,2.35746,2.32332
