Date,ed_2y_bundle_1c_pvbp:test
2005-07-13 15:00:00,1.09308692676249
2005-07-14 15:00:00,1.09171800136893
2005-07-15 15:00:00,1.09034907597536
2005-07-18 15:00:00,1.08624229979466
2005-07-19 15:00:00,1.08487337440110
2005-07-20 15:00:00,1.08350444900753
2005-07-21 15:00:00,1.08213552361396
2005-07-22 15:00:00,1.08076659822040
2005-07-25 15:00:00,1.07665982203970
2005-07-26 15:00:00,1.07529089664613
2005-07-27 15:00:00,1.07392197125257
2005-07-28 15:00:00,1.07255304585900
2005-07-29 15:00:00,1.07118412046543
2005-08-01 15:00:00,1.06707734428474
2005-08-02 15:00:00,1.06570841889117
2005-08-03 15:00:00,1.06433949349760
2005-08-04 15:00:00,1.06297056810404
2005-08-05 15:00:00,1.06160164271047
2005-08-08 15:00:00,1.05749486652977
2005-08-09 15:00:00,1.05612594113621
2005-08-10 15:00:00,1.05475701574264
2005-08-11 15:00:00,1.05338809034908
2005-08-12 15:00:00,1.05201916495551
2005-08-15 15:00:00,1.04791238877481
2005-08-16 15:00:00,1.04654346338125
2005-08-17 15:00:00,1.04517453798768
2005-08-18 15:00:00,1.04380561259411
2005-08-19 15:00:00,1.04243668720055
2005-08-22 15:00:00,1.03832991101985
2005-08-23 15:00:00,1.03696098562628
2005-08-24 15:00:00,1.03559206023272
2005-08-25 15:00:00,1.03422313483915
2005-08-26 15:00:00,1.03285420944559
2005-08-29 15:00:00,1.02874743326489
2005-08-30 15:00:00,1.02737850787132
2005-08-31 15:00:00,1.02600958247776
2005-09-01 15:00:00,1.02464065708419
2005-09-02 15:00:00,1.02327173169062
2005-09-06 15:00:00,1.01779603011636
2005-09-07 15:00:00,1.01642710472279
2005-09-08 15:00:00,1.01505817932923
2005-09-09 15:00:00,1.01368925393566
2005-09-12 15:00:00,1.13415468856947
2005-09-13 15:00:00,1.13278576317591
2005-09-14 15:00:00,1.13141683778234
2005-09-15 15:00:00,1.13004791238878
2005-09-16 15:00:00,1.12867898699521
2005-09-19 15:00:00,1.12457221081451
2005-09-20 15:00:00,1.12320328542095
2005-09-21 15:00:00,1.12183436002738
2005-09-22 15:00:00,1.12046543463381
2005-09-23 15:00:00,1.11909650924025
2005-09-26 15:00:00,1.11498973305955
2005-09-27 15:00:00,1.11362080766598
2005-09-28 15:00:00,1.11225188227242
2005-09-29 15:00:00,1.11088295687885
2005-09-30 15:00:00,1.10951403148528
2005-10-03 15:00:00,1.10540725530459
2005-10-04 15:00:00,1.10403832991102
2005-10-05 15:00:00,1.10266940451745
2005-10-06 15:00:00,1.10130047912389
2005-10-07 15:00:00,1.09993155373032
2005-10-11 15:00:00,1.09445585215606
2005-10-12 15:00:00,1.09308692676249
2005-10-13 15:00:00,1.09171800136893
2005-10-14 15:00:00,1.09034907597536
2005-10-17 15:00:00,1.08624229979466
2005-10-18 15:00:00,1.08487337440110
2005-10-19 15:00:00,1.08350444900753
2005-10-20 15:00:00,1.08213552361396
2005-10-21 15:00:00,1.08076659822040
2005-10-24 15:00:00,1.07665982203970
2005-10-25 15:00:00,1.07529089664613
2005-10-26 15:00:00,1.07392197125257
2005-10-27 15:00:00,1.07255304585900
2005-10-28 15:00:00,1.07118412046543
2005-10-31 15:00:00,1.06707734428474
2005-11-01 15:00:00,1.06570841889117
2005-11-02 15:00:00,1.06433949349760
2005-11-03 15:00:00,1.06297056810404
2005-11-04 15:00:00,1.06160164271047
2005-11-07 15:00:00,1.05749486652977
2005-11-08 15:00:00,1.05612594113621
2005-11-09 15:00:00,1.05475701574264
