Date,fncl_4.5_1n_partial_duration_2y:internal,fncl_5.0_1n_partial_duration_2y:internal,fncl_5.5_1n_partial_duration_2y:internal,fncl_6.0_1n_partial_duration_2y:internal,fncl_6.5_1n_partial_duration_2y:internal,fncl_7.0_1n_partial_duration_2y:internal,fncl_7.5_1n_partial_duration_2y:internal,fncl_8.0_1n_partial_duration_2y:internal,fncl_8.5_1n_partial_duration_2y:internal
"2007-01-02 15:00:00",0.52301,0.73996,0.93335,1.01673,0.93251,0.87976,0.99946,1.01083,1.07387
"2007-01-03 15:00:00",0.54038,0.7597,0.94868,1.01459,0.92753,0.87882,1.00158,1.01109,1.07492
"2007-01-04 15:00:00",0.57061,0.79285,0.96969,1.01101,0.91844,0.87601,1.00331,1.01138,1.075
"2007-01-05 15:00:00",0.56678,0.79064,0.97369,1.02548,0.93492,0.88798,1.00895,1.0199,1.08242
"2007-01-08 15:00:00",0.48469,0.70949,0.89695,0.9637,0.88996,0.85076,0.95445,0.97504,1.03512
"2007-01-09 15:00:00",0.48054,0.68461,0.89552,0.94414,0.89732,0.85676,0.95754,0.97828,1.03814
"2007-01-10 15:00:00",0.46795,0.66524,0.88275,0.94944,0.90494,0.8619,0.95851,0.9794,1.03891
"2007-01-11 15:00:00",0.4526,0.63695,0.86067,0.95312,0.91542,0.86889,0.95821,0.98057,1.03964
"2007-01-12 15:00:00",0.4519,0.62813,0.85353,0.95801,0.92355,0.87615,0.96417,0.98601,1.04582
"2007-01-16 15:00:00",0.45184,0.63247,0.86119,0.96698,0.93226,0.88416,0.96819,0.98563,0.99633
"2007-01-17 15:00:00",0.43214,0.60311,0.83621,0.96361,0.93939,0.8903,0.9695,0.98949,0.99789
"2007-01-18 15:00:00",0.45025,0.62715,0.85841,0.974,0.94492,0.89474,0.97202,0.99193,0.99989
"2007-01-19 15:00:00",0.44872,0.62317,0.85593,0.97967,0.95394,0.90243,0.9761,0.99619,1.00389
"2007-01-22 15:00:00",0.457,0.63332,0.8659,0.98497,0.95848,0.90673,0.9772,0.99838,1.00495
"2007-01-23 15:00:00",0.42877,0.55395,0.7864,1.01257,1.07847,1.01964,0.85697,0.89636,0.87754
"2007-01-24 15:00:00",0.43951,0.59418,0.82263,0.96497,0.94728,0.89824,0.97467,0.99013,0.99993
"2007-01-25 15:00:00",0.42238,0.56616,0.79576,0.96498,0.96408,0.91641,0.97493,0.99557,1.0004
"2007-01-26 15:00:00",0.43067,0.56758,0.79591,0.9696,0.97185,0.92296,0.97913,1.00149,1.00042
"2007-01-29 15:00:00",0.42695,0.55531,0.78336,0.96801,0.97579,0.92824,0.98012,1.00267,1.00123
"2007-01-30 15:00:00",0.43653,0.56702,0.79271,0.97187,0.97783,0.93101,0.98197,1.00488,1.00234
"2007-01-31 15:00:00",0.453,0.59894,0.82698,0.98703,0.9878,0.93708,0.98939,1.00855,1.0051
"2007-02-01 15:00:00",0.45382,0.59568,0.82537,0.98976,0.97391,0.92054,0.9758,0.99757,0.99854
"2007-02-02 15:00:00",0.46731,0.61576,0.84926,1.00223,0.97996,0.92369,0.98179,1.00207,1.00307
"2007-02-05 15:00:00",0.47956,0.63852,0.87471,1.01207,0.98161,0.92481,0.98402,1.00348,1.00469
"2007-02-06 15:00:00",0.49542,0.66469,0.90009,1.01809,0.9831,0.92394,0.98459,1.00471,1.00617
"2007-02-07 15:00:00",0.43226,0.59883,0.8322,0.95382,0.92725,0.87834,0.93224,0.95536,0.95618
"2007-02-08 15:00:00",0.43421,0.60306,0.83657,0.95847,0.93437,0.88567,0.93423,0.95837,0.95823
"2007-02-09 15:00:00",0.42107,0.57511,0.80767,0.95735,0.94448,0.89614,0.93916,0.96181,0.96088
"2007-02-12 15:00:00",0.41339,0.56004,0.79193,0.95404,0.94859,0.90312,0.94011,0.96377,0.96164
"2007-02-13 15:00:00",0.416,0.55976,0.79245,0.95847,0.95381,0.90864,0.94209,0.96595,0.96262
"2007-02-14 15:00:00",0.45356,0.62111,0.85134,0.97492,0.95273,0.9022,0.94499,0.96576,0.96406
"2007-02-15 15:00:00",0.46093,0.62994,0.8573,0.97112,0.94595,0.89698,0.94547,0.96278,0.96274
"2007-02-16 15:00:00",0.4708,0.64248,0.86867,0.98425,0.95952,0.90703,0.95187,0.96943,0.96851
"2007-02-20 15:00:00",0.47982,0.65264,0.8784,0.98716,0.96093,0.90812,0.95133,0.96884,0.96805
"2007-02-21 15:00:00",0.47876,0.65033,0.8794,0.99369,0.96983,0.91654,0.95514,0.97364,0.97142
"2007-02-22 15:00:00",0.46571,0.62648,0.85745,0.98863,0.97262,0.92235,0.95659,0.97484,0.9719
"2007-02-23 15:00:00",0.48967,0.66082,0.88851,1.00072,0.97763,0.92696,0.96052,0.97798,0.9755
"2007-02-26 15:00:00",0.50561,0.68207,0.90372,1.00382,0.97686,0.92484,0.96182,0.97848,0.97616
"2007-02-27 15:00:00",0.53757,0.71708,0.91903,0.97932,0.94644,0.89861,0.95408,0.9665,0.96929
