Date,fncl_5.0_4.5_45d_price:internal,fncl_5.5_5.0_45d_price:internal,fncl_6.0_5.5_45d_price:internal,fncl_6.5_6.0_45d_price:internal,fncl_7.0_6.5_45d_price:internal,fncl_7.5_7.0_45d_price:internal,fncl_8.0_7.5_45d_price:internal
2003-06-26 15:00:00,2.26638125000001,1.84765625,0.784424999999999,0.426537499999995,1.01877500000001,0.996825000000001,1.35938000000000
