,1,2,3,4,5,6
1,-1885,21350.43263,21350.43263,21350.43263,21350.43263,21350.43263
2,0,3330.99618,1084.820359,-1720.51129,352.021143,17327.38401
3,0,1347.514959,28236.86827,28236.86827,28236.86827,28236.86827
4,0,8457.27302,18124.90575,35701.17332,35701.17332,35701.17332
5,0,-12817.39723,-5383.935264,-27516.6612,-27516.6612,-27516.6612
