,1,2,3,4,5,6
1,-1885,25185.43263,0,0,0,0
2,-1950,3330.99618,-2246.175821,-2805.331649,2072.532433,19375.36287
3,-2400,1347.514959,29139.35331,0,0,0
4,-2250,8457.27302,9667.632731,19976.26757,0,0
5,-2400,-12817.39723,7433.461966,-22132.72594,0,0
